subscription_id,account_id,segment,start_date,end_date,contract_type,committed_actions_monthly,status
SUB-0004246,ACC-005194,SMB,2025-04-12,,metered_month_to_month,,active
SUB-0004247,ACC-005195,SMB,2025-08-11,,metered_month_to_month,,active
SUB-0004248,ACC-005196,SMB,2025-12-06,,metered_month_to_month,,active
SUB-0004249,ACC-005197,SMB,2025-09-15,,metered_month_to_month,,active
SUB-0004250,ACC-005198,SMB,2025-10-24,,metered_month_to_month,,active
SUB-0004251,ACC-005199,SMB,2024-01-02,,metered_month_to_month,,active
SUB-0004252,ACC-005201,SMB,2022-09-16,,metered_month_to_month,,active
SUB-0004253,ACC-005202,SMB,2025-11-26,,metered_month_to_month,,active
SUB-0004254,ACC-005203,SMB,2021-12-30,,metered_month_to_month,,active
SUB-0004255,ACC-005205,SMB,2025-10-01,,metered_month_to_month,,active
SUB-0004256,ACC-005206,SMB,2022-09-12,,metered_month_to_month,,active
SUB-0004257,ACC-005207,SMB,2024-02-17,2024-08-17,metered_month_to_month,,churned
SUB-0004258,ACC-005208,SMB,2023-11-20,2025-07-20,metered_month_to_month,,churned
SUB-0004259,ACC-005209,SMB,2024-11-25,,metered_month_to_month,,active
SUB-0004260,ACC-005210,SMB,2025-09-22,,metered_month_to_month,,active
SUB-0004261,ACC-005211,SMB,2021-04-26,2025-08-26,metered_month_to_month,,churned
SUB-0004262,ACC-005212,SMB,2023-01-03,,metered_month_to_month,,active
SUB-0004263,ACC-005213,SMB,2024-06-18,,metered_month_to_month,,active
SUB-0004264,ACC-005214,SMB,2024-10-14,2025-09-14,metered_month_to_month,,churned
SUB-0004265,ACC-005215,SMB,2020-05-20,2022-02-20,metered_month_to_month,,churned
SUB-0004266,ACC-005216,SMB,2021-06-24,2025-07-24,metered_month_to_month,,churned
SUB-0004267,ACC-005218,SMB,2023-07-18,2024-04-18,metered_month_to_month,,churned
SUB-0004268,ACC-005219,SMB,2021-09-19,2024-12-19,metered_month_to_month,,churned
SUB-0004269,ACC-005220,SMB,2023-12-21,2024-03-21,metered_month_to_month,,churned
SUB-0004270,ACC-005221,SMB,2025-06-09,,metered_month_to_month,,active
SUB-0004271,ACC-005222,SMB,2024-11-27,,metered_month_to_month,,active
SUB-0004272,ACC-005223,SMB,2024-03-23,2024-12-23,metered_month_to_month,,churned
SUB-0004273,ACC-005224,SMB,2025-06-19,,metered_month_to_month,,active
SUB-0004274,ACC-005225,SMB,2022-05-01,,metered_month_to_month,,active
SUB-0004275,ACC-005228,SMB,2023-12-15,2025-06-15,metered_month_to_month,,churned
SUB-0004276,ACC-005229,SMB,2025-10-24,,metered_month_to_month,,active
SUB-0004277,ACC-005230,SMB,2024-04-22,2025-09-22,metered_month_to_month,,churned
SUB-0004278,ACC-005231,SMB,2023-10-27,2024-10-27,metered_month_to_month,,churned
SUB-0004279,ACC-005232,SMB,2024-11-24,,metered_month_to_month,,active
SUB-0004280,ACC-005233,SMB,2022-09-02,2025-02-02,metered_month_to_month,,churned
SUB-0004281,ACC-005235,SMB,2020-07-03,,metered_month_to_month,,active
SUB-0004282,ACC-005236,SMB,2022-10-15,,metered_month_to_month,,active
SUB-0004283,ACC-005237,SMB,2024-06-05,,metered_month_to_month,,active
SUB-0004284,ACC-005238,SMB,2025-02-10,,metered_month_to_month,,active
SUB-0004285,ACC-005239,SMB,2025-12-06,,metered_month_to_month,,active
SUB-0004286,ACC-005240,SMB,2024-11-06,2025-01-06,metered_month_to_month,,churned
SUB-0004287,ACC-005241,SMB,2020-09-14,2023-03-14,metered_month_to_month,,churned
SUB-0004288,ACC-005242,SMB,2021-11-19,,metered_month_to_month,,active
SUB-0004289,ACC-005243,SMB,2025-01-25,,metered_month_to_month,,active
SUB-0004290,ACC-005244,SMB,2020-04-12,,metered_month_to_month,,active
SUB-0004291,ACC-005245,SMB,2025-09-27,,metered_month_to_month,,active
SUB-0004292,ACC-005246,SMB,2025-08-26,,metered_month_to_month,,active
SUB-0004293,ACC-005247,SMB,2025-06-19,,metered_month_to_month,,active
SUB-0004294,ACC-005248,SMB,2024-11-02,,metered_month_to_month,,active
SUB-0004295,ACC-005249,SMB,2022-04-26,,metered_month_to_month,,active
SUB-0004296,ACC-005250,SMB,2025-02-13,,metered_month_to_month,,active
SUB-0004297,ACC-005251,SMB,2024-12-17,,metered_month_to_month,,active
SUB-0004298,ACC-005253,SMB,2025-09-26,,metered_month_to_month,,active
SUB-0004299,ACC-005254,SMB,2024-04-25,,metered_month_to_month,,active
SUB-0004300,ACC-005255,SMB,2025-03-06,,metered_month_to_month,,active
SUB-0004301,ACC-005256,SMB,2023-09-26,,metered_month_to_month,,active
SUB-0004302,ACC-005257,SMB,2025-01-12,,metered_month_to_month,,active
SUB-0004303,ACC-005258,SMB,2025-09-17,,metered_month_to_month,,active
SUB-0004304,ACC-005259,SMB,2025-07-03,,metered_month_to_month,,active
SUB-0004305,ACC-005260,SMB,2024-06-12,,metered_month_to_month,,active
SUB-0004306,ACC-005261,SMB,2024-09-01,2025-07-01,metered_month_to_month,,churned
SUB-0004307,ACC-005262,SMB,2024-02-11,,metered_month_to_month,,active
SUB-0004308,ACC-005263,SMB,2025-10-01,,metered_month_to_month,,active
SUB-0004309,ACC-005264,SMB,2025-05-06,,metered_month_to_month,,active
SUB-0004310,ACC-005265,SMB,2025-03-23,,metered_month_to_month,,active
SUB-0004311,ACC-005266,SMB,2020-10-31,,metered_month_to_month,,active
SUB-0004312,ACC-005267,SMB,2020-01-22,2023-03-22,metered_month_to_month,,churned
SUB-0004313,ACC-005268,SMB,2023-03-18,2023-06-18,metered_month_to_month,,churned
SUB-0004314,ACC-005269,SMB,2025-04-22,,metered_month_to_month,,active
SUB-0004315,ACC-005270,SMB,2024-05-25,,metered_month_to_month,,active
SUB-0004316,ACC-005271,SMB,2023-03-19,,metered_month_to_month,,active
SUB-0004317,ACC-005272,SMB,2025-10-21,,metered_month_to_month,,active
SUB-0004318,ACC-005273,SMB,2023-10-15,2024-11-15,metered_month_to_month,,churned
SUB-0004319,ACC-005274,SMB,2024-12-14,,metered_month_to_month,,active
SUB-0004320,ACC-005275,SMB,2024-08-03,,metered_month_to_month,,active
SUB-0004321,ACC-005276,SMB,2025-03-20,,metered_month_to_month,,active
SUB-0004322,ACC-005277,SMB,2024-08-19,,metered_month_to_month,,active
SUB-0004323,ACC-005278,SMB,2023-04-28,,metered_month_to_month,,active
SUB-0004324,ACC-005279,SMB,2024-09-23,,metered_month_to_month,,active
SUB-0004325,ACC-005280,SMB,2023-09-14,,metered_month_to_month,,active
SUB-0004326,ACC-005281,SMB,2023-06-01,2023-11-01,metered_month_to_month,,churned
SUB-0004327,ACC-005282,SMB,2025-02-05,,metered_month_to_month,,active
SUB-0004328,ACC-005283,SMB,2023-11-12,,metered_month_to_month,,active
SUB-0004329,ACC-005284,SMB,2023-04-10,2024-09-10,metered_month_to_month,,churned
SUB-0004330,ACC-005285,SMB,2025-09-28,,metered_month_to_month,,active
SUB-0004331,ACC-005286,SMB,2025-12-24,,metered_month_to_month,,active
SUB-0004332,ACC-005287,SMB,2025-09-06,,metered_month_to_month,,active
SUB-0004333,ACC-005288,SMB,2024-03-17,,metered_month_to_month,,active
SUB-0004334,ACC-005289,SMB,2025-02-04,,metered_month_to_month,,active
SUB-0004335,ACC-005290,SMB,2021-09-22,2023-06-22,metered_month_to_month,,churned
SUB-0004336,ACC-005291,SMB,2025-09-11,,metered_month_to_month,,active
SUB-0004337,ACC-005292,SMB,2025-11-07,,metered_month_to_month,,active
SUB-0004338,ACC-005293,SMB,2023-11-13,,metered_month_to_month,,active
SUB-0004339,ACC-005294,SMB,2025-12-12,,metered_month_to_month,,active
SUB-0004340,ACC-005295,SMB,2025-05-18,,metered_month_to_month,,active
SUB-0004341,ACC-005296,SMB,2023-03-22,,metered_month_to_month,,active
SUB-0004342,ACC-005297,SMB,2024-04-09,,metered_month_to_month,,active
SUB-0004343,ACC-005298,SMB,2024-10-06,,metered_month_to_month,,active
SUB-0004344,ACC-005299,SMB,2025-09-25,,metered_month_to_month,,active
SUB-0004345,ACC-005300,SMB,2024-10-02,,metered_month_to_month,,active
SUB-0004346,ACC-005301,SMB,2024-10-08,,metered_month_to_month,,active
SUB-0004347,ACC-005302,SMB,2023-08-23,,metered_month_to_month,,active
SUB-0004348,ACC-005303,SMB,2022-02-12,2024-03-12,metered_month_to_month,,churned
SUB-0004349,ACC-005304,SMB,2021-01-18,2022-09-18,metered_month_to_month,,churned
SUB-0004350,ACC-005305,SMB,2024-03-11,2025-01-11,metered_month_to_month,,churned
SUB-0004351,ACC-005306,SMB,2025-03-25,,metered_month_to_month,,active
SUB-0004352,ACC-005307,SMB,2025-01-12,,metered_month_to_month,,active
SUB-0004353,ACC-005308,SMB,2024-09-09,,metered_month_to_month,,active
SUB-0004354,ACC-005310,SMB,2022-06-11,2023-01-11,metered_month_to_month,,churned
SUB-0004355,ACC-005311,SMB,2025-02-24,2025-11-24,metered_month_to_month,,churned
SUB-0004356,ACC-005312,SMB,2024-10-28,,metered_month_to_month,,active
SUB-0004357,ACC-005313,SMB,2025-06-12,,metered_month_to_month,,active
SUB-0004358,ACC-005314,SMB,2025-12-06,,metered_month_to_month,,active
SUB-0004359,ACC-005315,SMB,2025-12-13,,metered_month_to_month,,active
SUB-0004360,ACC-005316,SMB,2024-11-01,,metered_month_to_month,,active
SUB-0004361,ACC-005317,SMB,2023-08-13,,metered_month_to_month,,active
SUB-0004362,ACC-005318,SMB,2025-07-10,,metered_month_to_month,,active
SUB-0004363,ACC-005319,SMB,2023-08-07,2024-12-07,metered_month_to_month,,churned
SUB-0004364,ACC-005320,SMB,2025-02-27,,metered_month_to_month,,active
SUB-0004365,ACC-005321,SMB,2023-05-11,,metered_month_to_month,,active
SUB-0004366,ACC-005322,SMB,2025-09-06,,metered_month_to_month,,active
SUB-0004367,ACC-005323,SMB,2025-01-25,,metered_month_to_month,,active
SUB-0004368,ACC-005324,SMB,2025-10-16,,metered_month_to_month,,active
SUB-0004369,ACC-005325,SMB,2024-07-05,2024-10-05,metered_month_to_month,,churned
SUB-0004370,ACC-005326,SMB,2025-10-19,,metered_month_to_month,,active
SUB-0004371,ACC-005327,SMB,2025-06-05,,metered_month_to_month,,active
SUB-0004372,ACC-005328,SMB,2023-11-05,,metered_month_to_month,,active
SUB-0004373,ACC-005329,SMB,2025-01-09,2025-07-09,metered_month_to_month,,churned
SUB-0004374,ACC-005330,SMB,2020-06-26,2023-03-26,metered_month_to_month,,churned
SUB-0004375,ACC-005331,SMB,2025-09-05,,metered_month_to_month,,active
SUB-0004376,ACC-005332,SMB,2024-08-11,2025-10-11,metered_month_to_month,,churned
SUB-0004377,ACC-005333,SMB,2021-11-07,,metered_month_to_month,,active
SUB-0004378,ACC-005334,SMB,2025-12-24,,metered_month_to_month,,active
SUB-0004379,ACC-005335,SMB,2024-05-14,,metered_month_to_month,,active
SUB-0004380,ACC-005336,SMB,2025-04-18,,metered_month_to_month,,active
SUB-0004381,ACC-005337,SMB,2025-09-20,,metered_month_to_month,,active
SUB-0004382,ACC-005338,SMB,2024-11-17,,metered_month_to_month,,active
SUB-0004383,ACC-005339,SMB,2024-01-19,,metered_month_to_month,,active
SUB-0004384,ACC-005340,SMB,2025-11-23,,metered_month_to_month,,active
SUB-0004385,ACC-005342,SMB,2023-06-27,2024-10-27,metered_month_to_month,,churned
SUB-0004386,ACC-005343,SMB,2024-12-25,,metered_month_to_month,,active
SUB-0004387,ACC-005344,SMB,2020-02-15,,metered_month_to_month,,active
SUB-0004388,ACC-005345,SMB,2020-04-05,2025-06-05,metered_month_to_month,,churned
SUB-0004389,ACC-005347,SMB,2020-01-17,,metered_month_to_month,,active
SUB-0004390,ACC-005348,SMB,2023-08-23,,metered_month_to_month,,active
SUB-0004391,ACC-005349,SMB,2020-08-14,,metered_month_to_month,,active
SUB-0004392,ACC-005350,SMB,2024-07-11,2024-09-11,metered_month_to_month,,churned
SUB-0004393,ACC-005351,SMB,2023-04-12,,metered_month_to_month,,active
SUB-0004394,ACC-005352,SMB,2024-09-09,,metered_month_to_month,,active
SUB-0004395,ACC-005353,SMB,2021-07-31,2023-08-28,metered_month_to_month,,churned
SUB-0004396,ACC-005354,SMB,2021-03-25,2022-06-25,metered_month_to_month,,churned
SUB-0004397,ACC-005355,SMB,2023-01-23,2024-02-23,metered_month_to_month,,churned
SUB-0004398,ACC-005356,SMB,2023-05-20,2025-08-20,metered_month_to_month,,churned
SUB-0004399,ACC-005357,SMB,2025-05-26,2025-07-26,metered_month_to_month,,churned
SUB-0004400,ACC-005358,SMB,2024-11-28,,metered_month_to_month,,active
SUB-0004401,ACC-005359,SMB,2022-06-01,,metered_month_to_month,,active
SUB-0004402,ACC-005360,SMB,2023-07-05,2024-04-05,metered_month_to_month,,churned
SUB-0004403,ACC-005361,SMB,2025-01-27,,metered_month_to_month,,active
SUB-0004404,ACC-005362,SMB,2022-04-02,,metered_month_to_month,,active
SUB-0004405,ACC-005363,SMB,2025-09-24,,metered_month_to_month,,active
SUB-0004406,ACC-005364,SMB,2024-07-03,,metered_month_to_month,,active
SUB-0004407,ACC-005365,SMB,2024-10-10,,metered_month_to_month,,active
SUB-0004408,ACC-005366,SMB,2024-10-24,,metered_month_to_month,,active
SUB-0004409,ACC-005367,SMB,2025-05-19,,metered_month_to_month,,active
SUB-0004410,ACC-005368,SMB,2025-06-19,,metered_month_to_month,,active
SUB-0004411,ACC-005369,SMB,2025-02-03,,metered_month_to_month,,active
SUB-0004412,ACC-005370,SMB,2024-07-02,,metered_month_to_month,,active
SUB-0004413,ACC-005371,SMB,2023-08-12,,metered_month_to_month,,active
SUB-0004414,ACC-005372,SMB,2020-06-26,2021-11-26,metered_month_to_month,,churned
SUB-0004415,ACC-005373,SMB,2021-03-16,2022-07-16,metered_month_to_month,,churned
SUB-0004416,ACC-005374,SMB,2025-04-12,,metered_month_to_month,,active
SUB-0004417,ACC-005375,SMB,2023-10-26,2024-06-26,metered_month_to_month,,churned
SUB-0004418,ACC-005376,SMB,2024-01-05,,metered_month_to_month,,active
SUB-0004419,ACC-005377,SMB,2025-04-28,,metered_month_to_month,,active
SUB-0004420,ACC-005378,SMB,2025-05-01,,metered_month_to_month,,active
SUB-0004421,ACC-005379,SMB,2025-06-12,,metered_month_to_month,,active
SUB-0004422,ACC-005380,SMB,2024-11-14,,metered_month_to_month,,active
SUB-0004423,ACC-005381,SMB,2025-11-25,,metered_month_to_month,,active
SUB-0004424,ACC-005382,SMB,2024-12-17,,metered_month_to_month,,active
SUB-0004425,ACC-005383,SMB,2025-07-12,,metered_month_to_month,,active
SUB-0004426,ACC-005384,SMB,2024-02-05,,metered_month_to_month,,active
SUB-0004427,ACC-005385,SMB,2020-02-07,2020-10-07,metered_month_to_month,,churned
SUB-0004428,ACC-005386,SMB,2025-06-12,,metered_month_to_month,,active
SUB-0004429,ACC-005388,SMB,2024-01-10,,metered_month_to_month,,active
SUB-0004430,ACC-005389,SMB,2025-12-21,,metered_month_to_month,,active
SUB-0004431,ACC-005390,SMB,2023-04-08,,metered_month_to_month,,active
SUB-0004432,ACC-005391,SMB,2021-03-24,2023-09-24,metered_month_to_month,,churned
SUB-0004433,ACC-005392,SMB,2022-11-27,2023-08-27,metered_month_to_month,,churned
SUB-0004434,ACC-005393,SMB,2023-08-19,2025-05-19,metered_month_to_month,,churned
SUB-0004435,ACC-005394,SMB,2023-11-07,,metered_month_to_month,,active
SUB-0004436,ACC-005395,SMB,2025-10-26,,metered_month_to_month,,active
SUB-0004437,ACC-005396,SMB,2025-02-24,,metered_month_to_month,,active
SUB-0004438,ACC-005397,SMB,2024-04-06,,metered_month_to_month,,active
SUB-0004439,ACC-005398,SMB,2020-03-01,2024-04-01,metered_month_to_month,,churned
SUB-0004440,ACC-005400,SMB,2022-09-03,,metered_month_to_month,,active
SUB-0004441,ACC-005401,SMB,2022-04-02,,metered_month_to_month,,active
SUB-0004442,ACC-005402,SMB,2025-06-23,,metered_month_to_month,,active
SUB-0004443,ACC-005403,SMB,2024-10-02,,metered_month_to_month,,active
SUB-0004444,ACC-005404,SMB,2024-02-26,,metered_month_to_month,,active
SUB-0004445,ACC-005405,SMB,2021-05-14,,metered_month_to_month,,active
SUB-0004446,ACC-005406,SMB,2023-07-06,2024-06-06,metered_month_to_month,,churned
SUB-0004447,ACC-005407,SMB,2020-03-10,2022-08-10,metered_month_to_month,,churned
SUB-0004448,ACC-005408,SMB,2025-02-26,,metered_month_to_month,,active
SUB-0004449,ACC-005409,SMB,2024-03-01,,metered_month_to_month,,active
SUB-0004450,ACC-005410,SMB,2024-02-12,,metered_month_to_month,,active
SUB-0004451,ACC-005411,SMB,2024-07-04,,metered_month_to_month,,active
SUB-0004452,ACC-005412,SMB,2020-04-22,2025-09-22,metered_month_to_month,,churned
SUB-0004453,ACC-005413,SMB,2024-01-10,,metered_month_to_month,,active
SUB-0004454,ACC-005414,SMB,2025-12-26,,metered_month_to_month,,active
SUB-0004455,ACC-005417,SMB,2024-06-14,,metered_month_to_month,,active
SUB-0004456,ACC-005418,SMB,2021-12-01,2023-01-01,metered_month_to_month,,churned
SUB-0004457,ACC-005420,SMB,2024-02-08,,metered_month_to_month,,active
SUB-0004458,ACC-005421,SMB,2021-05-01,,metered_month_to_month,,active
SUB-0004459,ACC-005422,SMB,2022-02-06,2023-11-06,metered_month_to_month,,churned
SUB-0004460,ACC-005423,SMB,2021-05-15,2021-07-15,metered_month_to_month,,churned
SUB-0004461,ACC-005424,SMB,2025-02-13,,metered_month_to_month,,active
SUB-0004462,ACC-005426,SMB,2023-09-14,,metered_month_to_month,,active
SUB-0004463,ACC-005427,SMB,2025-05-25,,metered_month_to_month,,active
SUB-0004464,ACC-005428,SMB,2023-07-14,,metered_month_to_month,,active
SUB-0004465,ACC-005432,SMB,2025-05-15,,metered_month_to_month,,active
SUB-0004466,ACC-005433,SMB,2020-07-28,2025-01-28,metered_month_to_month,,churned
SUB-0004467,ACC-005434,SMB,2024-08-25,2025-02-25,metered_month_to_month,,churned
SUB-0004468,ACC-005435,SMB,2025-12-19,,metered_month_to_month,,active
SUB-0004469,ACC-005436,SMB,2023-09-17,2024-10-17,metered_month_to_month,,churned
SUB-0004470,ACC-005437,SMB,2024-08-01,2025-04-01,metered_month_to_month,,churned
SUB-0004471,ACC-005438,SMB,2024-11-25,,metered_month_to_month,,active
SUB-0004472,ACC-005439,SMB,2025-09-26,,metered_month_to_month,,active
SUB-0004473,ACC-005440,SMB,2024-10-09,,metered_month_to_month,,active
SUB-0004474,ACC-005441,SMB,2024-11-27,,metered_month_to_month,,active
SUB-0004475,ACC-005442,SMB,2022-08-23,,metered_month_to_month,,active
SUB-0004476,ACC-005443,SMB,2021-05-09,2022-08-09,metered_month_to_month,,churned
SUB-0004477,ACC-005444,SMB,2025-06-17,,metered_month_to_month,,active
SUB-0004478,ACC-005445,SMB,2022-11-05,,metered_month_to_month,,active
SUB-0004479,ACC-005446,SMB,2025-09-03,,metered_month_to_month,,active
SUB-0004480,ACC-005447,SMB,2024-09-25,2025-11-25,metered_month_to_month,,churned
SUB-0004481,ACC-005449,SMB,2025-02-09,,metered_month_to_month,,active
SUB-0004482,ACC-005450,SMB,2025-12-12,,metered_month_to_month,,active
SUB-0004483,ACC-005451,SMB,2025-12-13,,metered_month_to_month,,active
SUB-0004484,ACC-005452,SMB,2024-04-12,,metered_month_to_month,,active
SUB-0004485,ACC-005453,SMB,2025-11-26,,metered_month_to_month,,active
SUB-0004486,ACC-005454,SMB,2021-07-30,,metered_month_to_month,,active
SUB-0004487,ACC-005455,SMB,2025-08-03,,metered_month_to_month,,active
SUB-0004488,ACC-005456,SMB,2023-07-22,,metered_month_to_month,,active
SUB-0004489,ACC-005457,SMB,2021-10-19,2023-01-19,metered_month_to_month,,churned
SUB-0004490,ACC-005458,SMB,2024-01-11,,metered_month_to_month,,active
SUB-0004491,ACC-005459,SMB,2020-02-10,2024-03-10,metered_month_to_month,,churned
SUB-0004492,ACC-005460,SMB,2023-01-26,2024-02-26,metered_month_to_month,,churned
SUB-0004493,ACC-005462,SMB,2023-05-11,,metered_month_to_month,,active
SUB-0004494,ACC-005463,SMB,2024-09-26,,metered_month_to_month,,active
SUB-0004495,ACC-005464,SMB,2025-11-09,,metered_month_to_month,,active
SUB-0004496,ACC-005465,SMB,2025-10-15,,metered_month_to_month,,active
SUB-0004497,ACC-005466,SMB,2025-01-28,,metered_month_to_month,,active
SUB-0004498,ACC-005467,SMB,2025-07-18,,metered_month_to_month,,active
SUB-0004499,ACC-005468,SMB,2025-09-01,,metered_month_to_month,,active
SUB-0004500,ACC-005469,SMB,2024-05-11,,metered_month_to_month,,active
SUB-0004501,ACC-005471,SMB,2024-04-22,2024-08-22,metered_month_to_month,,churned
SUB-0004502,ACC-005472,SMB,2025-12-03,,metered_month_to_month,,active
SUB-0004503,ACC-005473,SMB,2023-09-07,,metered_month_to_month,,active
SUB-0004504,ACC-005474,SMB,2021-02-18,,metered_month_to_month,,active
SUB-0004505,ACC-005475,SMB,2024-11-07,2025-06-07,metered_month_to_month,,churned
SUB-0004506,ACC-005476,SMB,2025-09-10,,metered_month_to_month,,active
SUB-0004507,ACC-005477,SMB,2020-11-03,2022-02-03,metered_month_to_month,,churned
SUB-0004508,ACC-005478,SMB,2025-02-18,,metered_month_to_month,,active
SUB-0004509,ACC-005479,SMB,2020-01-05,,metered_month_to_month,,active
SUB-0004510,ACC-005480,SMB,2025-09-12,,metered_month_to_month,,active
SUB-0004511,ACC-005481,SMB,2025-05-01,,metered_month_to_month,,active
SUB-0004512,ACC-005482,SMB,2021-05-01,2022-05-01,metered_month_to_month,,churned
SUB-0004513,ACC-005483,SMB,2025-12-12,,metered_month_to_month,,active
SUB-0004514,ACC-005484,SMB,2025-05-19,,metered_month_to_month,,active
SUB-0004515,ACC-005485,SMB,2025-02-08,,metered_month_to_month,,active
SUB-0004516,ACC-005486,SMB,2024-10-08,2025-11-08,metered_month_to_month,,churned
SUB-0004517,ACC-005487,SMB,2023-09-16,,metered_month_to_month,,active
SUB-0004518,ACC-005488,SMB,2021-04-29,2025-07-28,metered_month_to_month,,churned
SUB-0004519,ACC-005489,SMB,2023-09-13,,metered_month_to_month,,active
SUB-0004520,ACC-005490,SMB,2021-12-02,2022-02-02,metered_month_to_month,,churned
SUB-0004521,ACC-005493,SMB,2025-08-24,,metered_month_to_month,,active
SUB-0004522,ACC-005494,SMB,2024-08-06,,metered_month_to_month,,active
SUB-0004523,ACC-005495,SMB,2025-09-17,,metered_month_to_month,,active
SUB-0004524,ACC-005496,SMB,2024-08-22,,metered_month_to_month,,active
SUB-0004525,ACC-005497,SMB,2025-09-03,,metered_month_to_month,,active
SUB-0004526,ACC-005499,SMB,2023-05-01,,metered_month_to_month,,active
SUB-0004527,ACC-005500,SMB,2023-03-13,2024-04-13,metered_month_to_month,,churned
SUB-0004528,ACC-005501,SMB,2024-12-22,2025-09-22,metered_month_to_month,,churned
SUB-0004529,ACC-005502,SMB,2023-06-10,2025-02-10,metered_month_to_month,,churned
SUB-0004530,ACC-005503,SMB,2025-01-27,,metered_month_to_month,,active
SUB-0004531,ACC-005504,SMB,2025-04-10,,metered_month_to_month,,active
SUB-0004532,ACC-005505,SMB,2024-08-26,2025-06-26,metered_month_to_month,,churned
SUB-0004533,ACC-005506,SMB,2025-03-12,,metered_month_to_month,,active
SUB-0004534,ACC-005507,SMB,2020-05-09,2025-01-09,metered_month_to_month,,churned
SUB-0004535,ACC-005508,SMB,2025-10-01,,metered_month_to_month,,active
SUB-0004536,ACC-005509,SMB,2022-07-03,2023-03-03,metered_month_to_month,,churned
SUB-0004537,ACC-005510,SMB,2025-06-15,,metered_month_to_month,,active
SUB-0004538,ACC-005511,SMB,2024-08-24,,metered_month_to_month,,active
SUB-0004539,ACC-005513,SMB,2023-11-24,,metered_month_to_month,,active
SUB-0004540,ACC-005514,SMB,2025-04-06,,metered_month_to_month,,active
SUB-0004541,ACC-005516,SMB,2022-01-30,,metered_month_to_month,,active
SUB-0004542,ACC-005517,SMB,2023-10-11,,metered_month_to_month,,active
SUB-0004543,ACC-005518,SMB,2025-08-13,,metered_month_to_month,,active
SUB-0004544,ACC-005519,SMB,2024-08-19,2025-01-19,metered_month_to_month,,churned
SUB-0004545,ACC-005520,SMB,2025-10-23,,metered_month_to_month,,active
SUB-0004546,ACC-005521,SMB,2025-04-23,,metered_month_to_month,,active
SUB-0004547,ACC-005522,SMB,2021-09-14,2023-06-14,metered_month_to_month,,churned
SUB-0004548,ACC-005523,SMB,2020-08-03,2024-06-03,metered_month_to_month,,churned
SUB-0004549,ACC-005526,SMB,2025-05-16,,metered_month_to_month,,active
SUB-0004550,ACC-005527,SMB,2021-01-22,2022-01-22,metered_month_to_month,,churned
SUB-0004551,ACC-005528,SMB,2022-09-25,2022-12-25,metered_month_to_month,,churned
SUB-0004552,ACC-005529,SMB,2025-12-28,,metered_month_to_month,,active
SUB-0004553,ACC-005530,SMB,2024-05-18,,metered_month_to_month,,active
SUB-0004554,ACC-005531,SMB,2024-11-15,,metered_month_to_month,,active
SUB-0004555,ACC-005532,SMB,2025-12-22,,metered_month_to_month,,active
SUB-0004556,ACC-005533,SMB,2023-01-02,,metered_month_to_month,,active
SUB-0004557,ACC-005534,SMB,2023-12-21,,metered_month_to_month,,active
SUB-0004558,ACC-005536,SMB,2024-09-03,2025-03-03,metered_month_to_month,,churned
SUB-0004559,ACC-005537,SMB,2025-03-02,,metered_month_to_month,,active
SUB-0004560,ACC-005538,SMB,2021-03-23,2022-08-23,metered_month_to_month,,churned
SUB-0004561,ACC-005540,SMB,2023-05-02,2023-11-02,metered_month_to_month,,churned
SUB-0004562,ACC-005541,SMB,2024-03-28,2024-12-28,metered_month_to_month,,churned
SUB-0004563,ACC-005542,SMB,2025-04-24,,metered_month_to_month,,active
SUB-0004564,ACC-005543,SMB,2020-05-07,2022-11-07,metered_month_to_month,,churned
SUB-0004565,ACC-005544,SMB,2024-07-07,2024-09-07,metered_month_to_month,,churned
SUB-0004566,ACC-005545,SMB,2023-05-08,,metered_month_to_month,,active
SUB-0004567,ACC-005546,SMB,2023-03-03,2025-09-03,metered_month_to_month,,churned
SUB-0004568,ACC-005547,SMB,2025-05-24,,metered_month_to_month,,active
SUB-0004569,ACC-005548,SMB,2025-12-11,,metered_month_to_month,,active
SUB-0004570,ACC-005549,SMB,2025-02-26,,metered_month_to_month,,active
SUB-0004571,ACC-005550,SMB,2023-03-20,2023-05-20,metered_month_to_month,,churned
SUB-0004572,ACC-005551,SMB,2023-05-14,2025-01-14,metered_month_to_month,,churned
SUB-0004573,ACC-005552,SMB,2024-01-15,,metered_month_to_month,,active
SUB-0004574,ACC-005553,SMB,2025-05-07,,metered_month_to_month,,active
SUB-0004575,ACC-005554,SMB,2022-10-13,,metered_month_to_month,,active
SUB-0004576,ACC-005555,SMB,2022-06-23,,metered_month_to_month,,active
SUB-0004577,ACC-005556,SMB,2025-09-07,,metered_month_to_month,,active
SUB-0004578,ACC-005557,SMB,2025-08-27,,metered_month_to_month,,active
SUB-0004579,ACC-005559,SMB,2022-08-25,2023-12-25,metered_month_to_month,,churned
SUB-0004580,ACC-005560,SMB,2024-08-21,,metered_month_to_month,,active
SUB-0004581,ACC-005561,SMB,2023-08-17,,metered_month_to_month,,active
SUB-0004582,ACC-005562,SMB,2024-08-19,,metered_month_to_month,,active
SUB-0004583,ACC-005563,SMB,2023-07-08,2025-01-08,metered_month_to_month,,churned
SUB-0004584,ACC-005564,SMB,2025-10-14,,metered_month_to_month,,active
SUB-0004585,ACC-005565,SMB,2023-10-14,,metered_month_to_month,,active
SUB-0004586,ACC-005566,SMB,2021-08-08,,metered_month_to_month,,active
