account_id,segment,effective_date,trigger_reason
ACC-003469,SMB,2025-03-04,initial_default
ACC-003470,SMB,2025-03-20,initial_default
ACC-003471,SMB,2023-10-20,initial_default
ACC-003472,SMB,2023-10-05,initial_default
ACC-003473,SMB,2021-03-17,initial_default
ACC-003474,SMB,2020-01-15,initial_default
ACC-003475,SMB,2024-04-01,initial_default
ACC-003476,SMB,2025-03-24,initial_default
ACC-003477,SMB,2025-03-06,initial_default
ACC-003478,SMB,2024-04-25,initial_default
ACC-003479,SMB,2023-11-17,initial_default
ACC-003480,SMB,2022-05-26,initial_default
ACC-003481,SMB,2025-11-16,initial_default
ACC-003482,SMB,2024-11-07,initial_default
ACC-003483,SMB,2025-10-08,initial_default
ACC-003484,SMB,2025-10-17,initial_default
ACC-003485,SMB,2023-06-26,initial_default
ACC-003486,SMB,2023-12-26,initial_default
ACC-003487,SMB,2024-06-25,initial_default
ACC-003488,SMB,2025-02-17,initial_default
ACC-003489,SMB,2022-07-06,initial_default
ACC-003490,SMB,2023-11-21,initial_default
ACC-003490,Commercial,2024-11-01,usage_threshold
ACC-003490,Enterprise,2025-06-01,usage_threshold
ACC-003491,SMB,2020-08-27,initial_default
ACC-003491,Commercial,2022-06-01,usage_threshold
ACC-003492,SMB,2024-07-22,initial_default
ACC-003493,SMB,2025-04-03,initial_default
ACC-003494,SMB,2023-04-24,initial_default
ACC-003495,SMB,2023-10-21,initial_default
ACC-003496,SMB,2024-04-15,initial_default
ACC-003496,Commercial,2025-09-01,firmographic_rescore
ACC-003497,SMB,2020-01-02,initial_default
ACC-003498,SMB,2023-12-27,initial_default
ACC-003499,SMB,2023-01-09,initial_default
ACC-003499,Commercial,2024-04-01,usage_threshold
ACC-003499,Enterprise,2025-03-01,firmographic_rescore
ACC-003500,SMB,2023-09-08,initial_default
ACC-003501,SMB,2020-01-21,initial_default
ACC-003502,SMB,2024-05-21,initial_default
ACC-003503,SMB,2022-06-06,initial_default
ACC-003504,SMB,2025-07-09,initial_default
ACC-003505,SMB,2025-06-16,initial_default
ACC-003506,SMB,2023-05-10,initial_default
ACC-003507,SMB,2022-05-11,initial_default
ACC-003508,SMB,2024-02-18,initial_default
ACC-003509,SMB,2024-05-02,initial_default
ACC-003510,SMB,2025-01-01,initial_default
ACC-003511,SMB,2025-07-17,initial_default
ACC-003512,SMB,2024-02-04,initial_default
ACC-003513,SMB,2023-07-22,initial_default
ACC-003514,SMB,2025-06-26,initial_default
ACC-003515,SMB,2023-12-21,initial_default
ACC-003515,Commercial,2025-09-01,usage_threshold
ACC-003516,SMB,2023-11-21,initial_default
ACC-003516,Commercial,2024-11-01,usage_threshold
ACC-003517,SMB,2024-08-23,initial_default
ACC-003517,Commercial,2025-10-01,usage_threshold
ACC-003518,SMB,2024-03-13,initial_default
ACC-003519,SMB,2024-10-06,initial_default
ACC-003520,SMB,2023-12-03,initial_default
ACC-003521,SMB,2024-09-01,initial_default
ACC-003522,SMB,2025-04-24,initial_default
ACC-003523,SMB,2025-11-08,initial_default
ACC-003524,SMB,2025-05-11,initial_default
ACC-003524,Commercial,2025-07-01,usage_threshold
ACC-003525,SMB,2025-09-23,initial_default
ACC-003526,SMB,2025-09-22,initial_default
ACC-003527,SMB,2024-05-11,initial_default
ACC-003528,SMB,2021-02-27,initial_default
ACC-003529,SMB,2023-05-07,initial_default
ACC-003530,SMB,2025-04-13,initial_default
ACC-003531,SMB,2024-12-03,initial_default
ACC-003532,SMB,2025-05-08,initial_default
ACC-003533,SMB,2023-06-18,initial_default
ACC-003534,SMB,2025-12-13,initial_default
ACC-003535,SMB,2024-05-14,initial_default
ACC-003536,SMB,2024-11-03,initial_default
ACC-003536,Commercial,2025-06-01,usage_threshold
ACC-003537,SMB,2024-11-02,initial_default
ACC-003538,SMB,2024-05-04,initial_default
ACC-003539,SMB,2024-09-12,initial_default
ACC-003540,SMB,2021-11-06,initial_default
ACC-003541,SMB,2025-07-19,initial_default
ACC-003542,SMB,2025-04-27,initial_default
ACC-003543,SMB,2023-10-01,initial_default
ACC-003544,SMB,2025-07-14,initial_default
ACC-003545,SMB,2025-03-19,initial_default
ACC-003546,SMB,2023-09-05,initial_default
ACC-003546,Commercial,2025-06-01,firmographic_rescore
ACC-003546,Enterprise,2025-10-01,usage_threshold
ACC-003547,SMB,2023-11-14,initial_default
ACC-003548,SMB,2025-09-15,initial_default
ACC-003549,SMB,2025-02-26,initial_default
ACC-003550,SMB,2025-12-05,initial_default
ACC-003551,SMB,2025-12-18,initial_default
ACC-003552,SMB,2022-09-02,initial_default
ACC-003552,Commercial,2024-03-01,usage_threshold
ACC-003552,Enterprise,2025-10-01,firmographic_rescore
ACC-003553,SMB,2020-11-25,initial_default
ACC-003554,SMB,2025-06-08,initial_default
ACC-003554,Commercial,2025-09-01,firmographic_rescore
ACC-003555,SMB,2023-08-01,initial_default
ACC-003556,SMB,2023-10-03,initial_default
ACC-003557,SMB,2021-10-26,initial_default
ACC-003558,SMB,2022-03-12,initial_default
ACC-003559,SMB,2025-09-04,initial_default
ACC-003560,SMB,2025-02-21,initial_default
ACC-003561,SMB,2023-12-28,initial_default
ACC-003562,SMB,2024-12-04,initial_default
ACC-003563,SMB,2025-03-23,initial_default
ACC-003564,SMB,2025-10-09,initial_default
ACC-003565,SMB,2020-12-22,initial_default
ACC-003566,SMB,2025-05-14,initial_default
ACC-003567,SMB,2025-06-14,initial_default
ACC-003568,SMB,2025-08-01,initial_default
ACC-003569,SMB,2025-03-01,initial_default
ACC-003570,SMB,2024-09-14,initial_default
ACC-003571,SMB,2025-11-13,initial_default
ACC-003572,SMB,2023-06-19,initial_default
ACC-003573,SMB,2025-11-15,initial_default
ACC-003574,SMB,2025-12-01,initial_default
ACC-003575,SMB,2024-10-09,initial_default
ACC-003576,SMB,2021-05-25,initial_default
ACC-003577,SMB,2022-05-11,initial_default
ACC-003578,SMB,2024-11-19,initial_default
ACC-003579,SMB,2024-08-25,initial_default
ACC-003580,SMB,2024-12-04,initial_default
ACC-003581,SMB,2024-11-04,initial_default
ACC-003582,SMB,2022-08-17,initial_default
ACC-003583,SMB,2024-11-09,initial_default
ACC-003584,SMB,2024-07-06,initial_default
ACC-003585,SMB,2025-04-16,initial_default
ACC-003586,SMB,2025-10-08,initial_default
ACC-003587,SMB,2025-06-01,initial_default
ACC-003588,SMB,2024-12-18,initial_default
ACC-003588,Commercial,2025-10-01,usage_threshold
ACC-003589,SMB,2022-02-07,initial_default
ACC-003590,SMB,2020-01-28,initial_default
ACC-003591,SMB,2024-05-06,initial_default
ACC-003592,SMB,2024-11-14,initial_default
ACC-003593,SMB,2025-07-13,initial_default
ACC-003594,SMB,2025-10-23,initial_default
ACC-003595,SMB,2023-08-15,initial_default
ACC-003595,Commercial,2025-03-01,usage_threshold
ACC-003596,SMB,2024-10-09,initial_default
ACC-003597,SMB,2025-01-05,initial_default
ACC-003598,SMB,2023-03-18,initial_default
ACC-003599,SMB,2025-06-03,initial_default
ACC-003600,SMB,2020-09-06,initial_default
ACC-003601,SMB,2022-02-26,initial_default
ACC-003602,SMB,2020-02-06,initial_default
ACC-003603,SMB,2025-05-08,initial_default
ACC-003604,SMB,2025-04-22,initial_default
ACC-003605,SMB,2025-12-03,initial_default
ACC-003606,SMB,2024-06-04,initial_default
ACC-003607,SMB,2023-11-15,initial_default
ACC-003608,SMB,2021-01-10,initial_default
ACC-003609,SMB,2023-12-16,initial_default
ACC-003610,SMB,2024-06-24,initial_default
ACC-003611,SMB,2024-01-20,initial_default
ACC-003612,SMB,2021-02-07,initial_default
ACC-003613,SMB,2023-08-10,initial_default
ACC-003614,SMB,2023-10-14,initial_default
ACC-003615,SMB,2025-08-06,initial_default
ACC-003616,SMB,2024-05-24,initial_default
ACC-003617,SMB,2025-02-17,initial_default
ACC-003618,SMB,2023-12-13,initial_default
ACC-003619,SMB,2021-03-07,initial_default
ACC-003620,SMB,2024-02-28,initial_default
ACC-003621,SMB,2024-05-02,initial_default
ACC-003621,Commercial,2025-09-01,usage_threshold
ACC-003622,SMB,2023-12-02,initial_default
ACC-003623,SMB,2025-01-03,initial_default
ACC-003624,SMB,2025-12-22,initial_default
ACC-003625,SMB,2025-07-19,initial_default
ACC-003626,SMB,2020-06-30,initial_default
ACC-003627,SMB,2023-07-02,initial_default
ACC-003628,SMB,2023-06-02,initial_default
ACC-003629,SMB,2025-02-18,initial_default
ACC-003630,SMB,2024-08-27,initial_default
ACC-003631,SMB,2020-05-27,initial_default
ACC-003632,SMB,2021-03-06,initial_default
ACC-003633,SMB,2024-11-24,initial_default
ACC-003634,SMB,2024-03-08,initial_default
ACC-003635,SMB,2023-09-22,initial_default
ACC-003636,SMB,2025-01-22,initial_default
ACC-003637,SMB,2023-08-09,initial_default
ACC-003638,SMB,2024-01-07,initial_default
ACC-003639,SMB,2025-11-16,initial_default
ACC-003640,SMB,2021-01-22,initial_default
ACC-003641,SMB,2022-06-14,initial_default
ACC-003642,SMB,2025-04-18,initial_default
ACC-003643,SMB,2022-08-09,initial_default
ACC-003644,SMB,2023-02-02,initial_default
ACC-003645,SMB,2024-05-04,initial_default
ACC-003646,SMB,2023-08-19,initial_default
ACC-003647,SMB,2025-07-15,initial_default
ACC-003647,Commercial,2025-10-01,usage_threshold
ACC-003648,SMB,2024-08-12,initial_default
ACC-003649,SMB,2024-11-15,initial_default
ACC-003650,SMB,2023-08-28,initial_default
ACC-003651,SMB,2023-12-19,initial_default
ACC-003652,SMB,2023-10-12,initial_default
ACC-003653,SMB,2025-05-16,initial_default
ACC-003654,SMB,2025-06-16,initial_default
ACC-003655,SMB,2023-03-27,initial_default
ACC-003656,SMB,2021-11-05,initial_default
ACC-003657,SMB,2025-11-23,initial_default
ACC-003658,SMB,2024-06-27,initial_default
ACC-003659,SMB,2021-05-10,initial_default
ACC-003660,SMB,2024-03-14,initial_default
ACC-003661,SMB,2025-12-21,initial_default
ACC-003662,SMB,2025-09-13,initial_default
ACC-003663,SMB,2023-12-17,initial_default
ACC-003664,SMB,2025-10-07,initial_default
ACC-003665,SMB,2025-06-05,initial_default
ACC-003666,SMB,2020-02-21,initial_default
ACC-003667,SMB,2024-03-05,initial_default
ACC-003668,SMB,2024-05-23,initial_default
ACC-003669,SMB,2023-07-05,initial_default
ACC-003670,SMB,2025-09-01,initial_default
ACC-003671,SMB,2022-04-16,initial_default
ACC-003672,SMB,2023-04-13,initial_default
ACC-003673,SMB,2024-05-07,initial_default
ACC-003674,SMB,2024-11-10,initial_default
ACC-003675,SMB,2022-11-25,initial_default
ACC-003676,SMB,2023-10-08,initial_default
ACC-003677,SMB,2025-11-26,initial_default
ACC-003678,SMB,2021-11-19,initial_default
ACC-003679,SMB,2023-12-05,initial_default
ACC-003680,SMB,2020-10-22,initial_default
ACC-003681,SMB,2024-11-02,initial_default
ACC-003682,SMB,2025-05-04,initial_default
ACC-003683,SMB,2024-12-03,initial_default
ACC-003684,SMB,2024-08-14,initial_default
ACC-003684,Commercial,2025-06-01,firmographic_rescore
ACC-003685,SMB,2022-10-20,initial_default
ACC-003686,SMB,2025-06-12,initial_default
ACC-003687,SMB,2025-06-19,initial_default
ACC-003687,Commercial,2025-08-01,firmographic_rescore
ACC-003688,SMB,2020-04-14,initial_default
ACC-003689,SMB,2025-02-15,initial_default
ACC-003690,SMB,2025-10-18,initial_default
ACC-003691,SMB,2023-08-02,initial_default
ACC-003692,SMB,2025-01-08,initial_default
ACC-003693,SMB,2025-08-28,initial_default
ACC-003694,SMB,2023-06-06,initial_default
ACC-003695,SMB,2025-06-17,initial_default
ACC-003696,SMB,2024-02-06,initial_default
ACC-003697,SMB,2025-11-26,initial_default
ACC-003698,SMB,2024-10-27,initial_default
ACC-003699,SMB,2024-02-01,initial_default
ACC-003699,Commercial,2024-07-01,usage_threshold
ACC-003700,SMB,2024-02-11,initial_default
ACC-003701,SMB,2022-08-20,initial_default
ACC-003702,SMB,2025-10-06,initial_default
ACC-003703,SMB,2024-09-19,initial_default
ACC-003703,Commercial,2025-05-01,usage_threshold
ACC-003704,SMB,2021-11-21,initial_default
ACC-003705,SMB,2021-06-30,initial_default
ACC-003706,SMB,2025-12-19,initial_default
ACC-003707,SMB,2025-07-15,initial_default
ACC-003708,SMB,2025-12-04,initial_default
ACC-003709,SMB,2022-05-17,initial_default
ACC-003710,SMB,2024-11-04,initial_default
ACC-003711,SMB,2024-12-13,initial_default
ACC-003712,SMB,2023-05-28,initial_default
ACC-003713,SMB,2025-06-05,initial_default
ACC-003714,SMB,2022-12-14,initial_default
ACC-003715,SMB,2024-05-23,initial_default
ACC-003715,Commercial,2024-09-01,firmographic_rescore
ACC-003716,SMB,2021-05-17,initial_default
ACC-003717,SMB,2023-06-14,initial_default
ACC-003718,SMB,2024-05-22,initial_default
ACC-003719,SMB,2022-07-14,initial_default
ACC-003720,SMB,2025-03-28,initial_default
ACC-003721,SMB,2025-03-22,initial_default
ACC-003722,SMB,2024-05-19,initial_default
ACC-003723,SMB,2024-02-12,initial_default
ACC-003724,SMB,2025-05-18,initial_default
ACC-003725,SMB,2022-10-01,initial_default
ACC-003726,SMB,2021-08-28,initial_default
ACC-003727,SMB,2022-09-11,initial_default
ACC-003728,SMB,2025-08-19,initial_default
ACC-003729,SMB,2024-06-24,initial_default
ACC-003730,SMB,2025-06-20,initial_default
ACC-003730,Commercial,2025-12-01,usage_threshold
ACC-003731,SMB,2020-06-15,initial_default
ACC-003732,SMB,2025-12-06,initial_default
ACC-003733,SMB,2025-06-13,initial_default
ACC-003734,SMB,2024-12-09,initial_default
ACC-003735,SMB,2021-05-01,initial_default
ACC-003736,SMB,2023-12-06,initial_default
ACC-003737,SMB,2025-10-12,initial_default
ACC-003738,SMB,2023-09-20,initial_default
ACC-003738,Commercial,2024-01-01,usage_threshold
ACC-003739,SMB,2024-01-02,initial_default
ACC-003740,SMB,2025-01-24,initial_default
ACC-003741,SMB,2024-01-27,initial_default
ACC-003742,SMB,2023-11-06,initial_default
ACC-003743,SMB,2024-07-20,initial_default
ACC-003744,SMB,2025-11-21,initial_default
ACC-003745,SMB,2025-11-03,initial_default
ACC-003746,SMB,2022-02-09,initial_default
ACC-003747,SMB,2025-10-25,initial_default
ACC-003748,SMB,2025-09-07,initial_default
ACC-003749,SMB,2020-06-14,initial_default
ACC-003750,SMB,2025-01-11,initial_default
ACC-003751,SMB,2025-05-14,initial_default
ACC-003752,SMB,2025-10-20,initial_default
ACC-003753,SMB,2023-09-21,initial_default
ACC-003754,SMB,2025-05-06,initial_default
ACC-003755,SMB,2025-02-01,initial_default
ACC-003756,SMB,2022-12-10,initial_default
ACC-003757,SMB,2025-07-27,initial_default
ACC-003758,SMB,2024-04-03,initial_default
ACC-003758,Commercial,2024-08-01,usage_threshold
ACC-003759,SMB,2022-03-15,initial_default
ACC-003760,SMB,2023-04-03,initial_default
ACC-003761,SMB,2020-09-19,initial_default
ACC-003762,SMB,2023-11-06,initial_default
ACC-003763,SMB,2023-05-12,initial_default
ACC-003764,SMB,2025-01-06,initial_default
ACC-003765,SMB,2021-09-19,initial_default
ACC-003765,Commercial,2024-05-01,usage_threshold
ACC-003766,SMB,2025-08-01,initial_default
ACC-003767,SMB,2023-10-03,initial_default
ACC-003768,SMB,2025-08-01,initial_default
ACC-003769,SMB,2024-05-11,initial_default
ACC-003770,SMB,2024-12-25,initial_default
ACC-003771,SMB,2024-03-25,initial_default
ACC-003772,SMB,2023-06-05,initial_default
ACC-003773,SMB,2024-12-10,initial_default
ACC-003774,SMB,2025-09-10,initial_default
ACC-003775,SMB,2025-01-13,initial_default
ACC-003776,SMB,2024-02-14,initial_default
ACC-003777,SMB,2025-08-02,initial_default
ACC-003778,SMB,2020-11-12,initial_default
ACC-003779,SMB,2024-07-19,initial_default
ACC-003780,SMB,2025-08-26,initial_default
ACC-003781,SMB,2023-04-18,initial_default
ACC-003782,SMB,2025-10-28,initial_default
ACC-003783,SMB,2023-01-06,initial_default
ACC-003784,SMB,2021-04-04,initial_default
ACC-003785,SMB,2020-05-18,initial_default
ACC-003786,SMB,2024-08-16,initial_default
ACC-003787,SMB,2024-09-02,initial_default
ACC-003788,SMB,2024-05-09,initial_default
ACC-003789,SMB,2023-10-06,initial_default
ACC-003789,Commercial,2024-01-01,firmographic_rescore
ACC-003790,SMB,2024-05-28,initial_default
ACC-003791,SMB,2020-01-08,initial_default
ACC-003792,SMB,2024-12-15,initial_default
ACC-003793,SMB,2025-09-07,initial_default
ACC-003794,SMB,2020-05-20,initial_default
ACC-003794,Commercial,2025-01-01,firmographic_rescore
ACC-003795,SMB,2020-04-06,initial_default
ACC-003796,SMB,2024-10-13,initial_default
ACC-003797,SMB,2021-08-20,initial_default
ACC-003798,SMB,2025-09-12,initial_default
ACC-003799,SMB,2023-11-20,initial_default
ACC-003800,SMB,2023-11-14,initial_default
ACC-003801,SMB,2025-06-23,initial_default
ACC-003802,SMB,2022-12-28,initial_default
ACC-003803,SMB,2024-11-06,initial_default
ACC-003804,SMB,2021-06-30,initial_default
ACC-003805,SMB,2020-10-17,initial_default
ACC-003806,SMB,2022-12-24,initial_default
ACC-003807,SMB,2020-01-10,initial_default
ACC-003808,SMB,2023-11-20,initial_default
ACC-003809,SMB,2021-07-09,initial_default
ACC-003810,SMB,2022-07-17,initial_default
ACC-003811,SMB,2025-08-12,initial_default
ACC-003812,SMB,2025-10-21,initial_default
ACC-003813,SMB,2025-04-23,initial_default
ACC-003813,Commercial,2025-09-01,firmographic_rescore
ACC-003814,SMB,2025-02-25,initial_default
ACC-003815,SMB,2025-01-17,initial_default
ACC-003816,SMB,2020-12-14,initial_default
ACC-003817,SMB,2024-09-13,initial_default
ACC-003818,SMB,2025-06-01,initial_default
ACC-003819,SMB,2025-06-13,initial_default
ACC-003820,SMB,2025-07-23,initial_default
ACC-003821,SMB,2025-11-17,initial_default
ACC-003822,SMB,2023-07-18,initial_default
ACC-003822,Commercial,2024-08-01,usage_threshold
ACC-003823,SMB,2020-08-15,initial_default
ACC-003824,SMB,2025-01-06,initial_default
ACC-003825,SMB,2025-11-10,initial_default
ACC-003826,SMB,2025-03-18,initial_default
ACC-003827,SMB,2025-04-06,initial_default
ACC-003828,SMB,2022-09-04,initial_default
ACC-003829,SMB,2023-12-24,initial_default
ACC-003830,SMB,2025-07-10,initial_default
ACC-003831,SMB,2025-06-20,initial_default
ACC-003832,SMB,2020-12-30,initial_default
ACC-003833,SMB,2025-12-22,initial_default
ACC-003834,SMB,2025-05-01,initial_default
ACC-003835,SMB,2024-10-16,initial_default
ACC-003836,SMB,2024-11-24,initial_default
ACC-003837,SMB,2023-12-08,initial_default
ACC-003838,SMB,2025-02-19,initial_default
ACC-003839,SMB,2021-05-31,initial_default
ACC-003840,SMB,2020-08-04,initial_default
ACC-003841,SMB,2025-10-11,initial_default
ACC-003842,SMB,2023-06-10,initial_default
ACC-003843,SMB,2020-07-20,initial_default
ACC-003844,SMB,2024-01-26,initial_default
ACC-003845,SMB,2023-12-14,initial_default
ACC-003846,SMB,2020-08-29,initial_default
ACC-003847,SMB,2024-05-07,initial_default
ACC-003848,SMB,2025-12-04,initial_default
ACC-003849,SMB,2020-10-21,initial_default
ACC-003850,SMB,2022-11-23,initial_default
ACC-003850,Commercial,2025-12-01,usage_threshold
ACC-003851,SMB,2024-11-19,initial_default
ACC-003852,SMB,2020-11-05,initial_default
ACC-003853,SMB,2024-02-02,initial_default
ACC-003854,SMB,2023-04-08,initial_default
ACC-003855,SMB,2024-10-15,initial_default
ACC-003856,SMB,2024-01-23,initial_default
ACC-003857,SMB,2021-03-01,initial_default
ACC-003858,SMB,2023-12-24,initial_default
ACC-003859,SMB,2025-01-27,initial_default
ACC-003860,SMB,2025-10-27,initial_default
ACC-003861,SMB,2023-11-05,initial_default
ACC-003862,SMB,2025-06-17,initial_default
ACC-003863,SMB,2025-09-25,initial_default
ACC-003864,SMB,2025-06-07,initial_default
ACC-003865,SMB,2023-09-06,initial_default
ACC-003866,SMB,2022-04-07,initial_default
ACC-003867,SMB,2022-09-23,initial_default
ACC-003868,SMB,2022-12-08,initial_default
ACC-003869,SMB,2024-10-10,initial_default
ACC-003870,SMB,2024-08-11,initial_default
ACC-003870,Commercial,2024-12-01,usage_threshold
ACC-003871,SMB,2025-04-27,initial_default
ACC-003872,SMB,2024-10-07,initial_default
ACC-003872,Commercial,2025-02-01,firmographic_rescore
ACC-003873,SMB,2025-05-24,initial_default
ACC-003874,SMB,2023-12-05,initial_default
ACC-003875,SMB,2022-10-08,initial_default
ACC-003876,SMB,2024-07-25,initial_default
ACC-003877,SMB,2024-06-04,initial_default
ACC-003878,SMB,2025-09-10,initial_default
ACC-003879,SMB,2023-12-28,initial_default
ACC-003880,SMB,2022-10-07,initial_default
ACC-003881,SMB,2025-09-08,initial_default
ACC-003882,SMB,2024-01-12,initial_default
ACC-003883,SMB,2025-03-10,initial_default
ACC-003884,SMB,2025-12-11,initial_default
ACC-003885,SMB,2025-02-14,initial_default
ACC-003886,SMB,2025-08-13,initial_default
ACC-003887,SMB,2023-10-09,initial_default
ACC-003888,SMB,2024-01-16,initial_default
ACC-003889,SMB,2024-11-11,initial_default
ACC-003889,Commercial,2025-05-01,usage_threshold
ACC-003890,SMB,2020-11-02,initial_default
ACC-003891,SMB,2020-11-28,initial_default
ACC-003892,SMB,2024-02-17,initial_default
ACC-003893,SMB,2021-07-24,initial_default
ACC-003894,SMB,2025-07-08,initial_default
ACC-003895,SMB,2024-10-08,initial_default
ACC-003896,SMB,2023-10-22,initial_default
ACC-003897,SMB,2024-01-02,initial_default
ACC-003898,SMB,2025-10-05,initial_default
ACC-003899,SMB,2022-10-04,initial_default
ACC-003899,Commercial,2023-09-01,usage_threshold
ACC-003900,SMB,2025-05-08,initial_default
ACC-003901,SMB,2024-05-02,initial_default
ACC-003902,SMB,2025-04-09,initial_default
ACC-003903,SMB,2024-06-11,initial_default
ACC-003903,Commercial,2025-10-01,usage_threshold
ACC-003904,SMB,2024-12-25,initial_default
ACC-003905,SMB,2020-10-14,initial_default
ACC-003906,SMB,2023-05-20,initial_default
ACC-003907,SMB,2025-12-10,initial_default
ACC-003908,SMB,2025-02-22,initial_default
ACC-003909,SMB,2023-01-23,initial_default
ACC-003910,SMB,2024-11-04,initial_default
ACC-003911,SMB,2025-07-25,initial_default
ACC-003912,SMB,2025-08-15,initial_default
ACC-003913,SMB,2024-04-24,initial_default
ACC-003914,SMB,2022-10-24,initial_default
ACC-003915,SMB,2023-10-21,initial_default
ACC-003916,SMB,2020-01-03,initial_default
ACC-003917,SMB,2024-01-07,initial_default
ACC-003918,SMB,2025-12-12,initial_default
ACC-003919,SMB,2023-02-01,initial_default
ACC-003920,SMB,2025-03-21,initial_default
ACC-003920,Commercial,2025-07-01,usage_threshold
ACC-003921,SMB,2025-10-06,initial_default
ACC-003922,SMB,2024-12-19,initial_default
ACC-003923,SMB,2025-08-06,initial_default
ACC-003924,SMB,2025-05-17,initial_default
ACC-003925,SMB,2025-10-20,initial_default
ACC-003926,SMB,2023-07-26,initial_default
ACC-003927,SMB,2025-11-28,initial_default
ACC-003928,SMB,2025-11-23,initial_default
ACC-003929,SMB,2024-03-13,initial_default
ACC-003930,SMB,2021-04-20,initial_default
ACC-003931,SMB,2024-06-15,initial_default
ACC-003931,Commercial,2025-10-01,usage_threshold
ACC-003932,SMB,2023-08-24,initial_default
ACC-003933,SMB,2024-12-08,initial_default
ACC-003933,Commercial,2025-10-01,usage_threshold
ACC-003934,SMB,2025-04-25,initial_default
ACC-003935,SMB,2024-03-17,initial_default
ACC-003936,SMB,2025-06-03,initial_default
ACC-003937,SMB,2024-12-17,initial_default
ACC-003938,SMB,2024-08-21,initial_default
ACC-003939,SMB,2025-01-05,initial_default
ACC-003940,SMB,2023-10-04,initial_default
ACC-003941,SMB,2025-09-25,initial_default
ACC-003942,SMB,2024-12-02,initial_default
ACC-003943,SMB,2025-08-05,initial_default
ACC-003944,SMB,2024-06-20,initial_default
ACC-003944,Commercial,2025-08-01,firmographic_rescore
ACC-003945,SMB,2023-06-12,initial_default
ACC-003946,SMB,2024-10-03,initial_default
ACC-003946,Commercial,2025-07-01,firmographic_rescore
ACC-003947,SMB,2024-11-28,initial_default
ACC-003948,SMB,2025-03-28,initial_default
ACC-003948,Commercial,2025-07-01,usage_threshold
ACC-003949,SMB,2023-10-26,initial_default
ACC-003950,SMB,2023-02-05,initial_default
ACC-003951,SMB,2025-05-24,initial_default
ACC-003952,SMB,2024-10-01,initial_default
ACC-003953,SMB,2025-04-05,initial_default
ACC-003954,SMB,2025-11-20,initial_default
ACC-003955,SMB,2023-12-07,initial_default
ACC-003955,Commercial,2025-05-01,firmographic_rescore
ACC-003956,SMB,2023-10-20,initial_default
ACC-003957,SMB,2024-12-22,initial_default
ACC-003957,Commercial,2025-12-01,usage_threshold
ACC-003958,SMB,2025-11-07,initial_default
ACC-003959,SMB,2024-09-23,initial_default
ACC-003960,SMB,2025-04-22,initial_default
ACC-003961,SMB,2025-10-09,initial_default
ACC-003962,SMB,2025-12-23,initial_default
ACC-003963,SMB,2022-02-09,initial_default
ACC-003964,SMB,2021-12-02,initial_default
ACC-003965,SMB,2025-03-25,initial_default
ACC-003966,SMB,2025-05-25,initial_default
ACC-003967,SMB,2023-04-28,initial_default
ACC-003968,SMB,2023-11-26,initial_default
ACC-003969,SMB,2021-06-17,initial_default
ACC-003970,SMB,2024-12-19,initial_default
ACC-003970,Commercial,2025-08-01,firmographic_rescore
ACC-003971,SMB,2024-03-21,initial_default
ACC-003972,SMB,2025-10-17,initial_default
ACC-003973,SMB,2025-12-11,initial_default
ACC-003974,SMB,2023-09-17,initial_default
ACC-003975,SMB,2022-10-17,initial_default
ACC-003976,SMB,2024-08-08,initial_default
ACC-003977,SMB,2023-12-04,initial_default
ACC-003977,Commercial,2025-11-01,usage_threshold
ACC-003978,SMB,2025-05-14,initial_default
ACC-003979,SMB,2024-06-04,initial_default
ACC-003979,Commercial,2025-03-01,usage_threshold
ACC-003980,SMB,2023-06-18,initial_default
ACC-003981,SMB,2023-09-07,initial_default
ACC-003982,SMB,2025-07-12,initial_default
ACC-003983,SMB,2023-09-14,initial_default
ACC-003984,SMB,2023-09-10,initial_default
ACC-003985,SMB,2021-10-13,initial_default
ACC-003986,SMB,2021-08-16,initial_default
ACC-003987,SMB,2025-08-09,initial_default
ACC-003988,SMB,2024-12-12,initial_default
ACC-003989,SMB,2025-08-07,initial_default
ACC-003990,SMB,2023-04-17,initial_default
ACC-003990,Commercial,2025-12-01,firmographic_rescore
ACC-003991,SMB,2022-08-29,initial_default
ACC-003992,SMB,2022-08-22,initial_default
ACC-003993,SMB,2025-11-23,initial_default
ACC-003994,SMB,2025-09-04,initial_default
ACC-003995,SMB,2025-10-07,initial_default
ACC-003996,SMB,2024-01-17,initial_default
ACC-003997,SMB,2023-12-11,initial_default
ACC-003998,SMB,2024-02-27,initial_default
ACC-003999,SMB,2023-08-13,initial_default
ACC-004000,SMB,2024-04-02,initial_default
ACC-004001,SMB,2023-11-03,initial_default
ACC-004002,SMB,2024-06-05,initial_default
ACC-004003,SMB,2021-09-30,initial_default
ACC-004004,SMB,2023-09-13,initial_default
ACC-004005,SMB,2023-07-28,initial_default
ACC-004005,Commercial,2023-11-01,usage_threshold
ACC-004006,SMB,2024-03-18,initial_default
ACC-004007,SMB,2025-04-01,initial_default
ACC-004008,SMB,2025-10-10,initial_default
ACC-004009,SMB,2024-10-16,initial_default
ACC-004010,SMB,2023-11-19,initial_default
ACC-004011,SMB,2022-03-29,initial_default
ACC-004012,SMB,2020-10-06,initial_default
ACC-004013,SMB,2025-10-01,initial_default
ACC-004014,SMB,2025-03-13,initial_default
ACC-004015,SMB,2024-04-15,initial_default
