account_id,company_id,segment,employee_count_band,industry,region,channel,signup_date,icp_fit_score,is_personal_email_domain
ACC-004689,CO-0099833,SMB,1-10,Healthcare,LATAM,self_serve,2024-08-13,17.4,False
ACC-004690,CO-0053645,SMB,51-200,Logistics/Supply Chain,EMEA,self_serve,2025-05-25,39.0,False
ACC-004691,CO-0090353,SMB,1-10,Public Sector,North America,self_serve,2024-05-21,17.5,False
ACC-004692,CO-0037449,SMB,1-10,Retail/E-commerce,North America,self_serve,2025-09-01,30.0,False
ACC-004693,CO-0022663,SMB,11-50,Retail/E-commerce,North America,self_serve,2025-08-26,21.2,False
ACC-004694,CO-0054508,SMB,1-10,Professional Services,North America,self_serve,2024-12-04,28.2,True
ACC-004695,CO-0065773,SMB,1-10,Financial Services,North America,inbound_marketing,2024-07-02,37.9,False
ACC-004696,CO-0102867,Commercial,11-50,Manufacturing,North America,self_serve,2020-06-19,33.1,False
ACC-004697,CO-0016824,SMB,11-50,Manufacturing,North America,self_serve,2024-06-21,26.9,False
ACC-004698,CO-0072231,SMB,51-200,Professional Services,EMEA,inbound_marketing,2024-02-01,37.1,False
ACC-004699,CO-0098903,SMB,11-50,Public Sector,North America,self_serve,2025-08-03,33.4,False
ACC-004700,CO-0029143,SMB,1-10,Retail/E-commerce,APAC,self_serve,2025-05-27,19.5,True
ACC-004701,CO-0094685,Commercial,1-10,Retail/E-commerce,North America,self_serve,2024-01-16,17.9,False
ACC-004702,CO-0026799,SMB,11-50,Technology/SaaS,North America,self_serve,2020-06-07,37.3,False
ACC-004703,CO-0054595,SMB,11-50,Retail/E-commerce,North America,inbound_marketing,2025-08-08,20.5,False
ACC-004704,CO-0095698,SMB,51-200,Professional Services,North America,inbound_marketing,2023-09-11,38.6,False
ACC-004705,CO-0017751,SMB,11-50,Healthcare,North America,inbound_marketing,2021-05-05,16.8,False
ACC-004706,CO-0008661,SMB,11-50,Professional Services,North America,self_serve,2023-02-12,31.4,False
ACC-004707,CO-0071844,SMB,11-50,Healthcare,APAC,self_serve,2023-04-25,36.0,False
ACC-004708,CO-0111494,SMB,1-10,Logistics/Supply Chain,North America,inbound_marketing,2024-05-11,36.0,False
ACC-004709,CO-0059536,SMB,11-50,Professional Services,APAC,self_serve,2025-08-05,24.4,False
ACC-004710,CO-0030192,Commercial,1-10,Media/Entertainment,North America,inbound_marketing,2024-12-02,28.2,False
ACC-004711,CO-0094728,SMB,1-10,Professional Services,North America,inbound_marketing,2025-09-25,29.3,True
ACC-004712,CO-0090547,SMB,11-50,Retail/E-commerce,North America,inbound_marketing,2025-10-19,29.1,False
ACC-004713,CO-0081302,SMB,1-10,Retail/E-commerce,North America,self_serve,2025-02-24,16.6,False
ACC-004714,CO-0120478,Commercial,1-10,Manufacturing,North America,self_serve,2024-09-25,22.3,True
ACC-004715,CO-0099370,SMB,11-50,Financial Services,North America,inbound_marketing,2024-02-03,29.0,False
ACC-004716,CO-0094062,SMB,51-200,Retail/E-commerce,North America,self_serve,2025-05-01,25.2,False
ACC-004717,CO-0117441,SMB,1-10,Financial Services,North America,self_serve,2021-04-12,32.6,False
ACC-004718,CO-0012241,Commercial,1-10,Education,LATAM,self_serve,2021-04-17,11.7,False
ACC-004719,CO-0052025,SMB,51-200,Retail/E-commerce,LATAM,self_serve,2024-11-18,33.3,False
ACC-004720,CO-0101786,SMB,1-10,Financial Services,EMEA,self_serve,2020-08-25,34.9,False
ACC-004721,CO-0074783,SMB,11-50,Manufacturing,APAC,self_serve,2020-06-01,38.0,False
ACC-004722,CO-0017875,SMB,11-50,Education,North America,self_serve,2025-08-12,25.3,False
ACC-004723,CO-0100529,SMB,11-50,Manufacturing,North America,self_serve,2025-07-05,39.6,False
ACC-004724,CO-0091412,Commercial,11-50,Retail/E-commerce,North America,inbound_marketing,2021-09-30,25.9,False
ACC-004725,CO-0010847,SMB,51-200,Media/Entertainment,North America,self_serve,2025-11-12,32.3,False
ACC-004726,CO-0079302,SMB,1-10,Financial Services,EMEA,self_serve,2022-06-16,37.0,False
ACC-004727,CO-0093912,SMB,1-10,Healthcare,North America,self_serve,2024-06-02,25.9,False
ACC-004728,CO-0031078,SMB,1-10,Retail/E-commerce,North America,self_serve,2024-10-17,17.6,False
ACC-004729,CO-0024859,SMB,1-10,Retail/E-commerce,North America,self_serve,2022-07-28,19.6,False
ACC-004730,CO-0115639,SMB,1-10,Healthcare,APAC,self_serve,2025-10-27,28.1,False
ACC-004731,CO-0104255,SMB,1-10,Healthcare,North America,inbound_marketing,2023-04-09,20.4,False
ACC-004732,CO-0008602,SMB,51-200,Logistics/Supply Chain,APAC,self_serve,2020-01-11,33.4,False
ACC-004733,CO-0097236,Commercial,1-10,Technology/SaaS,North America,inbound_marketing,2025-01-08,21.7,False
ACC-004734,CO-0039427,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2020-09-29,25.3,False
ACC-004735,CO-0019622,SMB,11-50,Technology/SaaS,North America,self_serve,2024-03-06,37.7,False
ACC-004736,CO-0076657,Commercial,51-200,Retail/E-commerce,EMEA,self_serve,2023-09-28,29.5,False
ACC-004737,CO-0061999,SMB,11-50,Technology/SaaS,EMEA,self_serve,2025-08-26,32.4,False
ACC-004738,CO-0059325,SMB,11-50,Technology/SaaS,North America,self_serve,2025-07-05,27.7,False
ACC-004739,CO-0100460,Commercial,1-10,Public Sector,EMEA,self_serve,2022-12-05,18.7,False
ACC-004740,CO-0097479,SMB,11-50,Retail/E-commerce,North America,self_serve,2023-11-20,13.4,False
ACC-004741,CO-0046028,SMB,11-50,Retail/E-commerce,North America,self_serve,2024-10-16,31.5,False
ACC-004742,CO-0112533,SMB,1-10,Manufacturing,EMEA,self_serve,2023-08-16,20.3,False
ACC-004743,CO-0115634,SMB,1-10,Healthcare,North America,self_serve,2022-12-07,24.6,True
ACC-004744,CO-0067103,Commercial,1-10,Professional Services,North America,self_serve,2022-06-13,29.2,False
ACC-004745,CO-0030910,SMB,11-50,Healthcare,EMEA,inbound_marketing,2025-01-16,31.4,False
ACC-004746,CO-0053242,SMB,51-200,Healthcare,North America,self_serve,2024-05-03,39.4,False
ACC-004747,CO-0031974,SMB,11-50,Healthcare,North America,self_serve,2024-12-01,33.4,False
ACC-004748,CO-0052183,SMB,1-10,Professional Services,EMEA,self_serve,2025-06-12,24.8,True
ACC-004749,CO-0078493,SMB,1-10,Professional Services,North America,self_serve,2024-04-12,12.1,False
ACC-004750,CO-0028895,SMB,11-50,Retail/E-commerce,EMEA,self_serve,2024-04-22,25.5,False
ACC-004751,CO-0015807,SMB,1-10,Financial Services,LATAM,inbound_marketing,2023-08-03,26.6,True
ACC-004752,CO-0060568,SMB,1-10,Retail/E-commerce,APAC,self_serve,2024-06-21,15.4,False
ACC-004753,CO-0053911,SMB,11-50,Professional Services,North America,inbound_marketing,2022-12-09,28.4,False
ACC-004754,CO-0052489,SMB,1-10,Logistics/Supply Chain,EMEA,inbound_marketing,2023-10-08,16.8,False
ACC-004755,CO-0098119,SMB,1-10,Manufacturing,LATAM,self_serve,2023-04-13,23.9,True
ACC-004756,CO-0098777,SMB,51-200,Technology/SaaS,EMEA,self_serve,2021-07-14,39.2,False
ACC-004757,CO-0021166,SMB,1-10,Manufacturing,North America,inbound_marketing,2025-04-07,23.3,True
ACC-004758,CO-0012228,SMB,1-10,Manufacturing,North America,self_serve,2025-11-20,22.7,False
ACC-004759,CO-0106307,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2022-08-14,22.4,False
ACC-004760,CO-0101752,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2022-04-24,37.6,False
ACC-004761,CO-0083483,SMB,1-10,Professional Services,EMEA,self_serve,2024-10-23,16.3,False
ACC-004762,CO-0097389,SMB,1-10,Retail/E-commerce,EMEA,self_serve,2023-10-14,16.7,False
ACC-004763,CO-0066017,SMB,1-10,Retail/E-commerce,North America,inbound_marketing,2025-10-10,29.9,True
ACC-004764,CO-0118107,SMB,51-200,Manufacturing,APAC,self_serve,2025-05-05,38.6,False
ACC-004765,CO-0044114,SMB,1-10,Financial Services,North America,self_serve,2023-12-04,27.5,False
ACC-004766,CO-0079474,SMB,51-200,Technology/SaaS,North America,inbound_marketing,2022-01-03,32.3,False
ACC-004767,CO-0115265,SMB,11-50,Technology/SaaS,North America,self_serve,2023-09-13,32.8,False
ACC-004768,CO-0016028,SMB,51-200,Manufacturing,LATAM,self_serve,2023-03-26,38.2,False
ACC-004769,CO-0100924,SMB,11-50,Financial Services,North America,self_serve,2025-07-14,34.5,False
ACC-004770,CO-0048090,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2021-07-23,10.1,False
ACC-004771,CO-0025212,SMB,1-10,Public Sector,North America,inbound_marketing,2025-11-19,20.9,False
ACC-004772,CO-0065170,SMB,51-200,Professional Services,EMEA,self_serve,2020-11-17,32.2,False
ACC-004773,CO-0103400,SMB,1-10,Manufacturing,North America,inbound_marketing,2024-02-18,34.8,False
ACC-004774,CO-0092351,SMB,1-10,Education,EMEA,inbound_marketing,2023-09-21,16.1,False
ACC-004775,CO-0028943,SMB,51-200,Retail/E-commerce,APAC,self_serve,2024-12-27,27.7,False
ACC-004776,CO-0062121,SMB,1-10,Financial Services,EMEA,self_serve,2025-03-02,36.6,False
ACC-004777,CO-0119278,SMB,51-200,Media/Entertainment,EMEA,self_serve,2021-10-15,34.2,False
ACC-004778,CO-0058882,SMB,11-50,Retail/E-commerce,EMEA,self_serve,2020-02-14,34.6,False
ACC-004779,CO-0115515,SMB,1-10,Professional Services,North America,inbound_marketing,2025-05-14,29.9,True
ACC-004780,CO-0069323,SMB,1-10,Technology/SaaS,North America,self_serve,2024-09-11,22.5,False
ACC-004781,CO-0086332,SMB,1-10,Professional Services,North America,self_serve,2025-05-07,27.1,False
ACC-004782,CO-0075791,SMB,1-10,Technology/SaaS,North America,self_serve,2022-01-19,39.4,False
ACC-004783,CO-0081494,SMB,11-50,Retail/E-commerce,APAC,self_serve,2024-02-21,10.4,False
ACC-004784,CO-0005254,SMB,1-10,Financial Services,North America,self_serve,2025-11-27,37.3,False
ACC-004785,CO-0117975,SMB,11-50,Manufacturing,EMEA,self_serve,2024-06-27,27.1,False
ACC-004786,CO-0032594,Commercial,1-10,Healthcare,North America,inbound_marketing,2020-12-15,22.0,False
ACC-004787,CO-0099911,SMB,1-10,Retail/E-commerce,North America,self_serve,2025-05-08,21.2,False
ACC-004788,CO-0074758,SMB,1-10,Financial Services,EMEA,self_serve,2025-01-09,29.3,False
ACC-004789,CO-0039378,SMB,51-200,Logistics/Supply Chain,EMEA,self_serve,2021-08-24,39.6,False
ACC-004790,CO-0098907,SMB,51-200,Retail/E-commerce,North America,self_serve,2022-02-15,22.8,False
ACC-004791,CO-0087161,SMB,51-200,Retail/E-commerce,EMEA,inbound_marketing,2023-01-02,31.6,False
ACC-004792,CO-0122397,SMB,1-10,Healthcare,North America,self_serve,2024-03-11,21.5,False
ACC-004793,CO-0108468,SMB,1-10,Manufacturing,APAC,self_serve,2022-04-24,27.2,True
ACC-004794,CO-0001390,SMB,51-200,Manufacturing,APAC,inbound_marketing,2025-08-24,38.4,False
ACC-004795,CO-0014880,SMB,1-10,Technology/SaaS,North America,self_serve,2025-08-13,19.9,False
ACC-004796,CO-0093679,SMB,1-10,Public Sector,North America,inbound_marketing,2023-10-19,19.8,False
ACC-004797,CO-0078403,SMB,11-50,Manufacturing,EMEA,self_serve,2021-10-16,25.0,False
ACC-004798,CO-0000497,SMB,11-50,Technology/SaaS,North America,inbound_marketing,2025-09-18,39.9,False
ACC-004799,CO-0059709,SMB,1-10,Professional Services,APAC,self_serve,2025-02-13,14.9,True
ACC-004800,CO-0002891,SMB,1-10,Manufacturing,APAC,self_serve,2023-03-04,25.1,False
ACC-004801,CO-0029073,SMB,1-10,Professional Services,North America,self_serve,2025-05-26,37.6,False
ACC-004802,CO-0008319,SMB,11-50,Financial Services,EMEA,self_serve,2023-08-25,17.2,False
ACC-004803,CO-0119262,SMB,11-50,Professional Services,EMEA,inbound_marketing,2024-08-24,30.7,False
ACC-004804,CO-0077033,SMB,11-50,Manufacturing,EMEA,self_serve,2023-03-17,21.6,False
ACC-004805,CO-0019478,SMB,11-50,Professional Services,North America,inbound_marketing,2025-07-04,24.0,False
ACC-004806,CO-0030526,SMB,1-10,Financial Services,North America,self_serve,2023-12-16,22.7,True
ACC-004807,CO-0097774,SMB,11-50,Technology/SaaS,EMEA,self_serve,2023-08-26,32.2,False
ACC-004808,CO-0110647,SMB,1-10,Technology/SaaS,EMEA,self_serve,2024-07-16,37.6,False
ACC-004809,CO-0021216,SMB,1-10,Manufacturing,North America,self_serve,2020-10-23,21.9,False
ACC-004810,CO-0119786,SMB,1-10,Technology/SaaS,LATAM,inbound_marketing,2025-01-16,16.5,True
ACC-004811,CO-0023208,SMB,1-10,Education,EMEA,self_serve,2025-03-07,26.9,False
ACC-004812,CO-0013164,SMB,1-10,Retail/E-commerce,EMEA,self_serve,2020-07-22,14.7,False
ACC-004813,CO-0015731,SMB,1-10,Healthcare,North America,self_serve,2025-06-15,31.6,False
ACC-004814,CO-0104226,SMB,51-200,Media/Entertainment,EMEA,self_serve,2025-05-21,32.8,False
ACC-004815,CO-0079628,SMB,11-50,Professional Services,North America,self_serve,2025-10-06,22.4,False
ACC-004816,CO-0004262,SMB,201-1000,Retail/E-commerce,North America,self_serve,2025-12-16,33.3,False
ACC-004817,CO-0093272,SMB,11-50,Professional Services,EMEA,self_serve,2025-11-03,29.0,False
ACC-004818,CO-0057993,SMB,11-50,Retail/E-commerce,North America,self_serve,2025-07-12,22.3,False
ACC-004819,CO-0066801,SMB,1-10,Professional Services,APAC,self_serve,2025-05-17,14.5,False
ACC-004820,CO-0116598,SMB,1-10,Technology/SaaS,North America,inbound_marketing,2021-04-22,36.2,False
ACC-004821,CO-0019385,Enterprise,1-10,Logistics/Supply Chain,EMEA,self_serve,2022-02-13,20.9,False
ACC-004822,CO-0106257,SMB,51-200,Professional Services,LATAM,self_serve,2023-08-26,34.5,False
ACC-004823,CO-0112072,Commercial,1-10,Technology/SaaS,North America,inbound_marketing,2023-03-09,20.2,False
ACC-004824,CO-0040012,SMB,11-50,Media/Entertainment,North America,inbound_marketing,2022-06-24,25.1,False
ACC-004825,CO-0097785,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2025-03-18,16.0,False
ACC-004826,CO-0122471,SMB,1-10,Logistics/Supply Chain,North America,inbound_marketing,2024-06-19,33.0,False
ACC-004827,CO-0008598,Commercial,1-10,Financial Services,North America,inbound_marketing,2023-03-16,35.4,False
ACC-004828,CO-0024469,SMB,51-200,Professional Services,North America,self_serve,2023-05-02,32.1,False
ACC-004829,CO-0061374,SMB,51-200,Professional Services,North America,self_serve,2023-02-17,30.2,False
ACC-004830,CO-0103577,SMB,1-10,Manufacturing,EMEA,self_serve,2023-03-24,26.1,False
ACC-004831,CO-0096327,SMB,1-10,Media/Entertainment,North America,self_serve,2022-08-09,23.2,False
ACC-004832,CO-0068029,SMB,1-10,Professional Services,North America,inbound_marketing,2025-02-03,28.5,False
ACC-004833,CO-0048015,SMB,11-50,Education,North America,self_serve,2024-03-26,19.3,False
ACC-004834,CO-0044852,SMB,1-10,Technology/SaaS,APAC,self_serve,2024-11-08,28.6,False
ACC-004835,CO-0096376,SMB,11-50,Manufacturing,EMEA,self_serve,2021-06-09,29.8,False
ACC-004836,CO-0050234,SMB,1-10,Media/Entertainment,EMEA,inbound_marketing,2024-08-08,8.4,False
ACC-004837,CO-0086540,Commercial,11-50,Financial Services,EMEA,self_serve,2023-10-06,37.0,False
ACC-004838,CO-0039885,SMB,1-10,Retail/E-commerce,North America,self_serve,2020-04-19,23.5,True
ACC-004839,CO-0077788,Commercial,1-10,Manufacturing,APAC,self_serve,2021-07-20,33.6,False
ACC-004840,CO-0054627,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2025-10-07,25.2,False
ACC-004841,CO-0058080,SMB,1-10,Healthcare,LATAM,inbound_marketing,2023-07-17,6.8,True
ACC-004842,CO-0008043,SMB,1-10,Logistics/Supply Chain,EMEA,self_serve,2020-12-18,30.7,True
ACC-004843,CO-0037692,SMB,1-10,Manufacturing,North America,self_serve,2025-11-22,20.4,False
ACC-004844,CO-0057688,SMB,11-50,Healthcare,LATAM,self_serve,2022-12-06,30.9,False
ACC-004845,CO-0024020,SMB,1-10,Media/Entertainment,LATAM,self_serve,2020-08-19,14.2,True
ACC-004846,CO-0006715,SMB,11-50,Professional Services,North America,self_serve,2025-02-16,29.2,False
ACC-004847,CO-0066416,SMB,1-10,Technology/SaaS,EMEA,inbound_marketing,2024-05-11,24.4,False
ACC-004848,CO-0066649,Commercial,11-50,Professional Services,EMEA,self_serve,2025-07-07,21.6,False
ACC-004849,CO-0016460,SMB,11-50,Healthcare,North America,inbound_marketing,2025-12-09,20.5,False
ACC-004850,CO-0032245,SMB,11-50,Technology/SaaS,North America,self_serve,2025-03-14,38.2,False
ACC-004851,CO-0007766,SMB,51-200,Logistics/Supply Chain,EMEA,self_serve,2025-07-03,35.4,False
ACC-004852,CO-0002499,SMB,1-10,Technology/SaaS,North America,self_serve,2024-11-05,35.1,False
ACC-004853,CO-0097686,Commercial,1-10,Manufacturing,North America,inbound_marketing,2022-07-23,38.3,False
ACC-004854,CO-0114734,Commercial,11-50,Professional Services,North America,self_serve,2025-07-27,22.2,False
ACC-004855,CO-0074510,SMB,11-50,Public Sector,North America,inbound_marketing,2023-10-04,33.0,False
ACC-004856,CO-0122971,SMB,11-50,Professional Services,EMEA,self_serve,2024-06-05,16.7,False
ACC-004857,CO-0040621,SMB,51-200,Healthcare,North America,self_serve,2025-02-03,29.9,False
ACC-004858,CO-0052270,SMB,11-50,Technology/SaaS,EMEA,self_serve,2023-01-03,17.9,False
ACC-004859,CO-0104019,SMB,11-50,Manufacturing,APAC,self_serve,2023-11-09,33.0,False
ACC-004860,CO-0017381,SMB,1-10,Healthcare,EMEA,inbound_marketing,2023-08-08,25.6,True
ACC-004861,CO-0102492,SMB,11-50,Financial Services,APAC,self_serve,2021-04-10,36.4,False
ACC-004862,CO-0059669,SMB,11-50,Manufacturing,North America,self_serve,2024-09-05,26.7,False
ACC-004863,CO-0079476,SMB,11-50,Manufacturing,North America,self_serve,2025-11-27,32.9,False
ACC-004864,CO-0029989,SMB,51-200,Media/Entertainment,LATAM,self_serve,2024-02-19,35.9,False
ACC-004865,CO-0097174,SMB,1-10,Retail/E-commerce,North America,self_serve,2023-09-02,5.2,False
ACC-004866,CO-0048022,SMB,11-50,Healthcare,North America,self_serve,2022-06-07,36.5,False
ACC-004867,CO-0081272,SMB,11-50,Professional Services,North America,self_serve,2025-09-10,11.2,False
ACC-004868,CO-0042207,SMB,1-10,Financial Services,North America,inbound_marketing,2025-06-12,30.6,True
ACC-004869,CO-0103569,SMB,1-10,Technology/SaaS,LATAM,inbound_marketing,2020-08-17,25.2,False
ACC-004870,CO-0076177,Commercial,11-50,Healthcare,North America,self_serve,2023-11-27,36.1,False
ACC-004871,CO-0016011,SMB,11-50,Healthcare,North America,self_serve,2024-11-03,24.3,False
ACC-004872,CO-0030280,SMB,11-50,Professional Services,APAC,self_serve,2020-05-24,31.8,False
ACC-004873,CO-0111949,Commercial,51-200,Public Sector,North America,self_serve,2023-09-09,38.9,False
ACC-004874,CO-0067510,Commercial,11-50,Technology/SaaS,North America,self_serve,2024-12-16,24.3,False
ACC-004875,CO-0036834,SMB,11-50,Financial Services,North America,self_serve,2025-07-08,33.5,False
ACC-004876,CO-0062933,SMB,1-10,Healthcare,North America,inbound_marketing,2023-11-28,25.1,False
ACC-004877,CO-0102411,SMB,11-50,Healthcare,North America,self_serve,2022-04-10,30.0,False
ACC-004878,CO-0106937,SMB,1-10,Public Sector,North America,self_serve,2025-12-04,26.0,True
ACC-004879,CO-0065350,SMB,1-10,Technology/SaaS,North America,inbound_marketing,2025-12-24,35.7,True
ACC-004880,CO-0022962,SMB,1-10,Manufacturing,EMEA,self_serve,2024-01-15,26.4,False
ACC-004881,CO-0057049,Commercial,1-10,Healthcare,North America,inbound_marketing,2024-09-26,11.6,False
ACC-004882,CO-0051529,SMB,11-50,Financial Services,EMEA,self_serve,2025-05-12,37.7,False
ACC-004883,CO-0094475,SMB,11-50,Retail/E-commerce,EMEA,self_serve,2024-06-02,22.1,False
ACC-004884,CO-0110076,Commercial,11-50,Media/Entertainment,North America,self_serve,2024-10-14,11.6,False
ACC-004885,CO-0113194,SMB,201-1000,Professional Services,EMEA,inbound_marketing,2024-08-20,38.1,False
ACC-004886,CO-0069154,SMB,11-50,Professional Services,North America,self_serve,2025-09-19,25.2,False
ACC-004887,CO-0117294,SMB,11-50,Logistics/Supply Chain,North America,self_serve,2024-09-06,27.4,False
ACC-004888,CO-0011373,SMB,51-200,Media/Entertainment,North America,self_serve,2023-10-07,26.8,False
ACC-004889,CO-0117070,SMB,11-50,Education,EMEA,self_serve,2024-05-27,20.0,False
ACC-004890,CO-0117361,SMB,11-50,Healthcare,APAC,inbound_marketing,2023-05-06,33.1,False
ACC-004891,CO-0105473,SMB,51-200,Logistics/Supply Chain,APAC,self_serve,2022-03-01,37.8,False
ACC-004892,CO-0071290,SMB,11-50,Retail/E-commerce,North America,inbound_marketing,2025-09-05,29.6,False
ACC-004893,CO-0056127,SMB,11-50,Retail/E-commerce,North America,self_serve,2025-04-19,27.9,False
ACC-004894,CO-0075688,SMB,11-50,Professional Services,North America,inbound_marketing,2024-08-06,38.5,False
ACC-004895,CO-0006637,SMB,1-10,Technology/SaaS,North America,self_serve,2025-05-04,28.7,False
ACC-004896,CO-0086577,SMB,11-50,Technology/SaaS,North America,self_serve,2025-06-13,25.4,False
ACC-004897,CO-0008839,Commercial,1-10,Financial Services,North America,inbound_marketing,2023-11-26,31.2,False
ACC-004898,CO-0014856,SMB,11-50,Technology/SaaS,North America,self_serve,2025-03-06,31.7,False
ACC-004899,CO-0098016,SMB,11-50,Financial Services,EMEA,self_serve,2025-09-03,28.6,False
ACC-004900,CO-0072412,SMB,1-10,Healthcare,North America,self_serve,2024-05-08,24.2,True
ACC-004901,CO-0052295,Commercial,1-10,Retail/E-commerce,North America,self_serve,2024-11-21,6.6,False
ACC-004902,CO-0117037,SMB,11-50,Manufacturing,EMEA,self_serve,2024-02-23,37.5,False
ACC-004903,CO-0010260,SMB,11-50,Financial Services,APAC,self_serve,2024-12-24,32.0,False
ACC-004904,CO-0000896,Commercial,1-10,Technology/SaaS,EMEA,self_serve,2023-05-17,28.4,False
ACC-004905,CO-0032212,SMB,1-10,Financial Services,North America,self_serve,2025-12-26,25.8,False
ACC-004906,CO-0095198,SMB,1-10,Professional Services,LATAM,self_serve,2024-08-02,13.7,False
ACC-004907,CO-0075151,Commercial,11-50,Retail/E-commerce,North America,self_serve,2024-04-17,25.7,False
ACC-004908,CO-0089255,Commercial,1-10,Professional Services,North America,self_serve,2025-01-20,23.7,False
ACC-004909,CO-0071618,SMB,1-10,Public Sector,APAC,self_serve,2022-10-23,17.6,True
ACC-004910,CO-0074498,SMB,11-50,Education,EMEA,self_serve,2025-05-27,12.8,False
ACC-004911,CO-0027875,SMB,11-50,Public Sector,North America,self_serve,2022-02-24,30.1,False
ACC-004912,CO-0077374,Commercial,11-50,Manufacturing,APAC,self_serve,2025-06-22,30.3,False
ACC-004913,CO-0050257,SMB,1-10,Professional Services,North America,self_serve,2025-10-05,17.5,False
ACC-004914,CO-0116669,SMB,1-10,Financial Services,North America,self_serve,2025-02-27,39.4,False
ACC-004915,CO-0026851,SMB,11-50,Technology/SaaS,EMEA,self_serve,2021-05-30,21.5,False
ACC-004916,CO-0041243,SMB,11-50,Media/Entertainment,North America,self_serve,2023-09-22,17.0,False
ACC-004917,CO-0017548,SMB,1-10,Media/Entertainment,North America,self_serve,2025-03-18,12.7,False
ACC-004918,CO-0112678,SMB,1-10,Professional Services,North America,self_serve,2024-11-16,22.1,False
ACC-004919,CO-0096847,SMB,1-10,Retail/E-commerce,North America,self_serve,2025-03-13,27.5,False
ACC-004920,CO-0018730,SMB,1-10,Healthcare,North America,inbound_marketing,2024-01-13,29.6,False
ACC-004921,CO-0066069,SMB,1-10,Healthcare,APAC,self_serve,2022-08-25,25.7,False
ACC-004922,CO-0036383,SMB,1-10,Retail/E-commerce,North America,inbound_marketing,2025-03-28,17.1,True
ACC-004923,CO-0073153,SMB,1-10,Healthcare,North America,self_serve,2025-09-21,25.5,False
ACC-004924,CO-0103470,SMB,11-50,Healthcare,EMEA,inbound_marketing,2022-07-11,27.6,False
ACC-004925,CO-0038646,SMB,51-200,Technology/SaaS,LATAM,self_serve,2024-01-10,37.7,False
ACC-004926,CO-0078519,SMB,11-50,Financial Services,EMEA,self_serve,2025-08-01,34.5,False
ACC-004927,CO-0107392,SMB,1-10,Logistics/Supply Chain,EMEA,self_serve,2023-09-25,26.8,False
ACC-004928,CO-0076978,SMB,1-10,Technology/SaaS,North America,inbound_marketing,2020-07-06,26.2,False
ACC-004929,CO-0084814,SMB,201-1000,Professional Services,EMEA,inbound_marketing,2024-09-22,38.7,False
ACC-004930,CO-0110556,SMB,51-200,Professional Services,North America,self_serve,2024-01-06,26.5,False
ACC-004931,CO-0045867,SMB,1-10,Professional Services,LATAM,self_serve,2025-01-14,18.3,False
ACC-004932,CO-0015665,SMB,11-50,Healthcare,North America,inbound_marketing,2024-03-21,30.8,False
ACC-004933,CO-0060319,SMB,1-10,Manufacturing,APAC,self_serve,2024-01-25,26.7,True
ACC-004934,CO-0062552,SMB,11-50,Logistics/Supply Chain,EMEA,inbound_marketing,2021-02-24,34.1,False
ACC-004935,CO-0104801,SMB,1-10,Media/Entertainment,North America,self_serve,2022-03-05,35.7,False
ACC-004936,CO-0004927,Commercial,11-50,Professional Services,North America,self_serve,2023-01-11,33.3,False
ACC-004937,CO-0028247,SMB,1-10,Professional Services,North America,inbound_marketing,2024-08-04,14.0,False
ACC-004938,CO-0080522,SMB,51-200,Retail/E-commerce,North America,self_serve,2021-05-29,37.1,False
ACC-004939,CO-0121603,SMB,11-50,Media/Entertainment,North America,inbound_marketing,2025-04-20,27.2,False
ACC-004940,CO-0002661,SMB,1-10,Manufacturing,APAC,inbound_marketing,2025-09-16,18.2,False
ACC-004941,CO-0122736,SMB,11-50,Technology/SaaS,APAC,self_serve,2024-02-27,34.0,False
ACC-004942,CO-0064076,SMB,11-50,Education,EMEA,inbound_marketing,2024-01-11,24.2,False
ACC-004943,CO-0009366,SMB,1-10,Healthcare,EMEA,self_serve,2021-12-02,22.9,False
ACC-004944,CO-0021680,SMB,11-50,Media/Entertainment,North America,self_serve,2020-01-27,14.4,False
ACC-004945,CO-0105083,SMB,11-50,Professional Services,EMEA,self_serve,2023-12-02,26.9,False
ACC-004946,CO-0064582,SMB,1-10,Media/Entertainment,North America,self_serve,2021-12-26,20.3,False
ACC-004947,CO-0009579,SMB,1-10,Public Sector,North America,self_serve,2025-05-16,24.5,False
ACC-004948,CO-0100015,SMB,1-10,Retail/E-commerce,North America,self_serve,2022-09-19,23.9,False
ACC-004949,CO-0046721,SMB,1-10,Financial Services,APAC,inbound_marketing,2025-12-10,26.2,False
ACC-004950,CO-0000228,SMB,1-10,Financial Services,North America,self_serve,2025-10-14,31.1,False
ACC-004951,CO-0105675,SMB,11-50,Logistics/Supply Chain,North America,self_serve,2024-01-19,38.1,False
ACC-004952,CO-0023754,SMB,11-50,Logistics/Supply Chain,North America,inbound_marketing,2024-05-10,35.1,False
ACC-004953,CO-0027172,SMB,1-10,Financial Services,North America,self_serve,2023-06-26,29.2,False
ACC-004954,CO-0120426,SMB,11-50,Manufacturing,APAC,self_serve,2024-07-07,27.5,False
