lead_id,account_id,company_id,channel,created_date,lead_score,converted_date,is_converted
LD-025651,,CO-0074059,organic,2024-07-22,29.9,,False
LD-025652,,CO-0111183,organic,2024-07-22,56.2,,False
LD-025653,,CO-0014811,organic,2024-07-22,40.1,,False
LD-025654,,CO-0043932,organic,2024-07-22,50.7,,False
LD-025655,,CO-0082431,organic,2024-07-22,44.7,,False
LD-025656,,CO-0121319,organic,2024-07-22,41.6,,False
LD-025657,,CO-0019290,organic,2024-07-22,37.7,,False
LD-025658,,CO-0034509,organic,2024-07-22,52.2,,False
LD-025659,,CO-0097863,organic,2024-07-22,40.2,,False
LD-025660,,CO-0110303,organic,2024-07-22,38.9,,False
LD-025661,,CO-0100664,organic,2024-07-22,38.2,,False
LD-025662,,CO-0064022,paid,2024-07-22,22.4,,False
LD-025663,,CO-0111533,paid,2024-07-22,33.1,,False
LD-025664,,CO-0102971,paid,2024-07-22,24.4,,False
LD-025665,,CO-0027261,paid,2024-07-22,34.1,,False
LD-025666,,CO-0022795,paid,2024-07-22,26.8,,False
LD-025667,,CO-0066010,paid,2024-07-22,46.7,,False
LD-025668,,CO-0064838,paid,2024-07-22,29.4,,False
LD-025669,,CO-0067504,paid,2024-07-22,21.5,,False
LD-025670,,CO-0063291,paid,2024-07-22,32.7,,False
LD-025671,,CO-0065603,paid,2024-07-22,36.3,,False
LD-025672,,CO-0073004,paid,2024-07-22,36.5,,False
LD-025673,,CO-0039983,paid,2024-07-22,29.4,,False
LD-025674,,CO-0006120,paid,2024-07-22,21.7,,False
LD-025675,,CO-0121330,paid,2024-07-22,31.0,,False
LD-025676,,CO-0054698,paid,2024-07-22,30.1,,False
LD-025677,,CO-0016417,paid,2024-07-22,38.1,,False
LD-025678,,CO-0038064,paid,2024-07-22,40.7,,False
LD-025679,,CO-0041571,paid,2024-07-22,30.3,,False
LD-025680,,CO-0064136,paid,2024-07-22,38.5,,False
LD-025681,,CO-0033196,paid,2024-07-22,25.4,,False
LD-025682,,CO-0008521,paid,2024-07-22,39.6,,False
LD-025683,,CO-0114854,paid,2024-07-22,39.1,,False
LD-025684,,CO-0062429,paid,2024-07-22,29.3,,False
LD-025685,,CO-0074505,paid,2024-07-22,39.7,,False
LD-025686,,CO-0026066,paid,2024-07-22,37.8,,False
LD-025687,,CO-0038394,paid,2024-07-22,34.8,,False
LD-025688,,CO-0081289,paid,2024-07-22,43.7,,False
LD-025689,,CO-0103388,paid,2024-07-22,42.4,,False
LD-025690,,CO-0018781,paid,2024-07-22,30.0,,False
LD-025691,,CO-0114788,paid,2024-07-22,21.7,,False
LD-025692,,CO-0036758,community,2024-07-22,33.7,,False
LD-025693,ACC-002781,CO-0062378,community,2024-07-23,67.7,2024-09-24,True
LD-025694,ACC-005562,CO-0014582,paid,2024-07-23,38.1,2024-08-19,True
LD-025695,ACC-006478,CO-0115114,community,2024-07-23,54.6,2024-10-01,True
LD-025696,ACC-006925,CO-0058812,paid,2024-07-23,39.0,2024-08-08,True
LD-025697,,CO-0094586,organic,2024-07-23,55.5,,False
LD-025698,,CO-0118635,organic,2024-07-23,59.3,,False
LD-025699,,CO-0117930,organic,2024-07-23,35.8,,False
LD-025700,,CO-0122655,organic,2024-07-23,34.1,,False
LD-025701,,CO-0090560,organic,2024-07-23,39.1,,False
LD-025702,,CO-0083891,organic,2024-07-23,50.4,,False
LD-025703,,CO-0092985,organic,2024-07-23,42.2,,False
LD-025704,,CO-0026545,organic,2024-07-23,63.2,,False
LD-025705,,CO-0072561,organic,2024-07-23,49.1,,False
LD-025706,,CO-0036088,organic,2024-07-23,46.4,,False
LD-025707,,CO-0037815,organic,2024-07-23,18.6,,False
LD-025708,,CO-0063294,organic,2024-07-23,64.9,,False
LD-025709,,CO-0102765,organic,2024-07-23,49.9,,False
LD-025710,,CO-0011143,paid,2024-07-23,38.0,,False
LD-025711,,CO-0079813,paid,2024-07-23,37.7,,False
LD-025712,,CO-0080667,paid,2024-07-23,28.0,,False
LD-025713,,CO-0054694,paid,2024-07-23,39.3,,False
LD-025714,,CO-0080529,paid,2024-07-23,24.4,,False
LD-025715,,CO-0000605,paid,2024-07-23,30.2,,False
LD-025716,,CO-0000362,paid,2024-07-23,28.1,,False
LD-025717,,CO-0086928,paid,2024-07-23,28.6,,False
LD-025718,,CO-0053656,paid,2024-07-23,28.2,,False
LD-025719,,CO-0112467,paid,2024-07-23,23.3,,False
LD-025720,,CO-0038711,paid,2024-07-23,19.1,,False
LD-025721,,CO-0081017,paid,2024-07-23,22.6,,False
LD-025722,,CO-0021785,paid,2024-07-23,38.8,,False
LD-025723,,CO-0017242,paid,2024-07-23,34.3,,False
LD-025724,,CO-0052124,paid,2024-07-23,23.7,,False
LD-025725,,CO-0043467,paid,2024-07-23,21.7,,False
LD-025726,,CO-0045720,paid,2024-07-23,67.2,,False
LD-025727,,CO-0101377,paid,2024-07-23,37.5,,False
LD-025728,,CO-0067382,paid,2024-07-23,37.0,,False
LD-025729,,CO-0000759,paid,2024-07-23,22.4,,False
LD-025730,,CO-0007443,paid,2024-07-23,34.4,,False
LD-025731,,CO-0083646,paid,2024-07-23,40.9,,False
LD-025732,,CO-0102218,paid,2024-07-23,30.6,,False
LD-025733,,CO-0046994,paid,2024-07-23,14.7,,False
LD-025734,,CO-0079475,paid,2024-07-23,29.8,,False
LD-025735,,CO-0015140,paid,2024-07-23,28.1,,False
LD-025736,,CO-0011383,paid,2024-07-23,44.3,,False
LD-025737,,CO-0071122,paid,2024-07-23,29.7,,False
LD-025738,,CO-0106180,paid,2024-07-23,52.0,,False
LD-025739,,CO-0064671,paid,2024-07-23,23.5,,False
LD-025740,,CO-0075868,community,2024-07-23,31.6,,False
LD-025741,,CO-0067604,community,2024-07-23,26.0,,False
LD-025742,,CO-0062473,community,2024-07-23,26.4,,False
LD-025743,,CO-0056542,organic,2024-07-24,64.7,,False
LD-025744,,CO-0067192,organic,2024-07-24,47.3,,False
LD-025745,,CO-0063215,organic,2024-07-24,40.4,,False
LD-025746,,CO-0042243,organic,2024-07-24,51.7,,False
LD-025747,,CO-0053586,organic,2024-07-24,51.7,,False
LD-025748,,CO-0006656,organic,2024-07-24,53.5,,False
LD-025749,,CO-0108199,organic,2024-07-24,47.8,,False
LD-025750,,CO-0054491,organic,2024-07-24,42.8,,False
LD-025751,,CO-0040248,paid,2024-07-24,40.3,,False
LD-025752,,CO-0078564,paid,2024-07-24,41.0,,False
LD-025753,,CO-0107638,paid,2024-07-24,32.4,,False
LD-025754,,CO-0062077,paid,2024-07-24,32.3,,False
LD-025755,,CO-0054761,paid,2024-07-24,44.0,,False
LD-025756,,CO-0096269,paid,2024-07-24,43.5,,False
LD-025757,,CO-0101420,paid,2024-07-24,35.9,,False
LD-025758,,CO-0089950,paid,2024-07-24,28.1,,False
LD-025759,,CO-0087300,paid,2024-07-24,20.5,,False
LD-025760,,CO-0030891,paid,2024-07-24,22.6,,False
LD-025761,,CO-0028130,paid,2024-07-24,28.2,,False
LD-025762,,CO-0029329,paid,2024-07-24,35.1,,False
LD-025763,,CO-0014659,paid,2024-07-24,27.3,,False
LD-025764,,CO-0116193,paid,2024-07-24,32.1,,False
LD-025765,,CO-0108031,paid,2024-07-24,37.1,,False
LD-025766,,CO-0066686,paid,2024-07-24,43.1,,False
LD-025767,,CO-0006037,paid,2024-07-24,30.8,,False
LD-025768,,CO-0055804,paid,2024-07-24,35.8,,False
LD-025769,,CO-0105150,paid,2024-07-24,40.4,,False
LD-025770,,CO-0033613,paid,2024-07-24,34.6,,False
LD-025771,,CO-0049556,paid,2024-07-24,36.8,,False
LD-025772,,CO-0043580,paid,2024-07-24,27.0,,False
LD-025773,,CO-0105085,paid,2024-07-24,34.0,,False
LD-025774,,CO-0048261,paid,2024-07-24,49.1,,False
LD-025775,,CO-0041433,community,2024-07-24,35.6,,False
LD-025776,ACC-004885,CO-0113194,community,2024-07-25,65.9,2024-08-20,True
LD-025777,ACC-006885,CO-0043463,paid,2024-07-25,32.5,2024-08-11,True
LD-025778,,CO-0005486,organic,2024-07-25,38.4,,False
LD-025779,,CO-0032306,organic,2024-07-25,32.8,,False
LD-025780,,CO-0027840,organic,2024-07-25,47.4,,False
LD-025781,,CO-0107889,organic,2024-07-25,64.9,,False
LD-025782,,CO-0027618,organic,2024-07-25,55.0,,False
LD-025783,,CO-0082328,organic,2024-07-25,41.1,,False
LD-025784,,CO-0029076,organic,2024-07-25,49.3,,False
LD-025785,,CO-0107979,organic,2024-07-25,42.0,,False
LD-025786,,CO-0099364,organic,2024-07-25,52.4,,False
LD-025787,,CO-0073194,organic,2024-07-25,44.5,,False
LD-025788,,CO-0061254,organic,2024-07-25,42.1,,False
LD-025789,,CO-0040906,paid,2024-07-25,37.4,,False
LD-025790,,CO-0118490,paid,2024-07-25,34.7,,False
LD-025791,,CO-0008397,paid,2024-07-25,20.1,,False
LD-025792,,CO-0102419,paid,2024-07-25,27.9,,False
LD-025793,,CO-0109583,paid,2024-07-25,36.8,,False
LD-025794,,CO-0054018,paid,2024-07-25,30.4,,False
LD-025795,,CO-0102327,paid,2024-07-25,32.1,,False
LD-025796,,CO-0015949,paid,2024-07-25,48.3,,False
LD-025797,,CO-0116909,paid,2024-07-25,28.9,,False
LD-025798,,CO-0100580,paid,2024-07-25,27.8,,False
LD-025799,,CO-0029922,paid,2024-07-25,36.4,,False
LD-025800,,CO-0095049,paid,2024-07-25,34.3,,False
LD-025801,,CO-0079394,paid,2024-07-25,47.6,,False
LD-025802,,CO-0103858,paid,2024-07-25,34.2,,False
LD-025803,,CO-0003174,paid,2024-07-25,50.3,,False
LD-025804,,CO-0047706,paid,2024-07-25,36.5,,False
LD-025805,,CO-0046054,paid,2024-07-25,31.0,,False
LD-025806,,CO-0056751,paid,2024-07-25,20.2,,False
LD-025807,,CO-0081422,community,2024-07-25,62.1,,False
LD-025808,,CO-0115517,community,2024-07-25,34.1,,False
LD-025809,ACC-000503,CO-0119959,organic,2024-07-26,45.1,2024-08-17,True
LD-025810,ACC-002588,CO-0053376,organic,2024-07-26,50.6,2024-08-19,True
LD-025811,,CO-0074877,organic,2024-07-26,49.7,,False
LD-025812,,CO-0110137,organic,2024-07-26,28.3,,False
LD-025813,,CO-0019993,organic,2024-07-26,24.2,,False
LD-025814,,CO-0102855,organic,2024-07-26,29.1,,False
LD-025815,,CO-0066121,organic,2024-07-26,48.5,,False
LD-025816,,CO-0057960,organic,2024-07-26,35.7,,False
LD-025817,,CO-0106350,organic,2024-07-26,53.8,,False
LD-025818,,CO-0100315,organic,2024-07-26,32.3,,False
LD-025819,,CO-0089895,organic,2024-07-26,54.5,,False
LD-025820,,CO-0105011,organic,2024-07-26,25.8,,False
LD-025821,,CO-0053144,paid,2024-07-26,38.4,,False
LD-025822,,CO-0056786,paid,2024-07-26,44.4,,False
LD-025823,,CO-0053409,paid,2024-07-26,38.9,,False
LD-025824,,CO-0008707,paid,2024-07-26,31.5,,False
LD-025825,,CO-0106839,paid,2024-07-26,30.7,,False
LD-025826,,CO-0025307,paid,2024-07-26,39.9,,False
LD-025827,,CO-0024768,paid,2024-07-26,35.0,,False
LD-025828,,CO-0016372,paid,2024-07-26,38.1,,False
LD-025829,,CO-0010655,paid,2024-07-26,28.9,,False
LD-025830,,CO-0008211,paid,2024-07-26,24.3,,False
LD-025831,,CO-0011912,paid,2024-07-26,53.8,,False
LD-025832,,CO-0068354,paid,2024-07-26,32.3,,False
LD-025833,,CO-0078346,paid,2024-07-26,26.7,,False
LD-025834,,CO-0051851,paid,2024-07-26,27.2,,False
LD-025835,,CO-0018335,paid,2024-07-26,22.5,,False
LD-025836,,CO-0059734,paid,2024-07-26,29.3,,False
LD-025837,,CO-0072442,paid,2024-07-26,44.9,,False
LD-025838,,CO-0083566,paid,2024-07-26,23.8,,False
LD-025839,,CO-0091816,paid,2024-07-26,39.3,,False
LD-025840,,CO-0117603,paid,2024-07-26,27.4,,False
LD-025841,,CO-0013330,paid,2024-07-26,35.2,,False
LD-025842,,CO-0068483,paid,2024-07-26,33.4,,False
LD-025843,,CO-0014831,paid,2024-07-26,32.8,,False
LD-025844,,CO-0090082,paid,2024-07-26,32.0,,False
LD-025845,,CO-0119308,community,2024-07-26,31.8,,False
LD-025846,,CO-0028957,community,2024-07-26,35.2,,False
LD-025847,,CO-0035189,community,2024-07-26,39.2,,False
LD-025848,,CO-0096886,community,2024-07-26,48.9,,False
LD-025849,,CO-0114360,community,2024-07-26,43.8,,False
LD-025850,ACC-004320,CO-0097450,organic,2024-07-27,47.9,2024-08-08,True
LD-025851,ACC-004937,CO-0028247,organic,2024-07-27,51.5,2024-08-04,True
LD-025852,ACC-005074,CO-0056560,paid,2024-07-27,56.7,2024-08-12,True
LD-025853,,CO-0027459,organic,2024-07-27,71.7,,False
LD-025854,,CO-0044692,organic,2024-07-27,53.2,,False
LD-025855,,CO-0013227,organic,2024-07-27,40.5,,False
LD-025856,,CO-0118071,organic,2024-07-27,67.7,,False
LD-025857,,CO-0029533,organic,2024-07-27,42.4,,False
LD-025858,,CO-0076191,organic,2024-07-27,27.3,,False
LD-025859,,CO-0105063,organic,2024-07-27,42.5,,False
LD-025860,,CO-0006797,organic,2024-07-27,22.7,,False
LD-025861,,CO-0065126,organic,2024-07-27,51.9,,False
LD-025862,,CO-0119134,organic,2024-07-27,29.8,,False
LD-025863,,CO-0049726,organic,2024-07-27,42.2,,False
LD-025864,,CO-0109697,organic,2024-07-27,35.6,,False
LD-025865,,CO-0007097,organic,2024-07-27,42.2,,False
LD-025866,,CO-0043993,organic,2024-07-27,51.0,,False
LD-025867,,CO-0104004,paid,2024-07-27,34.1,,False
LD-025868,,CO-0053709,paid,2024-07-27,20.1,,False
LD-025869,,CO-0004816,paid,2024-07-27,36.5,,False
LD-025870,,CO-0054982,paid,2024-07-27,46.8,,False
LD-025871,,CO-0097183,paid,2024-07-27,36.9,,False
LD-025872,,CO-0019599,paid,2024-07-27,29.7,,False
LD-025873,,CO-0043210,paid,2024-07-27,14.7,,False
LD-025874,,CO-0060650,paid,2024-07-27,26.5,,False
LD-025875,,CO-0019406,paid,2024-07-27,23.5,,False
LD-025876,,CO-0104616,paid,2024-07-27,28.8,,False
LD-025877,,CO-0036843,paid,2024-07-27,27.9,,False
LD-025878,,CO-0117939,paid,2024-07-27,40.3,,False
LD-025879,,CO-0070705,paid,2024-07-27,38.0,,False
LD-025880,,CO-0120108,paid,2024-07-27,37.4,,False
LD-025881,,CO-0058368,paid,2024-07-27,40.4,,False
LD-025882,,CO-0041557,paid,2024-07-27,25.3,,False
LD-025883,,CO-0106075,paid,2024-07-27,24.2,,False
LD-025884,,CO-0022863,paid,2024-07-27,38.0,,False
LD-025885,,CO-0031056,paid,2024-07-27,28.4,,False
LD-025886,,CO-0115731,paid,2024-07-27,31.0,,False
LD-025887,,CO-0018052,paid,2024-07-27,29.7,,False
LD-025888,,CO-0121568,paid,2024-07-27,29.5,,False
LD-025889,,CO-0071605,paid,2024-07-27,35.2,,False
LD-025890,,CO-0060397,community,2024-07-27,39.9,,False
LD-025891,,CO-0108881,community,2024-07-27,44.1,,False
LD-025892,ACC-003147,CO-0098226,organic,2024-07-28,48.7,2024-08-03,True
LD-025893,ACC-006920,CO-0022641,community,2024-07-28,52.9,2024-09-13,True
LD-025894,,CO-0059616,organic,2024-07-28,43.6,,False
LD-025895,,CO-0089540,organic,2024-07-28,40.1,,False
LD-025896,,CO-0038858,organic,2024-07-28,32.9,,False
LD-025897,,CO-0053429,organic,2024-07-28,44.2,,False
LD-025898,,CO-0022074,organic,2024-07-28,57.0,,False
LD-025899,,CO-0062269,organic,2024-07-28,61.5,,False
LD-025900,,CO-0113676,organic,2024-07-28,44.3,,False
LD-025901,,CO-0071891,organic,2024-07-28,44.7,,False
LD-025902,,CO-0024398,organic,2024-07-28,40.2,,False
LD-025903,,CO-0058341,organic,2024-07-28,36.4,,False
LD-025904,,CO-0083318,organic,2024-07-28,61.7,,False
LD-025905,,CO-0032353,organic,2024-07-28,30.3,,False
LD-025906,,CO-0102455,paid,2024-07-28,29.6,,False
LD-025907,,CO-0104939,paid,2024-07-28,40.7,,False
LD-025908,,CO-0035879,paid,2024-07-28,32.0,,False
LD-025909,,CO-0072528,paid,2024-07-28,28.9,,False
LD-025910,,CO-0032834,paid,2024-07-28,21.4,,False
LD-025911,,CO-0103270,paid,2024-07-28,21.8,,False
LD-025912,,CO-0118420,paid,2024-07-28,41.2,,False
LD-025913,,CO-0095954,paid,2024-07-28,37.1,,False
LD-025914,,CO-0078222,paid,2024-07-28,29.7,,False
LD-025915,,CO-0073903,paid,2024-07-28,20.3,,False
LD-025916,,CO-0044233,paid,2024-07-28,19.8,,False
LD-025917,,CO-0022252,paid,2024-07-28,20.9,,False
LD-025918,,CO-0070605,paid,2024-07-28,34.5,,False
LD-025919,,CO-0091429,paid,2024-07-28,36.9,,False
LD-025920,,CO-0032602,paid,2024-07-28,47.8,,False
LD-025921,,CO-0117221,paid,2024-07-28,32.8,,False
LD-025922,,CO-0109723,paid,2024-07-28,47.4,,False
LD-025923,,CO-0089834,paid,2024-07-28,34.8,,False
LD-025924,,CO-0042096,paid,2024-07-28,14.0,,False
LD-025925,,CO-0061667,paid,2024-07-28,36.1,,False
LD-025926,,CO-0014625,paid,2024-07-28,28.0,,False
LD-025927,,CO-0077827,paid,2024-07-28,25.6,,False
LD-025928,,CO-0116716,organic,2024-07-29,30.4,,False
LD-025929,,CO-0060799,organic,2024-07-29,55.6,,False
LD-025930,,CO-0027377,organic,2024-07-29,37.3,,False
LD-025931,,CO-0029005,organic,2024-07-29,38.3,,False
LD-025932,,CO-0011623,organic,2024-07-29,41.5,,False
LD-025933,,CO-0006352,organic,2024-07-29,36.9,,False
LD-025934,,CO-0114475,organic,2024-07-29,40.2,,False
LD-025935,,CO-0109670,organic,2024-07-29,52.3,,False
LD-025936,,CO-0050228,organic,2024-07-29,58.7,,False
LD-025937,,CO-0063898,organic,2024-07-29,45.4,,False
LD-025938,,CO-0119166,organic,2024-07-29,44.6,,False
LD-025939,,CO-0072612,organic,2024-07-29,40.2,,False
LD-025940,,CO-0076484,organic,2024-07-29,55.8,,False
LD-025941,,CO-0048372,organic,2024-07-29,61.6,,False
LD-025942,,CO-0022175,organic,2024-07-29,49.2,,False
LD-025943,,CO-0014614,paid,2024-07-29,33.7,,False
LD-025944,,CO-0114702,paid,2024-07-29,42.6,,False
LD-025945,,CO-0093511,paid,2024-07-29,32.8,,False
LD-025946,,CO-0029463,paid,2024-07-29,45.6,,False
LD-025947,,CO-0073185,paid,2024-07-29,32.4,,False
LD-025948,,CO-0083771,paid,2024-07-29,31.2,,False
LD-025949,,CO-0084589,paid,2024-07-29,34.9,,False
LD-025950,,CO-0031082,paid,2024-07-29,50.6,,False
LD-025951,,CO-0063653,paid,2024-07-29,51.1,,False
LD-025952,,CO-0059631,paid,2024-07-29,26.2,,False
LD-025953,,CO-0018632,paid,2024-07-29,30.7,,False
LD-025954,,CO-0076664,paid,2024-07-29,31.7,,False
LD-025955,,CO-0083399,paid,2024-07-29,54.7,,False
LD-025956,,CO-0040769,paid,2024-07-29,47.7,,False
LD-025957,,CO-0054475,paid,2024-07-29,38.6,,False
LD-025958,,CO-0011985,paid,2024-07-29,35.0,,False
LD-025959,,CO-0048197,paid,2024-07-29,26.6,,False
LD-025960,,CO-0010407,paid,2024-07-29,30.5,,False
LD-025961,,CO-0067811,paid,2024-07-29,28.0,,False
LD-025962,,CO-0017779,paid,2024-07-29,29.8,,False
LD-025963,,CO-0056477,paid,2024-07-29,17.7,,False
LD-025964,,CO-0046327,paid,2024-07-29,46.2,,False
LD-025965,,CO-0068251,paid,2024-07-29,39.4,,False
LD-025966,,CO-0084963,paid,2024-07-29,22.5,,False
LD-025967,,CO-0064685,community,2024-07-29,67.6,,False
LD-025968,,CO-0069291,community,2024-07-29,38.0,,False
LD-025969,,CO-0026733,organic,2024-07-30,52.2,,False
LD-025970,,CO-0067404,organic,2024-07-30,40.3,,False
LD-025971,,CO-0092252,organic,2024-07-30,44.1,,False
LD-025972,,CO-0110885,organic,2024-07-30,29.1,,False
LD-025973,,CO-0110971,organic,2024-07-30,38.1,,False
LD-025974,,CO-0086967,organic,2024-07-30,30.3,,False
LD-025975,,CO-0083148,organic,2024-07-30,52.2,,False
LD-025976,,CO-0028475,organic,2024-07-30,26.7,,False
LD-025977,,CO-0112197,organic,2024-07-30,46.3,,False
LD-025978,,CO-0001195,organic,2024-07-30,53.1,,False
LD-025979,,CO-0042072,organic,2024-07-30,33.3,,False
LD-025980,,CO-0000222,organic,2024-07-30,35.2,,False
LD-025981,,CO-0043337,paid,2024-07-30,41.7,,False
LD-025982,,CO-0026836,paid,2024-07-30,24.0,,False
LD-025983,,CO-0028313,paid,2024-07-30,31.7,,False
LD-025984,,CO-0006239,paid,2024-07-30,40.0,,False
LD-025985,,CO-0063578,paid,2024-07-30,25.9,,False
LD-025986,,CO-0106794,paid,2024-07-30,15.0,,False
LD-025987,,CO-0090627,paid,2024-07-30,36.3,,False
LD-025988,,CO-0005426,paid,2024-07-30,21.4,,False
LD-025989,,CO-0053403,paid,2024-07-30,40.0,,False
LD-025990,,CO-0122091,paid,2024-07-30,55.4,,False
LD-025991,,CO-0069134,paid,2024-07-30,19.9,,False
LD-025992,,CO-0082136,paid,2024-07-30,40.0,,False
LD-025993,,CO-0014927,paid,2024-07-30,31.0,,False
LD-025994,,CO-0030564,paid,2024-07-30,25.9,,False
LD-025995,,CO-0007279,paid,2024-07-30,19.1,,False
LD-025996,,CO-0011006,paid,2024-07-30,32.0,,False
LD-025997,,CO-0107422,paid,2024-07-30,55.2,,False
LD-025998,,CO-0089267,community,2024-07-30,38.7,,False
LD-025999,,CO-0105682,community,2024-07-30,38.9,,False
LD-026000,,CO-0066023,community,2024-07-30,51.6,,False
LD-026001,,CO-0037869,community,2024-07-30,24.9,,False
LD-026002,,CO-0119459,community,2024-07-30,48.0,,False
LD-026003,ACC-006883,CO-0107222,organic,2024-07-31,61.9,2024-08-22,True
LD-026004,,CO-0111101,organic,2024-07-31,30.3,,False
LD-026005,,CO-0056637,organic,2024-07-31,42.6,,False
LD-026006,,CO-0049903,organic,2024-07-31,38.4,,False
LD-026007,,CO-0118488,organic,2024-07-31,55.0,,False
LD-026008,,CO-0120809,organic,2024-07-31,52.8,,False
LD-026009,,CO-0031533,organic,2024-07-31,81.1,,False
LD-026010,,CO-0017274,organic,2024-07-31,26.2,,False
LD-026011,,CO-0052363,organic,2024-07-31,44.4,,False
LD-026012,,CO-0071208,organic,2024-07-31,50.1,,False
LD-026013,,CO-0029521,organic,2024-07-31,30.4,,False
LD-026014,,CO-0117884,organic,2024-07-31,48.4,,False
LD-026015,,CO-0112366,organic,2024-07-31,32.7,,False
LD-026016,,CO-0065969,organic,2024-07-31,29.4,,False
LD-026017,,CO-0005735,paid,2024-07-31,47.5,,False
LD-026018,,CO-0079347,paid,2024-07-31,59.9,,False
LD-026019,,CO-0087966,paid,2024-07-31,22.8,,False
LD-026020,,CO-0009570,paid,2024-07-31,24.8,,False
LD-026021,,CO-0113132,paid,2024-07-31,34.8,,False
LD-026022,,CO-0088591,paid,2024-07-31,33.6,,False
LD-026023,,CO-0118620,paid,2024-07-31,25.5,,False
LD-026024,,CO-0039632,paid,2024-07-31,38.2,,False
LD-026025,,CO-0079748,paid,2024-07-31,55.4,,False
LD-026026,,CO-0027442,paid,2024-07-31,19.6,,False
LD-026027,,CO-0014156,paid,2024-07-31,35.6,,False
LD-026028,,CO-0068003,paid,2024-07-31,44.8,,False
LD-026029,,CO-0054398,paid,2024-07-31,37.3,,False
LD-026030,,CO-0040167,paid,2024-07-31,47.1,,False
LD-026031,,CO-0053746,paid,2024-07-31,20.6,,False
LD-026032,,CO-0032233,paid,2024-07-31,32.2,,False
LD-026033,,CO-0088083,paid,2024-07-31,42.3,,False
LD-026034,,CO-0105390,paid,2024-07-31,38.6,,False
LD-026035,,CO-0026447,paid,2024-07-31,44.3,,False
LD-026036,,CO-0103833,paid,2024-07-31,19.7,,False
LD-026037,,CO-0097046,paid,2024-07-31,36.5,,False
LD-026038,,CO-0036015,paid,2024-07-31,50.4,,False
LD-026039,,CO-0019848,community,2024-07-31,34.2,,False
LD-026040,,CO-0075159,community,2024-07-31,44.9,,False
LD-026041,,CO-0008660,community,2024-07-31,51.3,,False
LD-026042,ACC-000345,CO-0066366,paid,2024-08-01,49.0,2024-10-07,True
LD-026043,ACC-003043,CO-0112418,community,2024-08-01,49.3,2024-10-28,True
LD-026044,ACC-005069,CO-0004994,organic,2024-08-01,54.9,2024-08-25,True
LD-026045,ACC-006110,CO-0096996,organic,2024-08-01,64.1,2024-08-19,True
LD-026046,ACC-006608,CO-0098612,organic,2024-08-01,64.5,2024-08-26,True
LD-026047,,CO-0084804,organic,2024-08-01,56.4,,False
LD-026048,,CO-0045301,organic,2024-08-01,29.2,,False
LD-026049,,CO-0084805,organic,2024-08-01,48.6,,False
LD-026050,,CO-0106037,organic,2024-08-01,50.8,,False
LD-026051,,CO-0096578,organic,2024-08-01,55.4,,False
LD-026052,,CO-0016037,organic,2024-08-01,47.2,,False
LD-026053,,CO-0010037,organic,2024-08-01,48.3,,False
LD-026054,,CO-0021176,organic,2024-08-01,38.4,,False
LD-026055,,CO-0090275,organic,2024-08-01,53.3,,False
LD-026056,,CO-0023420,organic,2024-08-01,46.7,,False
LD-026057,,CO-0092752,organic,2024-08-01,36.5,,False
LD-026058,,CO-0092463,organic,2024-08-01,49.6,,False
LD-026059,,CO-0033671,paid,2024-08-01,32.1,,False
LD-026060,,CO-0011429,paid,2024-08-01,35.9,,False
LD-026061,,CO-0061884,paid,2024-08-01,25.4,,False
LD-026062,,CO-0065994,paid,2024-08-01,45.1,,False
LD-026063,,CO-0000562,paid,2024-08-01,27.3,,False
LD-026064,,CO-0083905,paid,2024-08-01,44.8,,False
LD-026065,,CO-0008857,paid,2024-08-01,46.3,,False
LD-026066,,CO-0024925,paid,2024-08-01,48.8,,False
LD-026067,,CO-0121041,paid,2024-08-01,30.1,,False
LD-026068,,CO-0084413,paid,2024-08-01,48.9,,False
LD-026069,,CO-0026972,paid,2024-08-01,29.4,,False
LD-026070,,CO-0070387,paid,2024-08-01,24.4,,False
LD-026071,,CO-0065932,paid,2024-08-01,36.0,,False
LD-026072,,CO-0089201,paid,2024-08-01,33.5,,False
LD-026073,,CO-0103808,paid,2024-08-01,12.1,,False
LD-026074,,CO-0122406,paid,2024-08-01,31.6,,False
LD-026075,,CO-0026807,paid,2024-08-01,33.0,,False
LD-026076,,CO-0030115,paid,2024-08-01,40.9,,False
LD-026077,,CO-0085787,paid,2024-08-01,38.4,,False
LD-026078,,CO-0071691,paid,2024-08-01,36.0,,False
LD-026079,,CO-0016558,paid,2024-08-01,40.3,,False
LD-026080,,CO-0089617,paid,2024-08-01,25.4,,False
LD-026081,,CO-0122363,paid,2024-08-01,29.2,,False
LD-026082,,CO-0112509,paid,2024-08-01,23.0,,False
LD-026083,,CO-0083808,paid,2024-08-01,21.7,,False
LD-026084,,CO-0061220,paid,2024-08-01,37.1,,False
LD-026085,,CO-0093962,paid,2024-08-01,28.9,,False
LD-026086,,CO-0114906,paid,2024-08-01,24.9,,False
LD-026087,,CO-0070197,paid,2024-08-01,41.1,,False
LD-026088,,CO-0102056,paid,2024-08-01,35.8,,False
LD-026089,,CO-0078501,paid,2024-08-01,47.6,,False
LD-026090,,CO-0110084,paid,2024-08-01,39.2,,False
LD-026091,,CO-0111712,paid,2024-08-01,25.8,,False
LD-026092,,CO-0101545,paid,2024-08-01,40.1,,False
LD-026093,,CO-0106683,community,2024-08-01,50.5,,False
LD-026094,,CO-0022015,community,2024-08-01,34.6,,False
