opportunity_id,account_id,company_id,segment,opportunity_type,owner_role,rep_id,is_won,loss_reason,forecast_category,amount,list_price,discount_rate,poc_outcome,created_date,close_date
OPP-0004583,ACC-003658,CO-0061514,SMB,new_business,system,,True,,Commit,1378.75,1405.21,0.0188,,2024-06-27,2024-06-27
OPP-0004584,ACC-004274,CO-0105132,SMB,new_business,system,,True,,Commit,4364.6,4372.56,0.0018,,2024-06-27,2024-06-27
OPP-0004585,ACC-004484,CO-0095305,SMB,new_business,system,,True,,Commit,1528.24,1533.39,0.0034,,2024-06-27,2024-06-27
OPP-0004586,ACC-004785,CO-0117975,SMB,new_business,system,,True,,Commit,2248.21,2268.13,0.0088,,2024-06-27,2024-06-27
OPP-0004587,ACC-006960,CO-0002343,SMB,new_business,system,,True,,Commit,1104.09,1124.16,0.0179,,2024-06-27,2024-06-27
OPP-0004588,,CO-0054361,Enterprise,new_business,AE,REP-00045,False,price,Omitted,97583.97,121166.06,0.1946,fail,2024-06-28,2024-11-18
OPP-0004589,ACC-000225,CO-0050694,Commercial,expansion,AM,REP-00018,True,,Commit,31416.93,37038.99,0.1518,,2024-06-28,2024-08-03
OPP-0004590,ACC-006692,CO-0090901,SMB,new_business,system,,True,,Commit,2549.04,2603.21,0.0208,,2024-06-28,2024-06-28
OPP-0004591,,CO-0058684,Commercial,new_business,ISR,REP-00002,False,competitive,Pipeline,18283.94,20903.27,0.1253,,2024-06-30,2024-08-11
OPP-0004592,ACC-000215,CO-0030617,Commercial,renewal,AM,REP-00044,True,,Commit,30110.79,34256.31,0.121,,2024-06-30,2024-07-31
OPP-0004593,ACC-000029,CO-0018863,Enterprise,new_business,AE,REP-00039,True,,Commit,177235.64,209059.57,0.1522,pass,2024-06-30,2024-10-18
OPP-0004594,ACC-000110,CO-0008902,Enterprise,new_business,AE,REP-00039,True,,Commit,215498.06,271582.72,0.2065,pass,2024-06-30,2024-09-15
OPP-0004595,ACC-000148,CO-0073900,Commercial,new_business,ISR,REP-00021,True,,Commit,15000.0,17065.85,0.1211,,2024-06-30,2024-07-15
OPP-0004596,,CO-0030270,Commercial,new_business,ISR,REP-00016,False,competitive,Omitted,26079.86,29252.64,0.1085,,2024-07-01,2024-08-12
OPP-0004597,ACC-000113,CO-0062600,Commercial,new_business,ISR,REP-00038,True,,Commit,15000.0,16036.53,0.0646,,2024-07-01,2024-07-18
OPP-0004598,ACC-003143,CO-0058916,SMB,new_business,system,,True,,Commit,2163.89,2207.03,0.0195,,2024-07-01,2024-07-01
OPP-0004599,ACC-004641,CO-0046126,SMB,new_business,system,,True,,Commit,1044.0,1044.83,0.0008,,2024-07-01,2024-07-01
OPP-0004600,ACC-006981,CO-0059824,SMB,new_business,system,,True,,Commit,1485.66,1485.72,0.0,,2024-07-01,2024-07-01
OPP-0004601,ACC-005558,CO-0049174,Commercial,expansion,AM,REP-00005,True,,Commit,15000.0,16054.12,0.0657,,2024-07-02,2024-08-01
OPP-0004602,ACC-007657,CO-0049517,Commercial,expansion,AM,REP-00044,True,,Commit,15000.0,16765.64,0.1053,,2024-07-02,2024-08-01
OPP-0004603,,CO-0107050,Commercial,new_business,ISR,REP-00047,False,no_decision,Pipeline,26307.23,30277.02,0.1311,,2024-07-02,2024-08-01
OPP-0004604,,CO-0091802,Commercial,new_business,ISR,REP-00013,False,other,Best Case,75000.0,82297.95,0.0887,,2024-07-02,2024-08-12
OPP-0004605,ACC-001460,CO-0099749,SMB,new_business,system,,True,,Commit,3372.44,3395.35,0.0067,,2024-07-02,2024-07-02
OPP-0004606,ACC-002999,CO-0094384,SMB,new_business,system,,True,,Commit,1055.87,1072.55,0.0155,,2024-07-02,2024-07-02
OPP-0004607,ACC-004695,CO-0065773,SMB,new_business,system,,True,,Commit,921.19,950.01,0.0303,,2024-07-02,2024-07-02
OPP-0004608,ACC-005370,CO-0057426,SMB,new_business,system,,True,,Commit,1000.17,1001.36,0.0012,,2024-07-02,2024-07-02
OPP-0004609,ACC-006498,CO-0112118,SMB,new_business,system,,True,,Commit,6762.38,7013.62,0.0358,,2024-07-02,2024-07-02
OPP-0004610,ACC-000640,CO-0117657,SMB,new_business,system,,True,,Commit,1842.14,1852.34,0.0055,,2024-07-03,2024-07-03
OPP-0004611,ACC-002303,CO-0013357,SMB,new_business,system,,True,,Commit,1448.71,1513.11,0.0426,,2024-07-03,2024-07-03
OPP-0004612,ACC-002542,CO-0023512,SMB,new_business,system,,True,,Commit,6163.67,6254.29,0.0145,,2024-07-03,2024-07-03
OPP-0004613,ACC-002624,CO-0041966,SMB,new_business,system,,True,,Commit,2177.37,2198.08,0.0094,,2024-07-03,2024-07-03
OPP-0004614,ACC-003300,CO-0034368,SMB,new_business,system,,True,,Commit,2181.52,2294.97,0.0494,,2024-07-03,2024-07-03
OPP-0004615,ACC-005364,CO-0042512,SMB,new_business,system,,True,,Commit,8037.07,8151.34,0.014,,2024-07-03,2024-07-03
OPP-0004616,ACC-006013,CO-0026697,SMB,new_business,system,,True,,Commit,1268.1,1300.24,0.0247,,2024-07-03,2024-07-03
OPP-0004617,ACC-006302,CO-0060410,SMB,new_business,system,,True,,Commit,5707.77,5941.05,0.0393,,2024-07-03,2024-07-03
OPP-0004618,ACC-006309,CO-0102266,SMB,new_business,system,,True,,Commit,1270.4,1277.12,0.0053,,2024-07-03,2024-07-03
OPP-0004619,ACC-006338,CO-0043778,SMB,new_business,system,,True,,Commit,1374.44,1426.36,0.0364,,2024-07-03,2024-07-03
OPP-0004620,ACC-007122,CO-0092355,SMB,new_business,system,,True,,Commit,1373.91,1408.28,0.0244,,2024-07-03,2024-07-03
OPP-0004621,ACC-007466,CO-0021160,SMB,new_business,system,,True,,Commit,1916.92,1922.5,0.0029,,2024-07-03,2024-07-03
OPP-0004622,ACC-004936,CO-0004927,Commercial,renewal,AM,REP-00044,True,,Commit,15000.0,16497.15,0.0908,,2024-07-04,2024-09-01
OPP-0004623,ACC-002490,CO-0016583,SMB,new_business,system,,True,,Commit,2414.84,2487.77,0.0293,,2024-07-04,2024-07-04
OPP-0004624,ACC-002731,CO-0092057,SMB,new_business,system,,True,,Commit,1457.12,1511.74,0.0361,,2024-07-04,2024-07-04
OPP-0004625,ACC-005411,CO-0084829,SMB,new_business,system,,True,,Commit,4004.78,4195.93,0.0456,,2024-07-04,2024-07-04
OPP-0004626,ACC-006124,CO-0119090,SMB,new_business,system,,True,,Commit,2848.48,2912.75,0.0221,,2024-07-04,2024-07-04
OPP-0004627,,CO-0096626,Commercial,new_business,ISR,REP-00014,False,competitive,Best Case,66550.78,71382.86,0.0677,,2024-07-05,2024-08-14
OPP-0004628,ACC-000374,CO-0073486,Commercial,renewal,AM,REP-00044,True,,Commit,15000.0,15892.0,0.0561,,2024-07-05,2024-08-25
OPP-0004629,ACC-002112,CO-0010771,Commercial,renewal,AM,REP-00018,True,,Commit,15000.0,15853.52,0.0538,,2024-07-05,2024-09-01
OPP-0004630,ACC-004853,CO-0097686,Commercial,renewal,AM,REP-00044,True,,Commit,15000.0,18302.27,0.1804,,2024-07-05,2024-09-01
OPP-0004631,ACC-000161,CO-0073913,Commercial,new_business,ISR,REP-00032,True,,Commit,15000.0,16424.12,0.0867,,2024-07-05,2024-08-16
OPP-0004632,ACC-001191,CO-0082350,SMB,new_business,system,,True,,Commit,1441.64,1481.64,0.027,,2024-07-05,2024-07-05
OPP-0004633,ACC-001511,CO-0068386,SMB,new_business,system,,True,,Commit,1618.84,1691.62,0.043,,2024-07-05,2024-07-05
OPP-0004634,ACC-001963,CO-0022063,SMB,new_business,system,,True,,Commit,1314.94,1353.18,0.0283,,2024-07-05,2024-07-05
OPP-0004635,ACC-004366,CO-0056025,SMB,new_business,system,,True,,Commit,1411.21,1464.76,0.0366,,2024-07-05,2024-07-05
OPP-0004636,ACC-004573,CO-0000566,SMB,new_business,system,,True,,Commit,3286.77,3323.19,0.011,,2024-07-05,2024-07-05
OPP-0004637,ACC-005325,CO-0047679,SMB,new_business,system,,True,,Commit,996.55,1014.29,0.0175,,2024-07-05,2024-07-05
OPP-0004638,ACC-006033,CO-0103605,SMB,new_business,system,,True,,Commit,2883.01,2941.03,0.0197,,2024-07-05,2024-07-05
OPP-0004639,ACC-001420,CO-0075650,SMB,new_business,system,,True,,Commit,6389.53,6527.77,0.0212,,2024-07-06,2024-07-06
OPP-0004640,ACC-001463,CO-0024513,SMB,new_business,system,,True,,Commit,3478.84,3560.07,0.0228,,2024-07-06,2024-07-06
OPP-0004641,ACC-002699,CO-0120436,SMB,new_business,system,,True,,Commit,2452.91,2529.93,0.0304,,2024-07-06,2024-07-06
OPP-0004642,ACC-002703,CO-0114146,SMB,new_business,system,,True,,Commit,1763.58,1786.65,0.0129,,2024-07-06,2024-07-06
OPP-0004643,ACC-003584,CO-0076096,SMB,new_business,system,,True,,Commit,3618.7,3729.85,0.0298,,2024-07-06,2024-07-06
OPP-0004644,ACC-005066,CO-0111737,SMB,new_business,system,,True,,Commit,1049.62,1071.15,0.0201,,2024-07-06,2024-07-06
OPP-0004645,ACC-006125,CO-0018339,SMB,new_business,system,,True,,Commit,1414.95,1430.26,0.0107,,2024-07-06,2024-07-06
OPP-0004646,ACC-007483,CO-0073787,SMB,new_business,system,,True,,Commit,1382.47,1411.8,0.0208,,2024-07-06,2024-07-06
OPP-0004647,,CO-0095954,Commercial,new_business,ISR,REP-00038,False,no_decision,Pipeline,64474.27,73830.24,0.1267,,2024-07-07,2024-08-21
OPP-0004648,,CO-0073927,Commercial,new_business,ISR,REP-00008,False,competitive,Best Case,49780.38,59582.77,0.1645,,2024-07-07,2024-07-27
OPP-0004649,ACC-000438,CO-0032627,Commercial,expansion,AM,REP-00044,True,,Commit,20181.41,21999.55,0.0826,,2024-07-07,2024-09-24
OPP-0004650,ACC-000129,CO-0045017,Commercial,new_business,ISR,REP-00026,True,,Commit,19323.75,22740.64,0.1503,,2024-07-07,2024-08-01
OPP-0004651,ACC-000789,CO-0108849,SMB,new_business,system,,True,,Commit,4809.01,4896.06,0.0178,,2024-07-07,2024-07-07
OPP-0004652,ACC-001154,CO-0070346,SMB,new_business,system,,True,,Commit,2088.05,2160.27,0.0334,,2024-07-07,2024-07-07
OPP-0004653,ACC-002289,CO-0070511,SMB,new_business,system,,True,,Commit,1554.86,1629.25,0.0457,,2024-07-07,2024-07-07
OPP-0004654,ACC-002615,CO-0009924,SMB,new_business,system,,True,,Commit,909.6,935.97,0.0282,,2024-07-07,2024-07-07
OPP-0004655,ACC-004210,CO-0064192,SMB,new_business,system,,True,,Commit,503.35,506.36,0.0059,,2024-07-07,2024-07-07
OPP-0004656,ACC-004463,CO-0115721,SMB,new_business,system,,True,,Commit,2159.96,2249.78,0.0399,,2024-07-07,2024-07-07
OPP-0004657,ACC-004563,CO-0093369,SMB,new_business,system,,True,,Commit,950.76,989.0,0.0387,,2024-07-07,2024-07-07
OPP-0004658,ACC-004954,CO-0120426,SMB,new_business,system,,True,,Commit,1144.11,1168.26,0.0207,,2024-07-07,2024-07-07
OPP-0004659,ACC-005544,CO-0110613,SMB,new_business,system,,True,,Commit,3509.5,3641.74,0.0363,,2024-07-07,2024-07-07
OPP-0004660,ACC-005652,CO-0059448,SMB,new_business,system,,True,,Commit,1397.22,1416.96,0.0139,,2024-07-07,2024-07-07
OPP-0004661,ACC-007329,CO-0023630,SMB,new_business,system,,True,,Commit,2100.88,2154.09,0.0247,,2024-07-07,2024-07-07
OPP-0004662,,CO-0100447,Commercial,new_business,ISR,REP-00013,False,no_decision,Omitted,30069.52,36864.44,0.1843,,2024-07-08,2024-08-10
OPP-0004663,,CO-0024722,Enterprise,new_business,AE,REP-00023,False,competitive,Pipeline,218681.38,279306.42,0.2171,fail,2024-07-08,2024-10-16
OPP-0004664,ACC-000073,CO-0107520,Enterprise,renewal,AM,REP-00028,True,,Commit,299151.76,332421.81,0.1001,,2024-07-08,2024-10-23
OPP-0004665,ACC-000027,CO-0013349,Enterprise,new_business,AE,REP-00034,True,,Commit,380709.4,427327.79,0.1091,fail,2024-07-08,2024-11-05
OPP-0004666,ACC-000380,CO-0030603,Commercial,new_business,ISR,REP-00016,True,,Commit,15000.0,16810.24,0.1077,,2024-07-08,2024-08-20
OPP-0004667,ACC-001504,CO-0051422,SMB,new_business,system,,True,,Commit,1814.94,1817.3,0.0013,,2024-07-08,2024-07-08
OPP-0004668,ACC-002466,CO-0051018,SMB,new_business,system,,True,,Commit,1540.21,1542.26,0.0013,,2024-07-08,2024-07-08
OPP-0004669,ACC-002583,CO-0009144,SMB,new_business,system,,True,,Commit,1367.87,1434.53,0.0465,,2024-07-08,2024-07-08
OPP-0004670,ACC-005780,CO-0066206,SMB,new_business,system,,True,,Commit,2714.09,2856.16,0.0497,,2024-07-08,2024-07-08
OPP-0004671,ACC-006082,CO-0077343,SMB,new_business,system,,True,,Commit,2652.01,2769.86,0.0425,,2024-07-08,2024-07-08
OPP-0004672,ACC-006315,CO-0108083,SMB,new_business,system,,True,,Commit,1608.62,1630.6,0.0135,,2024-07-08,2024-07-08
OPP-0004673,ACC-007069,CO-0040815,SMB,new_business,system,,True,,Commit,5273.43,5399.67,0.0234,,2024-07-08,2024-07-08
OPP-0004674,ACC-003427,CO-0042145,Commercial,renewal,AM,REP-00018,True,,Commit,15000.0,16163.58,0.072,,2024-07-09,2024-09-01
OPP-0004675,ACC-000389,CO-0029363,Commercial,new_business,ISR,REP-00010,True,,Commit,15988.21,19577.23,0.1833,,2024-07-09,2024-08-01
OPP-0004676,ACC-002031,CO-0085607,SMB,new_business,system,,True,,Commit,2608.99,2623.78,0.0056,,2024-07-09,2024-07-09
OPP-0004677,ACC-002540,CO-0110040,SMB,new_business,system,,True,,Commit,1509.99,1532.6,0.0148,,2024-07-09,2024-07-09
OPP-0004678,ACC-003325,CO-0005645,SMB,new_business,system,,True,,Commit,1915.83,1960.88,0.023,,2024-07-09,2024-07-09
OPP-0004679,ACC-003468,CO-0096799,SMB,new_business,system,,True,,Commit,1746.15,1786.75,0.0227,,2024-07-09,2024-07-09
OPP-0004680,ACC-006229,CO-0055743,SMB,new_business,system,,True,,Commit,659.12,673.0,0.0206,,2024-07-09,2024-07-09
OPP-0004681,ACC-006425,CO-0091044,SMB,new_business,system,,True,,Commit,2221.86,2332.6,0.0475,,2024-07-09,2024-07-09
OPP-0004682,ACC-004387,CO-0030238,Commercial,expansion,AM,REP-00005,True,,Commit,15000.0,18471.96,0.188,,2024-07-10,2024-08-01
OPP-0004683,,CO-0120271,Commercial,new_business,ISR,REP-00047,False,no_decision,Pipeline,16231.82,17545.72,0.0749,,2024-07-10,2024-08-24
OPP-0004684,ACC-006344,CO-0042251,Commercial,renewal,AM,REP-00018,True,,Commit,15000.0,15936.08,0.0587,,2024-07-10,2024-10-01
OPP-0004685,ACC-000065,CO-0120900,Enterprise,new_business,AE,REP-00009,True,,Commit,215038.04,267129.58,0.195,fail,2024-07-10,2024-11-27
OPP-0004686,ACC-000432,CO-0120146,Commercial,new_business,ISR,REP-00026,True,,Commit,15000.0,17896.65,0.1619,,2024-07-10,2024-08-16
OPP-0004687,ACC-002005,CO-0085688,SMB,new_business,system,,True,,Commit,2562.65,2592.2,0.0114,,2024-07-10,2024-07-10
OPP-0004688,ACC-006406,CO-0047281,SMB,new_business,system,,True,,Commit,924.49,957.9,0.0349,,2024-07-10,2024-07-10
OPP-0004689,ACC-006870,CO-0063640,SMB,new_business,system,,True,,Commit,2613.88,2684.54,0.0263,,2024-07-10,2024-07-10
OPP-0004690,ACC-007552,CO-0084367,SMB,new_business,system,,True,,Commit,1399.21,1463.41,0.0439,,2024-07-10,2024-07-10
OPP-0004691,,CO-0091500,Enterprise,new_business,AE,REP-00054,False,competitive,Best Case,94871.75,121968.65,0.2222,fail,2024-07-11,2024-11-23
OPP-0004692,,CO-0069994,Enterprise,new_business,AE,REP-00034,False,competitive,Omitted,224576.14,264183.65,0.1499,fail,2024-07-11,2024-12-06
OPP-0004693,ACC-000266,CO-0092217,Commercial,new_business,ISR,REP-00007,True,,Commit,15000.0,16155.53,0.0715,,2024-07-11,2024-07-26
OPP-0004694,ACC-003271,CO-0060603,SMB,new_business,system,,True,,Commit,764.54,797.51,0.0413,,2024-07-11,2024-07-11
OPP-0004695,ACC-005350,CO-0025998,SMB,new_business,system,,True,,Commit,1888.61,1890.92,0.0012,,2024-07-11,2024-07-11
OPP-0004696,ACC-005699,CO-0064762,SMB,new_business,system,,True,,Commit,1389.36,1447.17,0.0399,,2024-07-11,2024-07-11
OPP-0004697,ACC-006007,CO-0032469,SMB,new_business,system,,True,,Commit,1252.18,1306.0,0.0412,,2024-07-11,2024-07-11
OPP-0004698,,CO-0095780,Commercial,new_business,ISR,REP-00038,False,price,Pipeline,29095.46,30660.94,0.0511,,2024-07-12,2024-08-23
OPP-0004699,,CO-0000994,Commercial,new_business,ISR,REP-00038,False,competitive,Pipeline,26400.74,30437.14,0.1326,,2024-07-12,2024-08-07
OPP-0004700,,CO-0089369,Commercial,new_business,ISR,REP-00049,False,price,Pipeline,20856.83,25033.93,0.1669,,2024-07-12,2024-08-19
OPP-0004701,,CO-0015304,Enterprise,new_business,AE,REP-00029,False,competitive,Pipeline,315137.51,365228.7,0.1372,pass,2024-07-12,2024-10-15
OPP-0004702,ACC-000878,CO-0050315,SMB,new_business,system,,True,,Commit,926.35,970.1,0.0451,,2024-07-12,2024-07-12
OPP-0004703,ACC-001879,CO-0051778,SMB,new_business,system,,True,,Commit,1354.88,1393.96,0.028,,2024-07-12,2024-07-12
OPP-0004704,ACC-004671,CO-0070203,SMB,new_business,system,,True,,Commit,614.27,633.48,0.0303,,2024-07-12,2024-07-12
OPP-0004705,ACC-006325,CO-0112262,SMB,new_business,system,,True,,Commit,4487.98,4560.86,0.016,,2024-07-12,2024-07-12
OPP-0004706,ACC-007691,CO-0002828,SMB,new_business,system,,True,,Commit,1994.05,2064.58,0.0342,,2024-07-12,2024-07-12
OPP-0004707,,CO-0098486,Commercial,new_business,ISR,REP-00007,False,competitive,Omitted,16105.82,17564.68,0.0831,,2024-07-13,2024-08-07
OPP-0004708,,CO-0057951,Commercial,new_business,ISR,REP-00056,False,price,Pipeline,27582.63,32519.74,0.1518,,2024-07-13,2024-07-27
OPP-0004709,ACC-000435,CO-0018301,Commercial,renewal,AM,REP-00018,True,,Commit,25018.33,27850.57,0.1017,,2024-07-13,2024-08-18
OPP-0004710,ACC-000995,CO-0008322,SMB,new_business,system,,True,,Commit,1949.12,1960.49,0.0058,,2024-07-13,2024-07-13
OPP-0004711,ACC-005092,CO-0005618,SMB,new_business,system,,True,,Commit,2687.16,2795.15,0.0386,,2024-07-13,2024-07-13
OPP-0004712,ACC-003174,CO-0002722,Commercial,expansion,AM,REP-00018,True,,Commit,15000.0,18311.34,0.1808,,2024-07-14,2024-08-01
OPP-0004713,ACC-001128,CO-0081973,SMB,new_business,system,,True,,Commit,2744.76,2825.42,0.0285,,2024-07-14,2024-07-14
OPP-0004714,ACC-002020,CO-0028700,SMB,new_business,system,,True,,Commit,1186.62,1222.83,0.0296,,2024-07-14,2024-07-14
OPP-0004715,ACC-002642,CO-0047643,SMB,new_business,system,,True,,Commit,2164.28,2258.59,0.0418,,2024-07-14,2024-07-14
OPP-0004716,ACC-003060,CO-0040254,SMB,new_business,system,,True,,Commit,2029.32,2089.2,0.0287,,2024-07-14,2024-07-14
OPP-0004717,ACC-004571,CO-0096343,SMB,new_business,system,,True,,Commit,2884.95,3005.68,0.0402,,2024-07-14,2024-07-14
OPP-0004718,,CO-0046010,Commercial,new_business,ISR,REP-00008,False,competitive,Pipeline,22739.62,26729.47,0.1493,,2024-07-15,2024-08-18
OPP-0004719,,CO-0108166,Commercial,new_business,ISR,REP-00021,False,other,Pipeline,22497.14,25281.91,0.1101,,2024-07-15,2024-08-04
OPP-0004720,ACC-000595,CO-0096937,SMB,new_business,system,,True,,Commit,1247.2,1275.03,0.0218,,2024-07-15,2024-07-15
OPP-0004721,ACC-002179,CO-0031852,SMB,new_business,system,,True,,Commit,826.16,840.57,0.0171,,2024-07-15,2024-07-15
OPP-0004722,ACC-002446,CO-0117002,SMB,new_business,system,,True,,Commit,3211.48,3251.31,0.0123,,2024-07-15,2024-07-15
OPP-0004723,ACC-003053,CO-0044971,SMB,new_business,system,,True,,Commit,2757.26,2775.3,0.0065,,2024-07-15,2024-07-15
OPP-0004724,ACC-004498,CO-0100195,SMB,new_business,system,,True,,Commit,1722.72,1771.11,0.0273,,2024-07-15,2024-07-15
OPP-0004725,ACC-002966,CO-0055586,Commercial,expansion,AM,REP-00044,True,,Commit,15000.0,18664.87,0.1964,,2024-07-16,2024-08-01
OPP-0004726,ACC-000188,CO-0019163,Commercial,renewal,AM,REP-00044,True,,Commit,15000.0,16677.94,0.1006,,2024-07-16,2024-08-23
OPP-0004727,ACC-000433,CO-0099143,Commercial,renewal,AM,REP-00018,True,,Commit,15561.41,18688.97,0.1673,,2024-07-16,2024-08-17
OPP-0004728,ACC-000126,CO-0105922,Commercial,new_business,ISR,REP-00049,True,,Commit,15000.0,18077.83,0.1703,,2024-07-16,2024-08-05
OPP-0004729,ACC-004217,CO-0075486,SMB,new_business,system,,True,,Commit,3703.85,3741.55,0.0101,,2024-07-16,2024-07-16
OPP-0004730,ACC-004808,CO-0110647,SMB,new_business,system,,True,,Commit,1327.24,1334.05,0.0051,,2024-07-16,2024-07-16
OPP-0004731,ACC-007242,CO-0037014,SMB,new_business,system,,True,,Commit,882.71,913.57,0.0338,,2024-07-16,2024-07-16
OPP-0004732,ACC-007327,CO-0040835,Commercial,expansion,AM,REP-00018,True,,Commit,15000.0,16589.53,0.0958,,2024-07-17,2024-08-01
OPP-0004733,,CO-0030817,Enterprise,new_business,AE,REP-00048,False,no_decision,Pipeline,258318.21,337924.87,0.2356,fail,2024-07-17,2024-09-28
OPP-0004734,ACC-001264,CO-0049495,SMB,new_business,system,,True,,Commit,1330.06,1351.15,0.0156,,2024-07-17,2024-07-17
OPP-0004735,ACC-006427,CO-0070210,SMB,new_business,system,,True,,Commit,1184.69,1191.78,0.0059,,2024-07-17,2024-07-17
OPP-0004736,ACC-006471,CO-0054257,SMB,new_business,system,,True,,Commit,1841.17,1900.34,0.0311,,2024-07-17,2024-07-17
OPP-0004737,ACC-007098,CO-0050631,SMB,new_business,system,,True,,Commit,2792.95,2826.93,0.012,,2024-07-17,2024-07-17
OPP-0004738,ACC-004415,CO-0039165,Commercial,expansion,AM,REP-00044,True,,Commit,15000.0,18133.3,0.1728,,2024-07-18,2024-09-01
OPP-0004739,ACC-004634,CO-0031262,Commercial,expansion,AM,REP-00018,True,,Commit,15000.0,17364.5,0.1362,,2024-07-18,2024-08-01
OPP-0004740,ACC-000410,CO-0072760,Commercial,new_business,ISR,REP-00016,True,,Commit,15000.0,15928.68,0.0583,,2024-07-18,2024-09-01
OPP-0004741,ACC-001557,CO-0025573,SMB,new_business,system,,True,,Commit,2237.38,2265.4,0.0124,,2024-07-18,2024-07-18
OPP-0004742,ACC-001718,CO-0012671,SMB,new_business,system,,True,,Commit,1057.04,1104.04,0.0426,,2024-07-18,2024-07-18
OPP-0004743,ACC-005639,CO-0108483,SMB,new_business,system,,True,,Commit,1944.63,1949.83,0.0027,,2024-07-18,2024-07-18
OPP-0004744,ACC-007393,CO-0078505,SMB,new_business,system,,True,,Commit,2207.52,2231.29,0.0107,,2024-07-18,2024-07-18
OPP-0004745,ACC-006668,CO-0028096,Commercial,expansion,AM,REP-00005,True,,Commit,15000.0,17598.22,0.1476,,2024-07-19,2024-09-01
OPP-0004746,ACC-000397,CO-0016732,Commercial,expansion,AM,REP-00044,True,,Commit,21859.59,23213.41,0.0583,,2024-07-19,2024-09-12
OPP-0004747,ACC-000794,CO-0122403,SMB,new_business,system,,True,,Commit,4029.33,4223.99,0.0461,,2024-07-19,2024-07-19
OPP-0004748,ACC-002481,CO-0085916,SMB,new_business,system,,True,,Commit,1664.87,1750.05,0.0487,,2024-07-19,2024-07-19
OPP-0004749,ACC-002983,CO-0071664,SMB,new_business,system,,True,,Commit,3661.33,3670.27,0.0024,,2024-07-19,2024-07-19
OPP-0004750,ACC-003162,CO-0007070,SMB,new_business,system,,True,,Commit,1687.96,1749.25,0.035,,2024-07-19,2024-07-19
OPP-0004751,ACC-003779,CO-0048682,SMB,new_business,system,,True,,Commit,1573.27,1578.51,0.0033,,2024-07-19,2024-07-19
OPP-0004752,ACC-005142,CO-0074666,SMB,new_business,system,,True,,Commit,2627.94,2702.58,0.0276,,2024-07-19,2024-07-19
OPP-0004753,ACC-005602,CO-0109561,SMB,new_business,system,,True,,Commit,1374.04,1425.07,0.0358,,2024-07-19,2024-07-19
OPP-0004754,ACC-006389,CO-0026420,SMB,new_business,system,,True,,Commit,1483.84,1500.69,0.0112,,2024-07-19,2024-07-19
OPP-0004755,ACC-005101,CO-0061030,Commercial,expansion,AM,REP-00044,True,,Commit,15646.93,18873.96,0.171,,2024-07-20,2024-09-01
OPP-0004756,ACC-002131,CO-0076687,SMB,new_business,system,,True,,Commit,1487.87,1513.65,0.017,,2024-07-20,2024-07-20
OPP-0004757,ACC-003743,CO-0062490,SMB,new_business,system,,True,,Commit,691.25,704.57,0.0189,,2024-07-20,2024-07-20
OPP-0004758,ACC-005999,CO-0089440,SMB,new_business,system,,True,,Commit,1429.07,1468.73,0.027,,2024-07-20,2024-07-20
OPP-0004759,ACC-006111,CO-0122063,SMB,new_business,system,,True,,Commit,885.95,911.46,0.028,,2024-07-20,2024-07-20
OPP-0004760,ACC-006539,CO-0099069,SMB,new_business,system,,True,,Commit,2593.14,2616.09,0.0088,,2024-07-20,2024-07-20
OPP-0004761,ACC-006687,CO-0098205,SMB,new_business,system,,True,,Commit,1610.37,1672.95,0.0374,,2024-07-20,2024-07-20
OPP-0004762,ACC-004873,CO-0111949,Commercial,expansion,AM,REP-00044,True,,Commit,15000.0,16883.53,0.1116,,2024-07-21,2024-09-01
OPP-0004763,ACC-007330,CO-0030377,Commercial,expansion,AM,REP-00044,True,,Commit,15000.0,16652.64,0.0992,,2024-07-21,2024-09-01
OPP-0004764,ACC-000331,CO-0032681,Commercial,renewal,AM,REP-00044,True,,Commit,15000.0,16722.23,0.103,,2024-07-21,2024-10-01
OPP-0004765,ACC-001894,CO-0098824,SMB,new_business,system,,True,,Commit,1744.3,1815.88,0.0394,,2024-07-21,2024-07-21
OPP-0004766,ACC-006646,CO-0105496,SMB,new_business,system,,True,,Commit,1674.05,1682.2,0.0048,,2024-07-21,2024-07-21
OPP-0004767,,CO-0060363,Commercial,new_business,ISR,REP-00047,False,price,Best Case,15000.0,16411.09,0.086,,2024-07-22,2024-08-24
OPP-0004768,ACC-000232,CO-0040924,Commercial,renewal,AM,REP-00018,True,,Commit,15000.0,17437.46,0.1398,,2024-07-22,2024-08-21
OPP-0004769,ACC-000445,CO-0099575,Commercial,renewal,AM,REP-00044,True,,Commit,20091.86,24494.11,0.1797,,2024-07-22,2024-10-01
OPP-0004770,ACC-002258,CO-0007772,SMB,new_business,system,,True,,Commit,1130.26,1153.0,0.0197,,2024-07-22,2024-07-22
OPP-0004771,ACC-003492,CO-0022350,SMB,new_business,system,,True,,Commit,1097.36,1142.45,0.0395,,2024-07-22,2024-07-22
OPP-0004772,ACC-006596,CO-0013393,SMB,new_business,system,,True,,Commit,1569.87,1570.46,0.0004,,2024-07-22,2024-07-22
OPP-0004773,,CO-0034989,Commercial,new_business,ISR,REP-00026,False,other,Omitted,15000.0,17665.88,0.1509,,2024-07-23,2024-08-06
OPP-0004774,,CO-0064128,Commercial,new_business,ISR,REP-00002,False,competitive,Pipeline,30136.58,32736.79,0.0794,,2024-07-23,2024-08-15
