account_id,month,segment,actions_consumed,active_workflows
ACC-003189,2023-07-01,SMB,4494,11
ACC-003189,2023-08-01,SMB,4238,10
ACC-003189,2023-09-01,SMB,4574,11
ACC-003189,2023-10-01,SMB,4816,11
ACC-003189,2023-11-01,SMB,4221,10
ACC-003189,2023-12-01,SMB,3487,9
ACC-003189,2024-01-01,SMB,4596,11
ACC-003189,2024-02-01,SMB,5413,12
ACC-003189,2024-03-01,SMB,4302,10
ACC-003189,2024-04-01,SMB,4644,11
ACC-003189,2024-05-01,SMB,5323,12
ACC-003189,2024-06-01,SMB,4170,10
ACC-003189,2024-07-01,SMB,4456,11
ACC-003189,2024-08-01,SMB,4907,11
ACC-003189,2024-09-01,SMB,4636,11
ACC-003189,2024-10-01,SMB,5648,12
ACC-003189,2024-11-01,SMB,5160,11
ACC-003189,2024-12-01,SMB,4365,10
ACC-003189,2025-01-01,SMB,4875,11
ACC-003189,2025-02-01,SMB,5278,11
ACC-003189,2025-03-01,SMB,5972,12
ACC-003189,2025-04-01,SMB,5282,11
ACC-003189,2025-05-01,SMB,4792,11
ACC-003189,2025-06-01,SMB,4483,11
ACC-003189,2025-07-01,SMB,5215,11
ACC-003189,2025-08-01,SMB,5300,12
ACC-003189,2025-09-01,SMB,5924,12
ACC-003189,2025-10-01,SMB,4975,11
ACC-003189,2025-11-01,SMB,6280,13
ACC-003189,2025-12-01,SMB,4555,11
ACC-003190,2023-05-01,SMB,392,3
ACC-003190,2023-06-01,SMB,4084,10
ACC-003190,2023-07-01,SMB,3689,10
ACC-003190,2023-08-01,SMB,4438,11
ACC-003190,2023-09-01,SMB,3910,10
ACC-003190,2023-10-01,SMB,4048,10
ACC-003190,2023-11-01,SMB,4222,10
ACC-003190,2023-12-01,SMB,4053,10
ACC-003190,2024-01-01,SMB,5637,12
ACC-003190,2024-02-01,SMB,4606,11
ACC-003190,2024-03-01,SMB,4508,11
ACC-003190,2024-04-01,SMB,5282,11
ACC-003190,2024-05-01,SMB,5039,11
ACC-003190,2024-06-01,SMB,4357,10
ACC-003190,2024-07-01,SMB,4184,10
ACC-003190,2024-08-01,SMB,5029,11
ACC-003190,2024-09-01,SMB,4678,11
ACC-003190,2024-10-01,SMB,5262,11
ACC-003190,2024-11-01,SMB,4934,11
ACC-003190,2024-12-01,SMB,4757,11
ACC-003190,2025-01-01,SMB,5538,12
ACC-003190,2025-02-01,SMB,5382,12
ACC-003190,2025-03-01,SMB,5263,11
ACC-003190,2025-04-01,SMB,6617,13
ACC-003190,2025-05-01,SMB,4928,11
ACC-003190,2025-06-01,SMB,5489,12
ACC-003190,2025-07-01,SMB,5106,11
ACC-003190,2025-08-01,SMB,5829,12
ACC-003190,2025-09-01,SMB,5218,11
ACC-003190,2025-10-01,SMB,5725,12
ACC-003190,2025-11-01,SMB,6105,12
ACC-003190,2025-12-01,SMB,5738,12
ACC-003191,2025-09-01,SMB,447,3
ACC-003191,2025-10-01,SMB,4640,11
ACC-003191,2025-11-01,SMB,4260,10
ACC-003191,2025-12-01,SMB,4148,10
ACC-003192,2025-05-01,SMB,479,3
ACC-003192,2025-06-01,SMB,5388,12
ACC-003192,2025-07-01,SMB,4403,10
ACC-003192,2025-08-01,SMB,4649,11
ACC-003192,2025-09-01,SMB,5689,12
ACC-003192,2025-10-01,SMB,4826,11
ACC-003192,2025-11-01,SMB,5287,11
ACC-003192,2025-12-01,SMB,4206,10
ACC-003193,2023-07-01,SMB,449,3
ACC-003193,2023-08-01,SMB,4753,11
ACC-003193,2023-09-01,SMB,5624,12
ACC-003193,2023-10-01,SMB,5782,12
ACC-003193,2023-11-01,SMB,5746,12
ACC-003193,2023-12-01,SMB,4953,11
ACC-003193,2024-01-01,SMB,5757,12
ACC-003193,2024-02-01,SMB,5902,12
ACC-003193,2024-03-01,SMB,5589,12
ACC-003193,2024-04-01,SMB,5961,12
ACC-003193,2024-05-01,SMB,6385,13
ACC-003193,2024-06-01,SMB,6020,12
ACC-003193,2024-07-01,SMB,4359,10
ACC-003193,2024-08-01,SMB,6549,13
ACC-003193,2024-09-01,SMB,6149,12
ACC-003193,2024-10-01,SMB,6238,12
ACC-003193,2024-11-01,SMB,6373,13
ACC-003193,2024-12-01,SMB,5401,12
ACC-003193,2025-01-01,SMB,6616,13
ACC-003193,2025-02-01,SMB,6253,13
ACC-003193,2025-03-01,SMB,6439,13
ACC-003193,2025-04-01,SMB,6570,13
ACC-003193,2025-05-01,SMB,5672,12
ACC-003193,2025-06-01,SMB,6787,13
ACC-003193,2025-07-01,SMB,5730,12
ACC-003193,2025-08-01,SMB,5801,12
ACC-003193,2025-09-01,SMB,6603,13
ACC-003193,2025-10-01,SMB,7854,14
ACC-003193,2025-11-01,SMB,6259,13
ACC-003193,2025-12-01,SMB,6363,13
ACC-003194,2024-09-01,SMB,481,3
ACC-003194,2024-10-01,SMB,3982,10
ACC-003194,2024-11-01,SMB,5283,11
ACC-003194,2024-12-01,SMB,5032,11
ACC-003194,2025-01-01,SMB,5617,12
ACC-003194,2025-02-01,SMB,4999,11
ACC-003194,2025-03-01,SMB,5294,12
ACC-003194,2025-04-01,SMB,5205,11
ACC-003194,2025-05-01,SMB,4952,11
ACC-003194,2025-06-01,SMB,4530,11
ACC-003194,2025-07-01,SMB,4971,11
ACC-003194,2025-08-01,SMB,5171,11
ACC-003194,2025-09-01,SMB,5502,12
ACC-003194,2025-10-01,SMB,6739,13
ACC-003194,2025-11-01,SMB,5378,12
ACC-003194,2025-12-01,SMB,5244,11
ACC-003195,2024-03-01,SMB,221,2
ACC-003195,2024-04-01,SMB,2506,8
ACC-003195,2024-05-01,SMB,2313,8
ACC-003195,2024-06-01,SMB,2280,8
ACC-003195,2024-07-01,SMB,2271,8
ACC-003195,2024-08-01,SMB,2504,8
ACC-003195,2024-09-01,SMB,2566,8
ACC-003195,2024-10-01,SMB,2135,7
ACC-003195,2024-11-01,SMB,2040,7
ACC-003195,2024-12-01,SMB,1955,7
ACC-003195,2025-01-01,SMB,2216,7
ACC-003195,2025-02-01,SMB,2825,8
ACC-003195,2025-03-01,SMB,3095,9
ACC-003195,2025-04-01,SMB,2756,8
ACC-003195,2025-05-01,SMB,2162,7
ACC-003195,2025-06-01,SMB,2420,8
ACC-003195,2025-07-01,SMB,2390,8
ACC-003195,2025-08-01,SMB,2449,8
ACC-003195,2025-09-01,SMB,2553,8
ACC-003195,2025-10-01,SMB,2780,8
ACC-003195,2025-11-01,SMB,3206,9
ACC-003195,2025-12-01,SMB,2467,8
ACC-003196,2023-04-01,SMB,343,3
ACC-003196,2023-05-01,SMB,3290,9
ACC-003196,2023-06-01,SMB,3093,9
ACC-003196,2023-07-01,SMB,3267,9
ACC-003196,2023-08-01,SMB,2862,8
ACC-003196,2023-09-01,SMB,3386,9
ACC-003196,2023-10-01,SMB,3487,9
ACC-003196,2023-11-01,SMB,3539,9
ACC-003196,2023-12-01,SMB,2547,8
ACC-003196,2024-01-01,SMB,3673,10
ACC-003196,2024-02-01,SMB,4041,10
ACC-003196,2024-03-01,SMB,3785,10
ACC-003196,2024-04-01,SMB,3662,10
ACC-003196,2024-05-01,SMB,2170,7
ACC-003196,2024-06-01,SMB,1724,7
ACC-003196,2024-07-01,SMB,1434,6
ACC-003196,2024-08-01,SMB,725,4
ACC-003196,2024-09-01,SMB,800,4
ACC-003197,2022-03-01,SMB,638,4
ACC-003197,2022-04-01,SMB,5284,11
ACC-003197,2022-05-01,SMB,5373,12
ACC-003197,2022-06-01,SMB,6344,13
ACC-003197,2022-07-01,SMB,6150,12
ACC-003197,2022-08-01,SMB,5378,12
ACC-003197,2022-09-01,SMB,6443,13
ACC-003197,2022-10-01,SMB,8264,14
ACC-003197,2022-11-01,SMB,6333,13
ACC-003197,2022-12-01,SMB,6719,13
ACC-003197,2023-01-01,SMB,8119,14
ACC-003197,2023-02-01,SMB,6920,13
ACC-003197,2023-03-01,SMB,7141,13
ACC-003197,2023-04-01,SMB,8005,14
ACC-003197,2023-05-01,SMB,6651,13
ACC-003197,2023-06-01,SMB,6077,12
ACC-003197,2023-07-01,SMB,7190,13
ACC-003197,2023-08-01,SMB,6474,13
ACC-003197,2023-09-01,SMB,7480,14
ACC-003197,2023-10-01,SMB,7812,14
ACC-003197,2023-11-01,SMB,6438,13
ACC-003197,2023-12-01,SMB,5287,11
ACC-003197,2024-01-01,SMB,8619,15
ACC-003197,2024-02-01,SMB,6946,13
ACC-003197,2024-03-01,SMB,6926,13
ACC-003197,2024-04-01,SMB,8649,15
ACC-003197,2024-05-01,SMB,7226,13
ACC-003197,2024-06-01,SMB,7467,14
ACC-003197,2024-07-01,SMB,7253,13
ACC-003197,2024-08-01,SMB,8309,14
ACC-003197,2024-09-01,SMB,8150,14
ACC-003197,2024-10-01,SMB,8210,14
ACC-003197,2024-11-01,SMB,6926,13
ACC-003197,2024-12-01,SMB,6661,13
ACC-003197,2025-01-01,SMB,9156,15
ACC-003197,2025-02-01,SMB,6550,13
ACC-003197,2025-03-01,SMB,9449,15
ACC-003197,2025-04-01,SMB,8092,14
ACC-003197,2025-05-01,SMB,7042,13
ACC-003197,2025-06-01,SMB,8265,14
ACC-003197,2025-07-01,SMB,6628,13
ACC-003197,2025-08-01,SMB,7519,14
ACC-003197,2025-09-01,SMB,8192,14
ACC-003197,2025-10-01,SMB,6989,13
ACC-003197,2025-11-01,SMB,7963,14
ACC-003197,2025-12-01,SMB,7566,14
ACC-003198,2024-09-01,SMB,546,4
ACC-003198,2024-10-01,SMB,6677,13
ACC-003198,2024-11-01,SMB,7623,14
ACC-003198,2024-12-01,SMB,7578,14
ACC-003198,2025-01-01,SMB,10000,16
ACC-003198,2025-02-01,SMB,13598,18
ACC-003198,2025-03-01,SMB,14039,19
ACC-003198,2025-04-01,SMB,15017,19
ACC-003198,2025-05-01,SMB,15765,20
ACC-003198,2025-06-01,SMB,19730,22
ACC-003198,2025-07-01,SMB,21137,23
ACC-003198,2025-08-01,SMB,23872,24
ACC-003198,2025-09-01,SMB,34133,29
ACC-003198,2025-10-01,SMB,34854,30
ACC-003198,2025-11-01,SMB,44166,33
ACC-003198,2025-12-01,Commercial,36022,30
ACC-003199,2023-03-01,SMB,448,3
ACC-003199,2023-04-01,SMB,2714,8
ACC-003199,2023-05-01,SMB,2021,7
ACC-003199,2023-06-01,SMB,1359,6
ACC-003199,2023-07-01,SMB,769,4
ACC-003199,2023-08-01,SMB,481,3
ACC-003200,2023-12-01,SMB,419,3
ACC-003200,2024-01-01,SMB,5770,12
ACC-003200,2024-02-01,SMB,4886,11
ACC-003200,2024-03-01,SMB,5020,11
ACC-003200,2024-04-01,SMB,6718,13
ACC-003200,2024-05-01,SMB,7486,14
ACC-003200,2024-06-01,SMB,7540,14
ACC-003200,2024-07-01,SMB,7228,13
ACC-003200,2024-08-01,SMB,9123,15
ACC-003200,2024-09-01,SMB,9719,16
ACC-003200,2024-10-01,SMB,12666,18
ACC-003200,2024-11-01,SMB,10950,17
ACC-003200,2024-12-01,SMB,11570,17
ACC-003200,2025-01-01,SMB,16009,20
ACC-003200,2025-02-01,SMB,16302,20
ACC-003200,2025-03-01,SMB,21144,23
ACC-003200,2025-04-01,SMB,18484,21
ACC-003200,2025-05-01,SMB,22361,24
ACC-003200,2025-06-01,SMB,17988,21
ACC-003200,2025-07-01,SMB,22988,24
ACC-003200,2025-08-01,Commercial,27265,26
ACC-003200,2025-09-01,Commercial,38566,31
ACC-003200,2025-10-01,Commercial,44329,33
ACC-003200,2025-11-01,Commercial,42653,33
ACC-003200,2025-12-01,Commercial,35943,30
ACC-003201,2024-09-01,SMB,225,2
ACC-003201,2024-10-01,SMB,2599,8
ACC-003201,2024-11-01,SMB,3105,9
ACC-003201,2024-12-01,SMB,2441,8
ACC-003201,2025-01-01,SMB,2588,8
ACC-003201,2025-02-01,SMB,2649,8
ACC-003201,2025-03-01,SMB,2498,8
ACC-003201,2025-04-01,SMB,1981,7
ACC-003201,2025-05-01,SMB,1508,6
ACC-003201,2025-06-01,SMB,624,4
ACC-003201,2025-07-01,SMB,397,3
ACC-003201,2025-08-01,SMB,275,3
ACC-003202,2024-10-01,SMB,474,3
ACC-003202,2024-11-01,SMB,5062,11
ACC-003202,2024-12-01,SMB,10910,17
ACC-003202,2025-01-01,Commercial,30978,28
ACC-003202,2025-02-01,Commercial,36175,30
ACC-003202,2025-03-01,Commercial,31260,28
ACC-003202,2025-04-01,Commercial,29991,27
ACC-003202,2025-05-01,Commercial,34900,30
ACC-003202,2025-06-01,Commercial,26782,26
ACC-003202,2025-07-01,Commercial,34523,29
ACC-003202,2025-08-01,Commercial,34947,30
ACC-003202,2025-09-01,Commercial,38040,31
ACC-003202,2025-10-01,Commercial,37428,31
ACC-003202,2025-11-01,Commercial,35845,30
ACC-003202,2025-12-01,Commercial,29190,27
ACC-003203,2024-11-01,SMB,355,3
ACC-003203,2024-12-01,SMB,3197,9
ACC-003203,2025-01-01,SMB,3889,10
ACC-003203,2025-02-01,SMB,5335,12
ACC-003203,2025-03-01,SMB,3817,10
ACC-003203,2025-04-01,SMB,3512,9
ACC-003203,2025-05-01,SMB,3813,10
ACC-003203,2025-06-01,SMB,3294,9
ACC-003203,2025-07-01,SMB,3913,10
ACC-003203,2025-08-01,SMB,3207,9
ACC-003203,2025-09-01,SMB,3664,10
ACC-003203,2025-10-01,SMB,4007,10
ACC-003203,2025-11-01,SMB,4446,11
ACC-003203,2025-12-01,SMB,3090,9
ACC-003204,2023-04-01,SMB,357,3
ACC-003204,2023-05-01,SMB,3931,10
ACC-003204,2023-06-01,SMB,3777,10
ACC-003204,2023-07-01,SMB,3646,10
ACC-003204,2023-08-01,SMB,3176,9
ACC-003204,2023-09-01,SMB,4020,10
ACC-003204,2023-10-01,SMB,4254,10
ACC-003204,2023-11-01,SMB,4654,11
ACC-003204,2023-12-01,SMB,3605,9
ACC-003204,2024-01-01,SMB,3762,10
ACC-003204,2024-02-01,SMB,3828,10
ACC-003204,2024-03-01,SMB,3932,10
ACC-003204,2024-04-01,SMB,3607,9
ACC-003204,2024-05-01,SMB,3494,9
ACC-003204,2024-06-01,SMB,4201,10
ACC-003204,2024-07-01,SMB,3517,9
ACC-003204,2024-08-01,SMB,4746,11
ACC-003204,2024-09-01,SMB,3779,10
ACC-003204,2024-10-01,SMB,4753,11
ACC-003204,2024-11-01,SMB,3905,10
ACC-003204,2024-12-01,SMB,3106,9
ACC-003204,2025-01-01,SMB,4169,10
ACC-003204,2025-02-01,SMB,3751,10
ACC-003204,2025-03-01,SMB,4203,10
ACC-003204,2025-04-01,SMB,3929,10
ACC-003204,2025-05-01,SMB,3741,10
ACC-003204,2025-06-01,SMB,4485,11
ACC-003204,2025-07-01,SMB,2284,8
ACC-003204,2025-08-01,SMB,1505,6
ACC-003204,2025-09-01,SMB,2200,7
ACC-003204,2025-10-01,SMB,1114,5
ACC-003204,2025-11-01,SMB,924,5
ACC-003205,2025-02-01,SMB,373,3
ACC-003205,2025-03-01,SMB,2963,9
ACC-003205,2025-04-01,SMB,3922,10
ACC-003205,2025-05-01,SMB,3194,9
ACC-003205,2025-06-01,SMB,3369,9
ACC-003205,2025-07-01,SMB,3672,10
ACC-003205,2025-08-01,SMB,3414,9
ACC-003205,2025-09-01,SMB,3528,9
ACC-003205,2025-10-01,SMB,4118,10
ACC-003205,2025-11-01,SMB,3600,9
ACC-003205,2025-12-01,SMB,3190,9
ACC-003206,2023-06-01,SMB,576,4
ACC-003206,2023-07-01,SMB,4891,11
ACC-003206,2023-08-01,SMB,6040,12
ACC-003206,2023-09-01,SMB,7354,14
ACC-003206,2023-10-01,SMB,6933,13
ACC-003206,2023-11-01,SMB,7072,13
ACC-003206,2023-12-01,SMB,7048,13
ACC-003206,2024-01-01,SMB,12241,17
ACC-003206,2024-02-01,SMB,11041,17
ACC-003206,2024-03-01,SMB,14783,19
ACC-003206,2024-04-01,SMB,13154,18
ACC-003206,2024-05-01,SMB,15397,20
ACC-003206,2024-06-01,SMB,19189,22
ACC-003206,2024-07-01,SMB,15137,19
ACC-003206,2024-08-01,SMB,18882,22
ACC-003206,2024-09-01,SMB,23397,24
ACC-003206,2024-10-01,SMB,24169,25
ACC-003206,2024-11-01,SMB,29642,27
ACC-003206,2024-12-01,SMB,25673,25
ACC-003206,2025-01-01,SMB,35018,30
ACC-003206,2025-02-01,SMB,34048,29
ACC-003206,2025-03-01,SMB,40176,32
ACC-003206,2025-04-01,Commercial,46213,34
ACC-003206,2025-05-01,Commercial,45766,34
ACC-003206,2025-06-01,Commercial,41411,32
ACC-003206,2025-07-01,Commercial,41031,32
ACC-003206,2025-08-01,Commercial,48190,35
ACC-003206,2025-09-01,Commercial,52485,36
ACC-003206,2025-10-01,Commercial,48390,35
ACC-003206,2025-11-01,Commercial,41595,32
ACC-003206,2025-12-01,Commercial,46431,34
ACC-003207,2025-04-01,SMB,336,3
ACC-003207,2025-05-01,SMB,3028,9
ACC-003207,2025-06-01,SMB,3723,10
ACC-003207,2025-07-01,SMB,3492,9
ACC-003207,2025-08-01,SMB,3070,9
ACC-003207,2025-09-01,SMB,4582,11
ACC-003207,2025-10-01,SMB,4151,10
ACC-003207,2025-11-01,SMB,3193,9
ACC-003207,2025-12-01,SMB,3005,9
ACC-003208,2025-01-01,SMB,697,4
ACC-003208,2025-02-01,SMB,6293,13
ACC-003208,2025-03-01,SMB,5988,12
ACC-003208,2025-04-01,SMB,8006,14
ACC-003208,2025-05-01,SMB,6891,13
ACC-003208,2025-06-01,SMB,6803,13
ACC-003208,2025-07-01,SMB,6914,13
ACC-003208,2025-08-01,SMB,6815,13
ACC-003208,2025-09-01,SMB,7730,14
ACC-003208,2025-10-01,SMB,7022,13
ACC-003208,2025-11-01,SMB,6952,13
ACC-003208,2025-12-01,SMB,6839,13
ACC-003209,2025-06-01,SMB,574,4
ACC-003209,2025-07-01,SMB,5349,12
ACC-003209,2025-08-01,SMB,5325,12
ACC-003209,2025-09-01,SMB,6288,13
ACC-003209,2025-10-01,SMB,6678,13
ACC-003209,2025-11-01,SMB,6882,13
ACC-003209,2025-12-01,SMB,5613,12
ACC-003210,2023-08-01,SMB,248,2
ACC-003210,2023-09-01,SMB,2287,8
ACC-003210,2023-10-01,SMB,4265,10
ACC-003210,2023-11-01,SMB,8766,15
ACC-003210,2023-12-01,SMB,10375,16
ACC-003210,2024-01-01,Commercial,19528,22
ACC-003210,2024-02-01,Commercial,18460,21
ACC-003210,2024-03-01,Commercial,19281,22
ACC-003210,2024-04-01,Commercial,18613,22
ACC-003210,2024-05-01,Commercial,17723,21
ACC-003210,2024-06-01,Commercial,17728,21
ACC-003210,2024-07-01,Commercial,18066,21
ACC-003210,2024-08-01,Commercial,17722,21
ACC-003210,2024-09-01,Commercial,19521,22
ACC-003210,2024-10-01,Commercial,18184,21
ACC-003210,2024-11-01,Commercial,21970,23
ACC-003210,2024-12-01,Commercial,18104,21
ACC-003210,2025-01-01,Commercial,22784,24
ACC-003210,2025-02-01,Commercial,24609,25
ACC-003210,2025-03-01,Commercial,23882,24
ACC-003210,2025-04-01,Commercial,22329,24
ACC-003210,2025-05-01,Commercial,21700,23
ACC-003210,2025-06-01,Commercial,21118,23
ACC-003210,2025-07-01,Commercial,20114,22
ACC-003210,2025-08-01,Commercial,18027,21
ACC-003210,2025-09-01,Commercial,23314,24
ACC-003210,2025-10-01,Commercial,21970,23
ACC-003210,2025-11-01,Commercial,24476,25
ACC-003210,2025-12-01,Commercial,20881,23
ACC-003211,2023-12-01,SMB,345,3
ACC-003211,2024-01-01,SMB,4035,10
ACC-003211,2024-02-01,SMB,3815,10
ACC-003211,2024-03-01,SMB,3646,10
ACC-003211,2024-04-01,SMB,3869,10
ACC-003211,2024-05-01,SMB,3703,10
ACC-003211,2024-06-01,SMB,3752,10
ACC-003211,2024-07-01,SMB,3463,9
ACC-003211,2024-08-01,SMB,3325,9
ACC-003211,2024-09-01,SMB,4258,10
ACC-003211,2024-10-01,SMB,4644,11
ACC-003211,2024-11-01,SMB,3883,10
ACC-003211,2024-12-01,SMB,2937,9
ACC-003211,2025-01-01,SMB,4214,10
ACC-003211,2025-02-01,SMB,3797,10
ACC-003211,2025-03-01,SMB,3699,10
ACC-003211,2025-04-01,SMB,4598,11
ACC-003211,2025-05-01,SMB,3748,10
ACC-003211,2025-06-01,SMB,3553,9
ACC-003211,2025-07-01,SMB,3449,9
ACC-003211,2025-08-01,SMB,3878,10
ACC-003211,2025-09-01,SMB,4165,10
ACC-003211,2025-10-01,SMB,3979,10
ACC-003211,2025-11-01,SMB,4533,11
ACC-003211,2025-12-01,SMB,3962,10
ACC-003212,2020-01-01,SMB,448,3
ACC-003212,2020-02-01,SMB,3740,10
ACC-003212,2020-03-01,SMB,4870,11
ACC-003212,2020-04-01,SMB,4242,10
ACC-003212,2020-05-01,SMB,4247,10
ACC-003212,2020-06-01,SMB,4514,11
ACC-003212,2020-07-01,SMB,3820,10
ACC-003212,2020-08-01,SMB,4286,10
ACC-003212,2020-09-01,SMB,4451,11
ACC-003212,2020-10-01,SMB,3883,10
ACC-003212,2020-11-01,SMB,4151,10
ACC-003212,2020-12-01,SMB,3867,10
ACC-003212,2021-01-01,SMB,5452,12
ACC-003212,2021-02-01,SMB,4129,10
ACC-003213,2025-05-01,SMB,217,2
ACC-003213,2025-06-01,SMB,2566,8
ACC-003213,2025-07-01,SMB,1517,6
ACC-003213,2025-08-01,SMB,1525,6
ACC-003213,2025-09-01,SMB,826,5
ACC-003214,2024-03-01,SMB,688,4
ACC-003214,2024-04-01,SMB,6211,12
ACC-003214,2024-05-01,SMB,5904,12
ACC-003214,2024-06-01,SMB,7393,14
ACC-003214,2024-07-01,SMB,5699,12
ACC-003214,2024-08-01,SMB,6260,13
ACC-003214,2024-09-01,SMB,8581,15
ACC-003214,2024-10-01,SMB,7689,14
ACC-003214,2024-11-01,SMB,6686,13
ACC-003214,2024-12-01,SMB,5344,12
ACC-003214,2025-01-01,SMB,7527,14
ACC-003214,2025-02-01,SMB,7504,14
ACC-003214,2025-03-01,SMB,8277,14
ACC-003214,2025-04-01,SMB,7178,13
ACC-003214,2025-05-01,SMB,7785,14
ACC-003214,2025-06-01,SMB,7885,14
ACC-003214,2025-07-01,SMB,5785,12
ACC-003214,2025-08-01,SMB,2450,8
ACC-003214,2025-09-01,SMB,1879,7
ACC-003214,2025-10-01,SMB,1529,6
ACC-003214,2025-11-01,SMB,787,4
ACC-003215,2021-05-01,SMB,378,3
ACC-003215,2021-06-01,SMB,3902,10
ACC-003215,2021-07-01,SMB,3735,10
ACC-003215,2021-08-01,SMB,3626,10
ACC-003215,2021-09-01,SMB,4797,11
ACC-003215,2021-10-01,SMB,4386,10
ACC-003215,2021-11-01,SMB,4305,10
ACC-003215,2021-12-01,SMB,3722,10
ACC-003215,2022-01-01,SMB,4163,10
ACC-003215,2022-02-01,SMB,1877,7
ACC-003215,2022-03-01,SMB,1729,7
ACC-003215,2022-04-01,SMB,862,5
ACC-003215,2022-05-01,SMB,640,4
ACC-003215,2022-06-01,SMB,144,2
ACC-003216,2021-02-01,SMB,624,4
ACC-003216,2021-03-01,SMB,5968,12
ACC-003216,2021-04-01,SMB,5411,12
ACC-003216,2021-05-01,SMB,5519,12
ACC-003216,2021-06-01,SMB,6999,13
ACC-003216,2021-07-01,SMB,7193,13
ACC-003216,2021-08-01,SMB,6113,12
ACC-003216,2021-09-01,SMB,6409,13
ACC-003216,2021-10-01,SMB,6398,13
ACC-003216,2021-11-01,SMB,6934,13
ACC-003216,2021-12-01,SMB,5331,12
ACC-003216,2022-01-01,SMB,6919,13
ACC-003216,2022-02-01,SMB,5838,12
ACC-003216,2022-03-01,SMB,7404,14
ACC-003216,2022-04-01,SMB,6624,13
ACC-003216,2022-05-01,SMB,7035,13
ACC-003216,2022-06-01,SMB,6779,13
ACC-003216,2022-07-01,SMB,5993,12
ACC-003216,2022-08-01,SMB,6169,12
ACC-003216,2022-09-01,SMB,6154,12
ACC-003216,2022-10-01,SMB,8324,14
ACC-003216,2022-11-01,SMB,7653,14
ACC-003216,2022-12-01,SMB,5956,12
ACC-003216,2023-01-01,SMB,9239,15
ACC-003216,2023-02-01,SMB,6757,13
ACC-003216,2023-03-01,SMB,7249,13
ACC-003216,2023-04-01,SMB,9205,15
ACC-003216,2023-05-01,SMB,8615,15
ACC-003216,2023-06-01,SMB,9503,15
ACC-003216,2023-07-01,SMB,7650,14
ACC-003216,2023-08-01,SMB,7115,13
ACC-003216,2023-09-01,SMB,8613,15
ACC-003216,2023-10-01,SMB,9012,15
ACC-003216,2023-11-01,SMB,9623,16
ACC-003216,2023-12-01,SMB,6180,12
ACC-003216,2024-01-01,SMB,9373,15
ACC-003216,2024-02-01,SMB,8609,15
ACC-003216,2024-03-01,SMB,9261,15
ACC-003216,2024-04-01,SMB,8263,14
ACC-003216,2024-05-01,SMB,10685,16
ACC-003216,2024-06-01,SMB,8821,15
ACC-003216,2024-07-01,SMB,9910,16
ACC-003216,2024-08-01,SMB,8794,15
ACC-003216,2024-09-01,SMB,8829,15
ACC-003216,2024-10-01,SMB,8636,15
ACC-003216,2024-11-01,SMB,10455,16
ACC-003216,2024-12-01,SMB,7893,14
ACC-003216,2025-01-01,SMB,8538,15
ACC-003216,2025-02-01,SMB,12214,17
ACC-003216,2025-03-01,SMB,9322,15
ACC-003216,2025-04-01,SMB,11388,17
ACC-003216,2025-05-01,SMB,10669,16
ACC-003216,2025-06-01,SMB,4406,10
ACC-003216,2025-07-01,SMB,3590,9
ACC-003216,2025-08-01,SMB,2256,8
ACC-003216,2025-09-01,SMB,1876,7
ACC-003216,2025-10-01,SMB,990,5
ACC-003217,2024-04-01,SMB,782,4
ACC-003217,2024-05-01,SMB,6147,12
ACC-003217,2024-06-01,SMB,6765,13
ACC-003217,2024-07-01,SMB,5910,12
ACC-003217,2024-08-01,SMB,6967,13
ACC-003217,2024-09-01,SMB,6506,13
ACC-003217,2024-10-01,SMB,7328,14
ACC-003217,2024-11-01,SMB,8442,15
ACC-003217,2024-12-01,SMB,6318,13
ACC-003217,2025-01-01,SMB,7306,14
ACC-003217,2025-02-01,SMB,7797,14
ACC-003217,2025-03-01,SMB,8336,14
ACC-003217,2025-04-01,SMB,6456,13
ACC-003217,2025-05-01,SMB,8263,14
ACC-003217,2025-06-01,SMB,8182,14
ACC-003217,2025-07-01,SMB,6782,13
ACC-003217,2025-08-01,SMB,8859,15
ACC-003217,2025-09-01,SMB,8096,14
ACC-003217,2025-10-01,SMB,9472,15
ACC-003217,2025-11-01,SMB,8143,14
ACC-003217,2025-12-01,SMB,6789,13
ACC-003218,2023-04-01,SMB,255,3
ACC-003218,2023-05-01,SMB,2185,7
ACC-003218,2023-06-01,SMB,2796,8
ACC-003218,2023-07-01,SMB,2679,8
ACC-003218,2023-08-01,SMB,2974,9
ACC-003218,2023-09-01,SMB,3436,9
ACC-003218,2023-10-01,SMB,3504,9
ACC-003218,2023-11-01,SMB,4427,11
ACC-003218,2023-12-01,SMB,3885,10
ACC-003218,2024-01-01,SMB,4879,11
ACC-003218,2024-02-01,SMB,5100,11
ACC-003218,2024-03-01,SMB,4558,11
ACC-003218,2024-04-01,SMB,6135,12
ACC-003218,2024-05-01,SMB,5814,12
ACC-003218,2024-06-01,SMB,7447,14
ACC-003218,2024-07-01,SMB,6385,13
ACC-003218,2024-08-01,SMB,7101,13
ACC-003218,2024-09-01,SMB,7949,14
ACC-003218,2024-10-01,SMB,9186,15
ACC-003218,2024-11-01,SMB,10627,16
ACC-003218,2024-12-01,SMB,8304,14
ACC-003218,2025-01-01,SMB,11894,17
ACC-003218,2025-02-01,SMB,13864,19
ACC-003218,2025-03-01,SMB,10539,16
ACC-003218,2025-04-01,SMB,13717,19
