company_id,employee_count_band,industry,region,is_personal_email_domain,icp_fit_score,is_customer,was_ever_customer,account_id
CO-0080111,1-10,Public Sector,North America,False,25.0,False,False,
CO-0080112,1-10,Healthcare,EMEA,False,16.4,True,True,ACC-004207
CO-0080113,1-10,Retail/E-commerce,APAC,False,17.4,False,False,
CO-0080114,1-10,Professional Services,North America,True,0.1,False,False,
CO-0080115,11-50,Media/Entertainment,North America,False,27.9,False,False,
CO-0080116,51-200,Media/Entertainment,North America,False,41.9,False,False,
CO-0080117,11-50,Retail/E-commerce,EMEA,False,14.5,False,False,
CO-0080118,51-200,Retail/E-commerce,EMEA,False,29.5,False,False,
CO-0080119,11-50,Technology/SaaS,EMEA,False,30.6,False,False,
CO-0080120,11-50,Manufacturing,North America,False,28.9,True,True,ACC-002502
CO-0080121,1-10,Logistics/Supply Chain,North America,False,26.9,False,False,
CO-0080122,1001-5000,Retail/E-commerce,North America,False,55.1,False,False,
CO-0080123,11-50,Education,North America,False,19.6,False,False,
CO-0080124,1001-5000,Professional Services,North America,False,57.4,False,False,
CO-0080125,1-10,Professional Services,North America,False,8.5,False,False,
CO-0080126,11-50,Manufacturing,APAC,False,25.3,False,False,
CO-0080127,51-200,Professional Services,North America,False,29.7,False,False,
CO-0080128,51-200,Professional Services,EMEA,False,28.3,False,False,
CO-0080129,1-10,Public Sector,APAC,False,22.8,False,False,
CO-0080130,5001-20000,Public Sector,North America,False,78.6,False,False,
CO-0080131,1-10,Professional Services,EMEA,False,15.8,False,False,
CO-0080132,1-10,Healthcare,North America,False,29.3,False,False,
CO-0080133,1-10,Technology/SaaS,North America,True,18.8,False,False,
CO-0080134,11-50,Professional Services,EMEA,False,12.8,False,False,
CO-0080135,11-50,Professional Services,EMEA,False,14.7,False,False,
CO-0080136,201-1000,Retail/E-commerce,APAC,False,40.5,False,False,
CO-0080137,1-10,Retail/E-commerce,North America,False,19.3,False,False,
CO-0080138,51-200,Logistics/Supply Chain,EMEA,False,43.3,False,False,
CO-0080139,11-50,Professional Services,North America,False,23.8,False,False,
CO-0080140,1-10,Public Sector,APAC,False,17.3,True,True,ACC-003901
CO-0080141,11-50,Public Sector,EMEA,False,26.3,False,False,
CO-0080142,1-10,Manufacturing,APAC,True,18.1,False,False,
CO-0080143,51-200,Professional Services,North America,False,37.3,False,False,
CO-0080144,11-50,Manufacturing,LATAM,False,8.9,False,False,
CO-0080145,51-200,Manufacturing,EMEA,False,50.3,False,False,
CO-0080146,1-10,Professional Services,APAC,False,18.0,False,False,
CO-0080147,1-10,Technology/SaaS,North America,False,22.4,False,False,
CO-0080148,11-50,Professional Services,EMEA,False,13.7,False,False,
CO-0080149,11-50,Education,EMEA,False,26.0,False,False,
CO-0080150,1-10,Retail/E-commerce,APAC,True,14.4,True,True,ACC-007512
CO-0080151,11-50,Education,EMEA,False,18.3,False,False,
CO-0080152,1-10,Financial Services,APAC,False,21.3,False,False,
CO-0080153,11-50,Financial Services,North America,False,21.8,False,False,
CO-0080154,11-50,Media/Entertainment,North America,False,22.5,False,False,
CO-0080155,1-10,Professional Services,EMEA,False,14.8,False,False,
CO-0080156,11-50,Technology/SaaS,EMEA,False,25.0,False,False,
CO-0080157,1-10,Technology/SaaS,North America,True,30.1,False,False,
CO-0080158,51-200,Public Sector,EMEA,False,37.3,False,False,
CO-0080159,51-200,Professional Services,North America,False,32.6,False,False,
CO-0080160,51-200,Manufacturing,North America,False,30.9,False,False,
CO-0080161,1-10,Manufacturing,LATAM,True,16.5,False,False,
CO-0080162,51-200,Manufacturing,North America,False,45.0,False,False,
CO-0080163,11-50,Financial Services,APAC,False,32.9,False,False,
CO-0080164,201-1000,Education,North America,False,47.0,False,False,
CO-0080165,11-50,Manufacturing,North America,False,27.0,False,False,
CO-0080166,1-10,Professional Services,North America,True,17.2,False,False,
CO-0080167,11-50,Financial Services,North America,False,33.0,False,False,
CO-0080168,11-50,Healthcare,EMEA,False,28.1,False,False,
CO-0080169,201-1000,Logistics/Supply Chain,North America,False,58.9,False,False,
CO-0080170,1-10,Technology/SaaS,APAC,False,21.7,False,False,
CO-0080171,1-10,Media/Entertainment,APAC,False,11.7,False,False,
CO-0080172,51-200,Professional Services,LATAM,False,33.8,False,False,
CO-0080173,11-50,Retail/E-commerce,EMEA,False,19.5,False,False,
CO-0080174,1-10,Manufacturing,North America,False,40.0,False,False,
CO-0080175,51-200,Media/Entertainment,North America,False,34.9,False,False,
CO-0080176,1-10,Professional Services,North America,False,12.3,False,False,
CO-0080177,1-10,Professional Services,North America,False,33.0,False,False,
CO-0080178,1-10,Logistics/Supply Chain,North America,False,14.9,False,False,
CO-0080179,1-10,Financial Services,LATAM,False,22.0,False,False,
CO-0080180,1001-5000,Financial Services,North America,False,81.3,False,False,
CO-0080181,1001-5000,Logistics/Supply Chain,North America,False,54.4,False,False,
CO-0080182,11-50,Retail/E-commerce,North America,False,10.6,False,False,
CO-0080183,1-10,Retail/E-commerce,EMEA,False,9.7,False,False,
CO-0080184,11-50,Financial Services,EMEA,False,35.2,True,True,ACC-003696
CO-0080185,201-1000,Technology/SaaS,EMEA,False,38.7,False,False,
CO-0080186,201-1000,Media/Entertainment,North America,False,47.7,False,False,
CO-0080187,1-10,Retail/E-commerce,North America,False,13.9,False,False,
CO-0080188,51-200,Media/Entertainment,North America,False,37.1,False,False,
CO-0080189,1-10,Professional Services,North America,False,21.6,True,True,ACC-000793
CO-0080190,11-50,Retail/E-commerce,North America,False,26.2,False,False,
CO-0080191,1-10,Manufacturing,APAC,False,28.7,False,False,
CO-0080192,51-200,Professional Services,North America,False,39.3,True,True,ACC-002927
CO-0080193,11-50,Healthcare,LATAM,False,17.4,False,False,
CO-0080194,1-10,Manufacturing,North America,False,27.6,False,False,
CO-0080195,11-50,Healthcare,North America,False,25.9,False,False,
CO-0080196,11-50,Retail/E-commerce,North America,False,19.0,True,True,ACC-000821
CO-0080197,201-1000,Media/Entertainment,EMEA,False,34.3,False,False,
CO-0080198,11-50,Professional Services,APAC,False,14.7,False,False,
CO-0080199,1-10,Technology/SaaS,North America,True,25.1,False,False,
CO-0080200,51-200,Retail/E-commerce,North America,False,38.7,False,False,
CO-0080201,201-1000,Education,LATAM,False,27.2,False,False,
CO-0080202,11-50,Logistics/Supply Chain,North America,False,38.1,False,False,
CO-0080203,201-1000,Manufacturing,North America,False,56.3,False,False,
CO-0080204,1-10,Logistics/Supply Chain,North America,False,25.0,False,False,
CO-0080205,1-10,Technology/SaaS,EMEA,True,29.7,False,False,
CO-0080206,201-1000,Education,EMEA,False,32.9,False,False,
CO-0080207,1-10,Technology/SaaS,North America,False,24.1,False,False,
CO-0080208,5001-20000,Healthcare,North America,False,69.3,False,False,
CO-0080209,201-1000,Professional Services,North America,False,52.1,False,False,
CO-0080210,11-50,Education,North America,False,19.8,False,False,
CO-0080211,51-200,Professional Services,North America,False,37.6,False,False,
CO-0080212,51-200,Public Sector,EMEA,False,49.0,False,False,
CO-0080213,1-10,Retail/E-commerce,North America,False,2.8,False,False,
CO-0080214,11-50,Healthcare,North America,False,28.7,False,False,
CO-0080215,201-1000,Professional Services,EMEA,False,48.8,False,False,
CO-0080216,11-50,Healthcare,North America,False,39.9,True,True,ACC-003251
CO-0080217,1-10,Public Sector,North America,False,17.6,False,False,
CO-0080218,1-10,Professional Services,EMEA,False,12.0,False,False,
CO-0080219,1-10,Healthcare,North America,False,18.7,False,False,
CO-0080220,1-10,Financial Services,North America,False,25.2,False,False,
CO-0080221,11-50,Education,APAC,False,24.8,False,False,
CO-0080222,51-200,Logistics/Supply Chain,North America,False,40.8,False,False,
CO-0080223,1001-5000,Professional Services,EMEA,False,54.8,False,False,
CO-0080224,1-10,Financial Services,EMEA,False,30.6,False,False,
CO-0080225,51-200,Professional Services,North America,False,34.5,False,False,
CO-0080226,11-50,Public Sector,North America,False,29.6,False,False,
CO-0080227,51-200,Manufacturing,North America,False,43.9,False,False,
CO-0080228,1-10,Logistics/Supply Chain,North America,False,14.5,False,False,
CO-0080229,11-50,Technology/SaaS,North America,False,37.8,False,False,
CO-0080230,1-10,Healthcare,North America,True,20.5,False,False,
CO-0080231,51-200,Retail/E-commerce,North America,False,42.2,False,False,
CO-0080232,1-10,Healthcare,North America,False,36.5,False,False,
CO-0080233,1-10,Logistics/Supply Chain,APAC,False,15.1,False,False,
CO-0080234,11-50,Healthcare,APAC,False,29.7,False,False,
CO-0080235,51-200,Healthcare,North America,False,43.9,False,False,
CO-0080236,11-50,Logistics/Supply Chain,North America,False,25.1,True,True,ACC-007444
CO-0080237,11-50,Public Sector,APAC,False,26.3,False,False,
CO-0080238,1-10,Media/Entertainment,North America,False,19.4,False,False,
CO-0080239,1-10,Education,North America,False,15.6,False,False,
CO-0080240,1-10,Professional Services,North America,False,20.6,False,False,
CO-0080241,1-10,Logistics/Supply Chain,North America,False,20.3,False,False,
CO-0080242,1-10,Financial Services,EMEA,True,25.1,False,False,
CO-0080243,1001-5000,Financial Services,EMEA,False,71.6,False,False,
CO-0080244,1-10,Media/Entertainment,EMEA,False,13.0,False,False,
CO-0080245,51-200,Public Sector,North America,False,41.4,False,False,
CO-0080246,11-50,Professional Services,North America,False,28.0,False,False,
CO-0080247,1-10,Financial Services,EMEA,False,34.4,True,True,ACC-005426
CO-0080248,1-10,Technology/SaaS,EMEA,True,28.6,False,False,
CO-0080249,1-10,Retail/E-commerce,North America,True,12.2,False,False,
CO-0080250,1-10,Technology/SaaS,EMEA,True,21.2,False,False,
CO-0080251,201-1000,Media/Entertainment,North America,False,49.6,False,False,
CO-0080252,1001-5000,Financial Services,North America,False,82.1,False,False,
CO-0080253,201-1000,Retail/E-commerce,EMEA,False,50.3,False,False,
CO-0080254,1-10,Professional Services,North America,False,20.0,False,False,
CO-0080255,1-10,Professional Services,LATAM,False,25.7,False,False,
CO-0080256,51-200,Retail/E-commerce,North America,False,43.3,False,False,
CO-0080257,1-10,Education,APAC,False,0.0,False,False,
CO-0080258,1-10,Manufacturing,North America,False,32.7,False,False,
CO-0080259,11-50,Retail/E-commerce,North America,False,17.0,False,False,
CO-0080260,1-10,Technology/SaaS,EMEA,False,18.1,False,False,
CO-0080261,1-10,Media/Entertainment,North America,False,37.9,False,False,
CO-0080262,11-50,Education,APAC,False,12.9,False,False,
CO-0080263,11-50,Media/Entertainment,North America,False,26.7,True,True,ACC-003285
CO-0080264,11-50,Financial Services,North America,False,33.1,False,False,
CO-0080265,1-10,Media/Entertainment,EMEA,False,17.5,False,False,
CO-0080266,1-10,Technology/SaaS,North America,False,16.7,False,False,
CO-0080267,1-10,Retail/E-commerce,LATAM,False,12.7,False,False,
CO-0080268,1-10,Logistics/Supply Chain,North America,False,7.9,False,False,
CO-0080269,51-200,Healthcare,EMEA,False,43.4,False,False,
CO-0080270,1-10,Financial Services,LATAM,False,32.7,False,False,
CO-0080271,1-10,Logistics/Supply Chain,EMEA,False,22.0,False,False,
CO-0080272,51-200,Retail/E-commerce,North America,False,32.3,False,False,
CO-0080273,1-10,Retail/E-commerce,North America,False,5.2,False,False,
CO-0080274,11-50,Healthcare,North America,False,29.4,False,False,
CO-0080275,1-10,Logistics/Supply Chain,North America,False,18.3,False,False,
CO-0080276,1-10,Education,North America,False,16.1,False,False,
CO-0080277,1-10,Logistics/Supply Chain,North America,False,24.0,False,False,
CO-0080278,1001-5000,Manufacturing,North America,False,70.6,False,False,
CO-0080279,11-50,Technology/SaaS,APAC,False,28.9,False,False,
CO-0080280,1-10,Professional Services,EMEA,True,7.0,False,False,
CO-0080281,51-200,Technology/SaaS,APAC,False,52.6,False,False,
CO-0080282,201-1000,Professional Services,EMEA,False,67.1,False,False,
CO-0080283,1-10,Financial Services,North America,True,32.6,False,False,
CO-0080284,11-50,Healthcare,North America,False,26.7,False,False,
CO-0080285,1-10,Retail/E-commerce,North America,False,20.0,False,False,
CO-0080286,11-50,Manufacturing,North America,False,18.9,False,False,
CO-0080287,1-10,Retail/E-commerce,EMEA,True,8.7,False,False,
CO-0080288,1-10,Manufacturing,North America,False,28.2,False,False,
CO-0080289,11-50,Manufacturing,North America,False,30.4,False,False,
CO-0080290,11-50,Media/Entertainment,APAC,False,18.0,False,False,
CO-0080291,11-50,Media/Entertainment,North America,False,31.3,False,False,
CO-0080292,51-200,Technology/SaaS,North America,False,35.2,False,False,
CO-0080293,51-200,Healthcare,North America,False,50.9,False,False,
CO-0080294,51-200,Technology/SaaS,North America,False,44.7,False,False,
CO-0080295,1001-5000,Retail/E-commerce,North America,False,68.6,False,False,
CO-0080296,11-50,Retail/E-commerce,North America,False,25.3,False,False,
CO-0080297,51-200,Financial Services,EMEA,False,35.9,False,False,
CO-0080298,201-1000,Manufacturing,North America,False,61.6,False,False,
CO-0080299,11-50,Retail/E-commerce,North America,False,24.4,False,False,
CO-0080300,1-10,Logistics/Supply Chain,North America,True,23.2,False,False,
CO-0080301,51-200,Professional Services,North America,False,45.7,False,False,
CO-0080302,1-10,Logistics/Supply Chain,North America,False,28.0,False,False,
CO-0080303,1-10,Public Sector,North America,False,22.9,False,False,
CO-0080304,51-200,Professional Services,North America,False,26.4,True,True,ACC-007296
CO-0080305,1-10,Healthcare,North America,True,21.2,False,False,
CO-0080306,1-10,Education,North America,False,26.7,False,False,
CO-0080307,51-200,Healthcare,APAC,False,45.6,False,False,
CO-0080308,1-10,Professional Services,North America,False,20.9,False,False,
CO-0080309,11-50,Professional Services,North America,False,21.6,False,False,
CO-0080310,1-10,Media/Entertainment,North America,False,24.5,False,False,
CO-0080311,1-10,Logistics/Supply Chain,North America,True,16.7,False,False,
CO-0080312,51-200,Manufacturing,EMEA,False,51.5,False,False,
CO-0080313,201-1000,Public Sector,North America,False,50.0,False,False,
CO-0080314,11-50,Retail/E-commerce,North America,False,33.8,True,True,ACC-007443
CO-0080315,11-50,Retail/E-commerce,North America,False,32.4,False,False,
CO-0080316,11-50,Public Sector,North America,False,43.8,False,False,
CO-0080317,1-10,Professional Services,APAC,False,15.4,False,False,
CO-0080318,51-200,Retail/E-commerce,North America,False,45.3,False,False,
CO-0080319,1001-5000,Public Sector,APAC,False,65.4,False,False,
CO-0080320,1-10,Education,North America,False,18.0,False,False,
CO-0080321,1-10,Media/Entertainment,EMEA,True,12.5,False,False,
CO-0080322,1-10,Public Sector,North America,False,20.2,False,False,
CO-0080323,1-10,Financial Services,North America,False,33.7,False,False,
CO-0080324,11-50,Healthcare,North America,False,29.4,True,True,ACC-005672
CO-0080325,1-10,Financial Services,North America,False,25.7,False,False,
CO-0080326,1-10,Retail/E-commerce,North America,False,25.7,False,False,
CO-0080327,1-10,Healthcare,North America,False,25.9,False,False,
CO-0080328,11-50,Manufacturing,North America,False,32.5,False,False,
CO-0080329,1-10,Financial Services,APAC,False,30.2,False,False,
CO-0080330,11-50,Manufacturing,North America,False,25.4,False,False,
CO-0080331,51-200,Media/Entertainment,EMEA,False,28.8,False,False,
CO-0080332,1-10,Financial Services,North America,False,44.4,False,False,
CO-0080333,1-10,Manufacturing,EMEA,False,23.6,False,False,
CO-0080334,11-50,Logistics/Supply Chain,North America,False,22.0,False,False,
CO-0080335,1-10,Technology/SaaS,LATAM,False,30.5,False,False,
CO-0080336,1001-5000,Healthcare,North America,False,68.5,False,False,
CO-0080337,1-10,Education,North America,False,18.0,False,False,
CO-0080338,1-10,Education,North America,False,24.4,False,False,
CO-0080339,1-10,Education,North America,False,3.0,False,False,
CO-0080340,1-10,Technology/SaaS,North America,False,22.5,False,False,
CO-0080341,1-10,Media/Entertainment,EMEA,False,17.8,False,False,
CO-0080342,1-10,Public Sector,North America,False,22.5,False,False,
CO-0080343,1-10,Manufacturing,APAC,False,9.9,False,False,
CO-0080344,1-10,Retail/E-commerce,North America,False,19.1,False,False,
CO-0080345,1-10,Retail/E-commerce,North America,False,25.1,False,False,
CO-0080346,1-10,Financial Services,North America,False,29.8,False,False,
CO-0080347,11-50,Professional Services,North America,False,18.8,False,False,
CO-0080348,1-10,Healthcare,North America,False,33.3,False,False,
CO-0080349,11-50,Manufacturing,North America,False,26.6,True,True,ACC-007674
CO-0080350,51-200,Retail/E-commerce,EMEA,False,35.8,False,False,
CO-0080351,201-1000,Professional Services,North America,False,37.6,False,False,
CO-0080352,201-1000,Logistics/Supply Chain,North America,False,70.5,False,False,
CO-0080353,1-10,Healthcare,North America,False,17.3,False,False,
CO-0080354,1-10,Healthcare,North America,False,27.5,False,False,
CO-0080355,11-50,Professional Services,North America,False,14.4,False,False,
CO-0080356,201-1000,Manufacturing,North America,False,56.4,False,False,
CO-0080357,51-200,Healthcare,APAC,False,31.5,False,False,
CO-0080358,11-50,Logistics/Supply Chain,North America,False,14.3,False,False,
CO-0080359,51-200,Public Sector,EMEA,False,35.2,False,False,
CO-0080360,1-10,Logistics/Supply Chain,EMEA,False,31.1,False,False,
CO-0080361,1-10,Logistics/Supply Chain,North America,False,22.8,False,False,
CO-0080362,201-1000,Logistics/Supply Chain,North America,False,55.4,False,False,
CO-0080363,1001-5000,Professional Services,North America,False,56.9,False,False,
CO-0080364,51-200,Professional Services,EMEA,False,33.6,False,False,
CO-0080365,1-10,Financial Services,North America,False,29.0,False,False,
CO-0080366,1-10,Education,North America,False,12.3,False,False,
CO-0080367,1-10,Professional Services,EMEA,False,13.0,False,False,
CO-0080368,1-10,Manufacturing,EMEA,True,14.7,False,False,
CO-0080369,1-10,Healthcare,North America,False,28.9,False,False,
CO-0080370,1-10,Technology/SaaS,APAC,False,22.0,True,True,ACC-003110
CO-0080371,1-10,Technology/SaaS,EMEA,False,22.6,False,False,
CO-0080372,201-1000,Professional Services,North America,False,53.1,False,False,
CO-0080373,1-10,Technology/SaaS,North America,False,18.5,False,False,
CO-0080374,1-10,Media/Entertainment,North America,False,13.6,False,False,
CO-0080375,1-10,Professional Services,North America,True,23.8,False,False,
CO-0080376,51-200,Media/Entertainment,LATAM,False,35.9,True,True,ACC-007328
CO-0080377,11-50,Logistics/Supply Chain,LATAM,False,28.3,False,False,
CO-0080378,11-50,Public Sector,North America,False,34.4,False,False,
CO-0080379,11-50,Education,North America,False,11.4,False,False,
CO-0080380,1-10,Education,North America,False,13.2,False,False,
CO-0080381,51-200,Technology/SaaS,EMEA,False,32.7,False,False,
CO-0080382,1-10,Healthcare,APAC,False,24.3,False,False,
CO-0080383,51-200,Education,North America,False,39.1,False,False,
CO-0080384,201-1000,Media/Entertainment,North America,False,49.7,False,False,
CO-0080385,1-10,Manufacturing,LATAM,True,11.6,False,False,
CO-0080386,1-10,Media/Entertainment,EMEA,True,25.9,False,False,
CO-0080387,5001-20000,Technology/SaaS,LATAM,False,72.0,True,True,ACC-000413
CO-0080388,1001-5000,Logistics/Supply Chain,APAC,False,56.2,False,False,
CO-0080389,11-50,Technology/SaaS,EMEA,False,25.9,False,False,
CO-0080390,1-10,Professional Services,EMEA,False,23.3,False,False,
CO-0080391,11-50,Media/Entertainment,North America,False,19.6,False,False,
CO-0080392,11-50,Education,North America,False,21.8,False,False,
CO-0080393,1-10,Media/Entertainment,APAC,False,23.2,False,False,
CO-0080394,51-200,Technology/SaaS,EMEA,False,47.4,False,False,
CO-0080395,1-10,Media/Entertainment,North America,False,28.8,False,False,
CO-0080396,51-200,Healthcare,North America,False,36.4,False,False,
CO-0080397,11-50,Logistics/Supply Chain,EMEA,False,28.2,False,False,
CO-0080398,1-10,Healthcare,LATAM,True,26.2,False,False,
CO-0080399,1-10,Professional Services,North America,False,27.8,False,False,
CO-0080400,11-50,Media/Entertainment,APAC,False,17.8,False,False,
CO-0080401,11-50,Education,EMEA,False,24.2,False,False,
CO-0080402,11-50,Public Sector,North America,False,33.6,False,False,
CO-0080403,51-200,Retail/E-commerce,EMEA,False,29.4,False,False,
CO-0080404,11-50,Manufacturing,APAC,False,25.3,False,False,
CO-0080405,1-10,Education,APAC,False,6.7,False,False,
CO-0080406,11-50,Professional Services,North America,False,28.2,False,False,
CO-0080407,1-10,Media/Entertainment,LATAM,False,3.7,False,False,
CO-0080408,1-10,Retail/E-commerce,APAC,False,13.6,False,False,
CO-0080409,5001-20000,Technology/SaaS,EMEA,False,68.3,False,False,
CO-0080410,11-50,Media/Entertainment,North America,False,28.8,False,False,
CO-0080411,1-10,Professional Services,EMEA,False,22.0,False,False,
CO-0080412,1-10,Education,North America,False,16.0,False,False,
CO-0080413,1-10,Financial Services,North America,True,27.0,False,False,
CO-0080414,51-200,Retail/E-commerce,North America,False,23.4,False,False,
CO-0080415,51-200,Public Sector,North America,False,51.5,False,False,
CO-0080416,11-50,Professional Services,North America,False,18.2,False,False,
CO-0080417,51-200,Public Sector,North America,False,42.9,False,False,
CO-0080418,11-50,Retail/E-commerce,EMEA,False,16.3,False,False,
CO-0080419,51-200,Professional Services,North America,False,34.0,False,False,
CO-0080420,51-200,Education,EMEA,False,32.5,False,False,
CO-0080421,11-50,Logistics/Supply Chain,EMEA,False,28.6,False,False,
CO-0080422,1-10,Healthcare,North America,False,14.6,False,False,
CO-0080423,51-200,Financial Services,North America,False,63.1,False,False,
CO-0080424,51-200,Professional Services,EMEA,False,39.1,False,False,
CO-0080425,11-50,Technology/SaaS,APAC,False,34.7,False,False,
CO-0080426,51-200,Technology/SaaS,APAC,False,43.4,False,False,
CO-0080427,11-50,Retail/E-commerce,EMEA,False,9.1,False,False,
CO-0080428,1-10,Public Sector,North America,False,22.1,False,False,
CO-0080429,51-200,Public Sector,North America,False,35.7,False,False,
CO-0080430,11-50,Manufacturing,EMEA,False,45.5,False,False,
CO-0080431,1001-5000,Education,North America,False,64.3,True,True,ACC-000388
CO-0080432,1-10,Financial Services,LATAM,True,16.0,False,False,
CO-0080433,201-1000,Professional Services,North America,False,47.5,False,False,
CO-0080434,1-10,Education,EMEA,False,5.3,False,False,
CO-0080435,1-10,Technology/SaaS,North America,False,31.0,False,False,
CO-0080436,1-10,Retail/E-commerce,EMEA,True,12.8,False,False,
CO-0080437,1-10,Manufacturing,North America,False,29.9,False,False,
CO-0080438,11-50,Retail/E-commerce,EMEA,False,20.7,False,False,
CO-0080439,11-50,Manufacturing,North America,False,46.1,False,False,
CO-0080440,51-200,Financial Services,North America,False,49.2,False,False,
CO-0080441,201-1000,Healthcare,North America,False,60.3,False,False,
CO-0080442,1-10,Media/Entertainment,EMEA,False,15.1,False,False,
CO-0080443,51-200,Professional Services,North America,False,27.8,False,False,
CO-0080444,1001-5000,Healthcare,North America,False,70.4,False,False,
CO-0080445,1-10,Logistics/Supply Chain,North America,False,15.6,False,False,
CO-0080446,1-10,Media/Entertainment,North America,True,19.9,False,False,
CO-0080447,1-10,Healthcare,North America,False,21.6,False,False,
CO-0080448,20000+,Retail/E-commerce,North America,False,77.5,False,False,
CO-0080449,1001-5000,Technology/SaaS,North America,False,71.4,False,False,
CO-0080450,51-200,Financial Services,EMEA,False,50.8,False,False,
CO-0080451,1-10,Media/Entertainment,APAC,False,8.3,False,False,
CO-0080452,11-50,Logistics/Supply Chain,EMEA,False,27.5,False,False,
CO-0080453,201-1000,Education,North America,False,39.2,False,False,
CO-0080454,1-10,Education,EMEA,True,22.5,False,False,
CO-0080455,1-10,Public Sector,APAC,True,12.5,False,False,
CO-0080456,1-10,Retail/E-commerce,North America,True,14.2,False,False,
CO-0080457,201-1000,Technology/SaaS,APAC,False,39.2,False,False,
CO-0080458,11-50,Professional Services,North America,False,34.1,False,False,
CO-0080459,11-50,Logistics/Supply Chain,APAC,False,26.5,False,False,
CO-0080460,1-10,Logistics/Supply Chain,LATAM,False,21.5,False,False,
CO-0080461,1-10,Education,EMEA,False,7.6,True,True,ACC-001357
CO-0080462,51-200,Healthcare,LATAM,False,43.2,False,False,
CO-0080463,1-10,Media/Entertainment,North America,False,32.9,False,False,
CO-0080464,11-50,Education,EMEA,False,32.0,False,False,
CO-0080465,11-50,Logistics/Supply Chain,North America,False,16.5,False,False,
CO-0080466,1-10,Media/Entertainment,APAC,True,16.7,False,False,
CO-0080467,11-50,Professional Services,North America,False,28.7,False,False,
CO-0080468,1-10,Technology/SaaS,North America,False,25.2,False,False,
CO-0080469,11-50,Manufacturing,EMEA,False,29.4,False,False,
CO-0080470,11-50,Professional Services,EMEA,False,20.8,False,False,
CO-0080471,1-10,Healthcare,North America,False,16.1,False,False,
CO-0080472,1-10,Education,EMEA,False,8.9,False,False,
CO-0080473,1-10,Public Sector,North America,False,29.2,False,False,
CO-0080474,201-1000,Retail/E-commerce,North America,False,41.3,False,False,
CO-0080475,11-50,Retail/E-commerce,North America,False,27.6,False,False,
CO-0080476,11-50,Manufacturing,EMEA,False,34.0,False,False,
CO-0080477,1001-5000,Professional Services,North America,False,48.7,False,False,
CO-0080478,11-50,Retail/E-commerce,APAC,False,20.9,True,True,ACC-007373
CO-0080479,1-10,Retail/E-commerce,EMEA,False,19.2,False,False,
CO-0080480,51-200,Education,North America,False,35.9,True,True,ACC-000933
CO-0080481,1001-5000,Professional Services,North America,False,68.7,False,False,
CO-0080482,1001-5000,Public Sector,APAC,False,71.0,False,False,
CO-0080483,1-10,Logistics/Supply Chain,EMEA,False,16.9,False,False,
CO-0080484,11-50,Education,North America,False,10.2,False,False,
CO-0080485,1-10,Professional Services,APAC,False,6.9,False,False,
CO-0080486,1-10,Healthcare,EMEA,True,18.5,False,False,
CO-0080487,1-10,Financial Services,EMEA,False,46.1,False,False,
CO-0080488,1-10,Financial Services,EMEA,False,35.7,False,False,
CO-0080489,1-10,Professional Services,North America,False,19.5,True,True,ACC-002023
CO-0080490,1-10,Retail/E-commerce,North America,False,12.5,False,False,
CO-0080491,11-50,Professional Services,North America,False,28.3,True,True,ACC-006230
CO-0080492,1-10,Technology/SaaS,North America,False,35.7,False,False,
CO-0080493,11-50,Financial Services,EMEA,False,24.2,False,False,
CO-0080494,1-10,Retail/E-commerce,EMEA,True,24.7,False,False,
CO-0080495,11-50,Healthcare,North America,False,35.3,False,False,
CO-0080496,201-1000,Public Sector,North America,False,55.6,False,False,
CO-0080497,11-50,Media/Entertainment,North America,False,21.5,False,False,
CO-0080498,1-10,Retail/E-commerce,North America,False,17.6,False,False,
CO-0080499,1-10,Retail/E-commerce,North America,False,14.7,False,False,
CO-0080500,51-200,Retail/E-commerce,APAC,False,44.4,False,False,
CO-0080501,1-10,Financial Services,EMEA,True,12.6,False,False,
CO-0080502,11-50,Healthcare,EMEA,False,35.8,False,False,
CO-0080503,11-50,Manufacturing,APAC,False,33.7,False,False,
CO-0080504,1-10,Healthcare,APAC,True,25.1,False,False,
CO-0080505,1-10,Public Sector,APAC,False,25.8,True,True,ACC-007426
CO-0080506,51-200,Professional Services,North America,False,37.5,False,False,
CO-0080507,1-10,Technology/SaaS,North America,False,29.2,False,False,
CO-0080508,11-50,Healthcare,EMEA,False,26.3,False,False,
CO-0080509,1-10,Logistics/Supply Chain,EMEA,False,22.0,False,False,
CO-0080510,11-50,Public Sector,North America,False,28.9,True,True,ACC-003601
CO-0080511,11-50,Manufacturing,North America,False,33.5,False,False,
CO-0080512,11-50,Technology/SaaS,EMEA,False,35.5,False,False,
CO-0080513,1-10,Financial Services,EMEA,False,34.6,False,False,
CO-0080514,1-10,Media/Entertainment,APAC,False,10.2,False,False,
CO-0080515,11-50,Public Sector,APAC,False,34.3,False,False,
CO-0080516,11-50,Retail/E-commerce,North America,False,26.7,False,False,
CO-0080517,11-50,Healthcare,APAC,False,24.2,False,False,
CO-0080518,11-50,Financial Services,North America,False,36.5,False,False,
CO-0080519,11-50,Manufacturing,APAC,False,21.0,False,False,
CO-0080520,1-10,Technology/SaaS,North America,False,35.4,False,False,
CO-0080521,1-10,Professional Services,North America,False,8.7,False,False,
CO-0080522,51-200,Retail/E-commerce,North America,False,37.1,True,True,ACC-004938
CO-0080523,11-50,Retail/E-commerce,North America,False,17.7,False,False,
