ticket_id,account_id,segment,created_date,resolved_date,severity,resolution_time_hours,csat_score
TCK-0008483,ACC-002377,SMB,2025-03-20,2025-03-20,low,11.1,
TCK-0008484,ACC-002377,SMB,2025-05-25,2025-05-25,low,17.0,
TCK-0008485,ACC-002379,SMB,2024-12-20,2024-12-20,low,16.4,
TCK-0008486,ACC-002382,SMB,2024-12-09,2024-12-11,medium,58.9,
TCK-0008487,ACC-002382,SMB,2025-02-03,2025-02-04,medium,25.9,
TCK-0008488,ACC-002382,SMB,2025-09-17,2025-09-18,medium,28.6,4.0
TCK-0008489,ACC-002383,SMB,2024-06-13,2024-06-13,medium,13.6,4.0
TCK-0008490,ACC-002383,SMB,2024-12-04,2024-12-07,high,95.3,
TCK-0008491,ACC-002383,SMB,2025-02-11,2025-02-13,high,51.6,
TCK-0008492,ACC-002385,SMB,2023-12-29,2023-12-29,medium,5.8,5.0
TCK-0008493,ACC-002385,SMB,2024-07-28,2024-07-28,low,23.2,4.0
TCK-0008494,ACC-002385,SMB,2025-07-02,2025-07-02,low,17.1,
TCK-0008495,ACC-002387,SMB,2025-12-17,,high,,
TCK-0008496,ACC-002390,SMB,2025-10-20,2025-10-20,low,8.2,5.0
TCK-0008497,ACC-002391,SMB,2024-08-28,2024-08-28,low,17.3,4.0
TCK-0008498,ACC-002391,SMB,2025-01-27,2025-01-27,low,14.9,
TCK-0008499,ACC-002391,SMB,2025-05-21,2025-05-21,low,7.4,
TCK-0008500,ACC-002392,SMB,2025-03-17,2025-03-17,low,11.2,
TCK-0008501,ACC-002392,SMB,2025-09-09,2025-09-09,low,13.0,4.0
TCK-0008502,ACC-002392,SMB,2025-12-09,,low,,
TCK-0008503,ACC-002393,SMB,2021-08-17,2021-08-17,low,14.6,
TCK-0008504,ACC-002393,SMB,2022-05-27,2022-05-28,medium,45.6,4.0
TCK-0008505,ACC-002393,SMB,2022-06-11,2022-06-11,low,2.2,
TCK-0008506,ACC-002393,SMB,2022-12-20,2022-12-20,low,21.9,5.0
TCK-0008507,ACC-002393,SMB,2023-03-23,2023-03-23,low,17.7,
TCK-0008508,ACC-002393,SMB,2025-07-24,2025-07-25,medium,24.2,
TCK-0008509,ACC-002393,SMB,2025-09-21,2025-09-21,low,12.8,5.0
TCK-0008510,ACC-002394,SMB,2025-09-28,2025-09-28,medium,7.3,4.0
TCK-0008511,ACC-002396,SMB,2023-06-28,2023-06-30,medium,64.8,
TCK-0008512,ACC-002396,SMB,2023-08-11,2023-08-13,medium,48.6,
TCK-0008513,ACC-002396,SMB,2023-11-09,2023-11-09,high,20.9,
TCK-0008514,ACC-002396,SMB,2024-02-22,2024-02-23,critical,33.3,2.0
TCK-0008515,ACC-002396,SMB,2024-04-01,2024-04-01,low,4.8,5.0
TCK-0008516,ACC-002397,SMB,2025-04-14,2025-04-14,low,7.7,
TCK-0008517,ACC-002397,SMB,2025-05-11,2025-05-11,medium,19.5,4.0
TCK-0008518,ACC-002397,SMB,2025-05-10,2025-05-10,low,2.2,
TCK-0008519,ACC-002398,SMB,2025-07-22,2025-07-23,critical,43.4,
TCK-0008520,ACC-002399,SMB,2023-10-07,2023-10-07,low,5.6,4.0
TCK-0008521,ACC-002399,SMB,2023-11-17,2023-11-17,medium,5.7,4.0
TCK-0008522,ACC-002399,SMB,2024-12-14,2024-12-15,high,39.1,
TCK-0008523,ACC-002399,SMB,2025-02-27,2025-02-27,low,17.4,5.0
TCK-0008524,ACC-002401,SMB,2025-10-13,2025-10-13,low,8.2,
TCK-0008525,ACC-002402,SMB,2024-07-17,2024-07-17,low,16.0,
TCK-0008526,ACC-002402,SMB,2024-08-05,2024-08-05,low,17.5,
TCK-0008527,ACC-002403,SMB,2021-02-23,2021-02-26,high,87.1,2.0
TCK-0008528,ACC-002403,SMB,2021-04-11,2021-04-11,low,5.3,4.0
TCK-0008529,ACC-002403,SMB,2022-10-12,2022-10-15,high,82.7,3.0
TCK-0008530,ACC-002404,SMB,2024-09-03,2024-09-03,medium,7.0,
TCK-0008531,ACC-002405,SMB,2025-10-04,2025-10-06,medium,64.6,
TCK-0008532,ACC-002406,SMB,2020-07-24,2020-07-28,high,117.4,
TCK-0008533,ACC-002406,SMB,2020-07-30,2020-07-30,low,11.8,
TCK-0008534,ACC-002406,SMB,2020-08-29,2020-08-29,low,1.6,
TCK-0008535,ACC-002408,SMB,2025-10-26,2025-10-26,medium,15.5,5.0
TCK-0008536,ACC-002409,SMB,2024-04-24,2024-04-24,low,14.8,
TCK-0008537,ACC-002409,SMB,2025-01-17,2025-01-17,critical,3.4,
TCK-0008538,ACC-002409,SMB,2025-06-17,2025-06-17,low,18.0,
TCK-0008539,ACC-002410,SMB,2022-06-29,2022-06-29,low,20.7,
TCK-0008540,ACC-002410,SMB,2023-07-13,2023-07-13,high,21.6,4.0
TCK-0008541,ACC-002410,SMB,2024-03-21,2024-03-21,low,22.4,4.0
TCK-0008542,ACC-002410,SMB,2024-09-30,2024-09-30,low,1.1,
TCK-0008543,ACC-002411,SMB,2024-09-25,2024-09-26,medium,25.8,
TCK-0008544,ACC-002411,SMB,2024-10-20,2024-10-20,medium,18.2,
TCK-0008545,ACC-002411,SMB,2024-12-18,2024-12-18,medium,20.4,
TCK-0008546,ACC-002411,SMB,2025-02-05,2025-02-05,critical,22.2,
TCK-0008547,ACC-002411,SMB,2025-09-03,2025-09-04,medium,28.2,
TCK-0008548,ACC-002411,SMB,2025-12-28,,low,,
TCK-0008549,ACC-002412,SMB,2024-02-26,2024-02-26,low,15.4,
TCK-0008550,ACC-002412,SMB,2024-09-02,2024-09-02,low,8.9,5.0
TCK-0008551,ACC-002412,SMB,2025-04-09,2025-04-09,low,7.5,
TCK-0008552,ACC-002413,SMB,2021-06-24,2021-06-24,low,14.8,
TCK-0008553,ACC-002413,SMB,2021-08-20,2021-08-20,low,14.3,
TCK-0008554,ACC-002413,SMB,2021-09-29,2021-09-29,low,1.9,
TCK-0008555,ACC-002413,SMB,2022-07-18,2022-07-18,medium,15.3,
TCK-0008556,ACC-002413,SMB,2023-02-01,2023-02-01,low,4.2,4.0
TCK-0008557,ACC-002413,SMB,2023-06-05,2023-06-05,low,4.8,
TCK-0008558,ACC-002413,SMB,2025-04-13,2025-04-13,low,5.6,
TCK-0008559,ACC-002415,SMB,2021-01-04,2021-01-04,low,1.5,4.0
TCK-0008560,ACC-002415,SMB,2021-05-23,2021-05-23,low,2.4,
TCK-0008561,ACC-002415,SMB,2022-03-12,2022-03-14,high,60.6,3.0
TCK-0008562,ACC-002416,SMB,2025-06-29,2025-06-29,low,16.7,
TCK-0008563,ACC-002416,SMB,2025-07-21,2025-07-21,low,17.9,
TCK-0008564,ACC-002416,SMB,2025-09-03,2025-09-07,high,116.7,3.0
TCK-0008565,ACC-002416,SMB,2025-09-28,2025-09-30,medium,65.5,
TCK-0008566,ACC-002418,SMB,2024-11-29,2024-11-29,low,5.3,
TCK-0008567,ACC-002418,SMB,2024-12-31,2024-12-31,low,22.0,
TCK-0008568,ACC-002419,Commercial,2022-02-09,2022-02-11,medium,66.0,
TCK-0008569,ACC-002419,Commercial,2022-02-22,2022-02-22,medium,19.7,
TCK-0008570,ACC-002419,Commercial,2022-07-28,2022-07-28,low,11.7,
TCK-0008571,ACC-002419,Commercial,2022-09-14,2022-09-14,medium,6.3,
TCK-0008572,ACC-002419,Commercial,2023-03-14,2023-03-16,high,71.6,
TCK-0008573,ACC-002419,Commercial,2023-09-09,2023-09-09,low,3.1,
TCK-0008574,ACC-002419,Commercial,2024-03-12,2024-03-13,medium,47.0,4.0
TCK-0008575,ACC-002419,Commercial,2024-10-19,2024-10-19,low,13.0,5.0
TCK-0008576,ACC-002419,Commercial,2025-02-15,2025-02-16,medium,30.8,
TCK-0008577,ACC-002419,Commercial,2025-06-14,2025-06-14,low,7.4,4.0
TCK-0008578,ACC-002419,Commercial,2025-07-05,2025-07-05,low,3.5,4.0
TCK-0008579,ACC-002420,SMB,2024-10-15,2024-10-15,low,1.5,
TCK-0008580,ACC-002420,SMB,2025-03-07,2025-03-07,low,9.6,
TCK-0008581,ACC-002420,SMB,2025-06-18,2025-06-18,low,6.1,
TCK-0008582,ACC-002421,SMB,2025-10-13,2025-10-13,low,1.1,
TCK-0008583,ACC-002423,SMB,2024-04-16,2024-04-16,low,12.2,
TCK-0008584,ACC-002423,SMB,2024-10-30,2024-10-30,low,19.7,5.0
TCK-0008585,ACC-002423,SMB,2025-02-03,2025-02-03,medium,7.2,
TCK-0008586,ACC-002423,SMB,2025-03-08,2025-03-09,medium,25.2,
TCK-0008587,ACC-002424,SMB,2021-10-29,2021-10-29,medium,20.6,4.0
TCK-0008588,ACC-002424,SMB,2021-10-30,2021-11-01,medium,71.3,4.0
TCK-0008589,ACC-002424,SMB,2022-08-09,2022-08-11,high,71.1,
TCK-0008590,ACC-002424,SMB,2023-04-13,2023-04-14,high,34.9,
TCK-0008591,ACC-002424,SMB,2024-08-21,2024-08-21,low,9.4,4.0
TCK-0008592,ACC-002424,SMB,2025-07-04,2025-07-04,low,9.3,4.0
TCK-0008593,ACC-002424,SMB,2025-09-26,2025-09-28,medium,68.4,
TCK-0008594,ACC-002425,SMB,2022-01-05,2022-01-05,low,12.8,
TCK-0008595,ACC-002425,SMB,2022-04-15,2022-04-15,low,4.1,5.0
TCK-0008596,ACC-002425,SMB,2022-05-17,2022-05-20,high,90.2,
TCK-0008597,ACC-002425,SMB,2022-09-12,2022-09-12,low,6.5,
TCK-0008598,ACC-002425,SMB,2023-06-14,2023-06-18,high,115.7,3.0
TCK-0008599,ACC-002425,SMB,2023-07-22,2023-07-22,low,19.5,5.0
TCK-0008600,ACC-002425,SMB,2024-02-03,2024-02-05,medium,62.4,4.0
TCK-0008601,ACC-002425,SMB,2024-04-20,2024-04-20,low,7.6,5.0
TCK-0008602,ACC-002425,SMB,2024-07-13,2024-07-13,low,20.4,
TCK-0008603,ACC-002425,SMB,2024-09-27,2024-09-27,low,4.9,4.0
TCK-0008604,ACC-002425,SMB,2025-06-20,2025-06-20,low,15.7,5.0
TCK-0008605,ACC-002425,SMB,2025-06-11,2025-06-12,medium,26.7,5.0
TCK-0008606,ACC-002425,SMB,2025-10-28,2025-10-28,medium,7.1,5.0
TCK-0008607,ACC-002425,SMB,2025-11-03,2025-11-03,low,6.4,5.0
TCK-0008608,ACC-002425,SMB,2025-12-25,,low,,
TCK-0008609,ACC-002427,SMB,2024-11-15,2024-11-17,medium,49.2,4.0
TCK-0008610,ACC-002428,SMB,2025-05-14,2025-05-14,low,12.4,5.0
TCK-0008611,ACC-002428,SMB,2025-06-29,2025-06-30,medium,45.9,
TCK-0008612,ACC-002428,SMB,2025-06-30,2025-06-30,low,6.0,3.0
TCK-0008613,ACC-002430,SMB,2023-11-29,2023-11-29,low,20.3,
TCK-0008614,ACC-002430,SMB,2024-09-13,2024-09-13,low,6.6,4.0
TCK-0008615,ACC-002430,SMB,2025-11-25,2025-11-25,medium,19.9,
TCK-0008616,ACC-002431,SMB,2025-11-05,2025-11-05,low,15.1,3.0
TCK-0008617,ACC-002432,SMB,2024-10-28,2024-10-28,low,2.0,
TCK-0008618,ACC-002432,SMB,2024-11-09,2024-11-09,low,10.8,
TCK-0008619,ACC-002432,SMB,2024-12-25,2024-12-25,medium,6.3,
TCK-0008620,ACC-002432,SMB,2025-06-14,2025-06-18,high,118.6,4.0
TCK-0008621,ACC-002434,SMB,2025-08-14,2025-08-14,low,12.1,5.0
TCK-0008622,ACC-002434,SMB,2025-11-11,2025-11-12,medium,32.7,
TCK-0008623,ACC-002435,SMB,2025-09-17,2025-09-17,low,6.8,5.0
TCK-0008624,ACC-002435,SMB,2025-12-18,,low,,
TCK-0008625,ACC-002436,SMB,2022-11-28,2022-11-30,medium,59.1,
TCK-0008626,ACC-002436,SMB,2022-12-26,2022-12-27,medium,36.5,5.0
TCK-0008627,ACC-002436,SMB,2023-11-12,2023-11-15,high,88.6,
TCK-0008628,ACC-002437,SMB,2025-01-16,2025-01-16,medium,16.6,4.0
TCK-0008629,ACC-002437,SMB,2025-05-08,2025-05-08,low,7.4,4.0
TCK-0008630,ACC-002437,SMB,2025-09-09,2025-09-09,low,19.0,5.0
TCK-0008631,ACC-002438,SMB,2024-11-27,2024-11-28,medium,45.2,
TCK-0008632,ACC-002438,SMB,2024-11-29,2024-11-29,low,4.0,5.0
TCK-0008633,ACC-002438,SMB,2024-12-08,2024-12-08,low,14.4,
TCK-0008634,ACC-002438,SMB,2025-03-30,2025-03-30,low,14.2,5.0
TCK-0008635,ACC-002438,SMB,2025-11-26,2025-11-26,low,14.1,5.0
TCK-0008636,ACC-002439,SMB,2025-07-22,2025-07-22,low,21.0,4.0
TCK-0008637,ACC-002440,Commercial,2025-06-06,2025-06-06,low,5.6,5.0
TCK-0008638,ACC-002440,Commercial,2025-09-03,2025-09-03,low,17.3,
TCK-0008639,ACC-002441,SMB,2021-04-03,2021-04-03,low,23.6,4.0
TCK-0008640,ACC-002441,SMB,2022-07-06,2022-07-06,low,9.3,
TCK-0008641,ACC-002441,SMB,2022-08-06,2022-08-06,low,13.3,
TCK-0008642,ACC-002442,SMB,2024-11-08,2024-11-12,high,102.8,
TCK-0008643,ACC-002442,SMB,2025-03-11,2025-03-11,low,15.7,3.0
TCK-0008644,ACC-002443,Commercial,2020-08-26,2020-08-26,low,15.8,5.0
TCK-0008645,ACC-002443,Commercial,2020-10-07,2020-10-07,low,22.0,
TCK-0008646,ACC-002443,Commercial,2020-10-20,2020-10-20,low,16.6,5.0
TCK-0008647,ACC-002443,Commercial,2021-01-03,2021-01-04,medium,40.8,
TCK-0008648,ACC-002443,Commercial,2021-12-19,2021-12-19,low,10.3,
TCK-0008649,ACC-002443,Commercial,2022-02-04,2022-02-05,critical,41.9,
TCK-0008650,ACC-002443,Commercial,2022-02-19,2022-02-19,medium,10.9,2.0
TCK-0008651,ACC-002443,Commercial,2022-03-27,2022-03-28,medium,40.3,
TCK-0008652,ACC-002443,Commercial,2022-07-19,2022-07-20,medium,25.9,4.0
TCK-0008653,ACC-002443,Commercial,2023-02-02,2023-02-04,medium,68.8,4.0
TCK-0008654,ACC-002443,Commercial,2023-02-06,2023-02-10,high,96.8,2.0
TCK-0008655,ACC-002443,Commercial,2023-05-21,2023-05-23,medium,60.3,4.0
TCK-0008656,ACC-002443,Commercial,2023-06-08,2023-06-08,low,8.0,
TCK-0008657,ACC-002443,Commercial,2023-07-23,2023-07-23,low,13.5,4.0
TCK-0008658,ACC-002443,Commercial,2023-08-22,2023-08-22,low,14.2,
TCK-0008659,ACC-002443,Commercial,2023-11-30,2023-11-30,critical,15.4,
TCK-0008660,ACC-002443,Commercial,2024-02-23,2024-02-23,low,10.1,4.0
TCK-0008661,ACC-002443,Commercial,2024-04-19,2024-04-19,low,1.9,
TCK-0008662,ACC-002443,Commercial,2024-11-24,2024-11-24,low,8.9,4.0
TCK-0008663,ACC-002443,Commercial,2025-02-10,2025-02-11,high,35.8,3.0
TCK-0008664,ACC-002443,Commercial,2025-03-29,2025-03-30,medium,28.8,
TCK-0008665,ACC-002443,Commercial,2025-11-29,2025-11-29,low,19.2,
TCK-0008666,ACC-002445,SMB,2024-12-08,2024-12-08,low,10.4,4.0
TCK-0008667,ACC-002445,SMB,2025-02-03,2025-02-03,low,4.9,
TCK-0008668,ACC-002446,SMB,2024-07-27,2024-07-29,medium,65.9,4.0
TCK-0008669,ACC-002446,SMB,2024-12-22,2024-12-22,medium,22.4,
TCK-0008670,ACC-002446,SMB,2025-04-18,2025-04-19,medium,40.9,3.0
TCK-0008671,ACC-002446,SMB,2025-12-17,,low,,
TCK-0008672,ACC-002448,SMB,2023-04-16,2023-04-16,low,5.1,
TCK-0008673,ACC-002448,SMB,2023-04-13,2023-04-15,medium,59.5,
TCK-0008674,ACC-002448,SMB,2023-09-02,2023-09-02,medium,5.2,
TCK-0008675,ACC-002448,SMB,2023-10-10,2023-10-12,medium,62.9,
TCK-0008676,ACC-002448,SMB,2024-06-08,2024-06-08,critical,19.7,
TCK-0008677,ACC-002448,SMB,2024-12-08,2024-12-10,medium,62.3,5.0
TCK-0008678,ACC-002448,SMB,2025-02-21,2025-02-21,low,9.1,
TCK-0008679,ACC-002448,SMB,2025-03-22,2025-03-23,medium,38.4,
TCK-0008680,ACC-002448,SMB,2025-08-05,2025-08-05,low,7.5,
TCK-0008681,ACC-002448,SMB,2025-10-01,2025-10-02,medium,27.1,4.0
TCK-0008682,ACC-002449,SMB,2024-05-23,2024-05-23,low,20.2,4.0
TCK-0008683,ACC-002449,SMB,2024-07-07,2024-07-07,critical,2.4,2.0
TCK-0008684,ACC-002449,SMB,2025-07-07,2025-07-08,medium,40.1,4.0
TCK-0008685,ACC-002450,SMB,2024-10-23,2024-10-26,high,79.5,
TCK-0008686,ACC-002450,SMB,2025-01-26,2025-01-26,low,17.8,4.0
TCK-0008687,ACC-002451,SMB,2025-08-09,2025-08-09,low,13.2,
TCK-0008688,ACC-002452,Commercial,2023-08-18,2023-08-19,medium,26.6,
TCK-0008689,ACC-002452,Commercial,2023-08-18,2023-08-18,low,22.2,
TCK-0008690,ACC-002452,Commercial,2023-08-03,2023-08-03,medium,10.5,4.0
TCK-0008691,ACC-002452,Commercial,2023-08-24,2023-08-24,low,16.8,5.0
TCK-0008692,ACC-002452,Commercial,2024-02-08,2024-02-08,low,18.9,4.0
TCK-0008693,ACC-002452,Commercial,2024-06-14,2024-06-14,low,8.4,5.0
TCK-0008694,ACC-002452,Commercial,2024-07-04,2024-07-05,medium,32.8,
TCK-0008695,ACC-002452,Commercial,2024-07-16,2024-07-16,low,12.9,
TCK-0008696,ACC-002452,Commercial,2024-11-14,2024-11-14,low,6.1,3.0
TCK-0008697,ACC-002452,Commercial,2025-12-08,,low,,
TCK-0008698,ACC-002453,SMB,2023-09-24,2023-09-24,medium,19.1,
TCK-0008699,ACC-002453,SMB,2023-09-26,2023-09-26,low,16.8,
TCK-0008700,ACC-002453,SMB,2023-09-26,2023-09-26,low,11.6,
TCK-0008701,ACC-002453,SMB,2023-09-24,2023-09-25,medium,44.9,
TCK-0008702,ACC-002453,SMB,2025-06-25,2025-06-26,medium,44.8,5.0
TCK-0008703,ACC-002454,SMB,2024-02-29,2024-02-29,low,22.2,
TCK-0008704,ACC-002454,SMB,2025-01-29,2025-01-29,low,6.1,4.0
TCK-0008705,ACC-002454,SMB,2025-03-10,2025-03-11,medium,41.1,3.0
TCK-0008706,ACC-002454,SMB,2025-07-21,2025-07-21,low,5.2,5.0
TCK-0008707,ACC-002455,SMB,2024-11-18,2024-11-21,high,73.1,
TCK-0008708,ACC-002455,SMB,2025-01-16,2025-01-18,medium,65.5,
TCK-0008709,ACC-002455,SMB,2025-03-19,2025-03-19,low,8.8,3.0
TCK-0008710,ACC-002455,SMB,2025-07-21,2025-07-21,low,18.8,
TCK-0008711,ACC-002455,SMB,2025-12-25,,low,,
TCK-0008712,ACC-002456,SMB,2025-11-12,2025-11-12,low,14.1,3.0
TCK-0008713,ACC-002458,SMB,2021-11-21,2021-11-21,low,10.1,
TCK-0008714,ACC-002458,SMB,2022-04-18,2022-04-20,medium,52.9,
TCK-0008715,ACC-002458,SMB,2022-12-28,2022-12-28,low,7.8,4.0
TCK-0008716,ACC-002459,Commercial,2024-04-26,2024-04-26,low,5.7,
TCK-0008717,ACC-002459,Commercial,2024-06-14,2024-06-14,low,12.2,
TCK-0008718,ACC-002459,Commercial,2025-08-20,2025-08-20,low,4.7,5.0
TCK-0008719,ACC-002460,SMB,2023-01-13,2023-01-13,low,3.2,5.0
TCK-0008720,ACC-002460,SMB,2023-03-29,2023-03-30,medium,26.2,3.0
TCK-0008721,ACC-002460,SMB,2023-09-03,2023-09-03,low,22.7,4.0
TCK-0008722,ACC-002460,SMB,2024-10-30,2024-11-01,medium,63.9,
TCK-0008723,ACC-002460,SMB,2025-12-18,,medium,,
TCK-0008724,ACC-002461,SMB,2023-08-28,2023-08-28,low,10.2,4.0
TCK-0008725,ACC-002461,SMB,2024-07-05,2024-07-05,low,22.2,
TCK-0008726,ACC-002461,SMB,2024-08-23,2024-08-24,medium,31.1,3.0
TCK-0008727,ACC-002461,SMB,2024-11-15,2024-11-17,high,69.8,
TCK-0008728,ACC-002461,SMB,2025-08-25,2025-08-25,low,19.0,
TCK-0008729,ACC-002461,SMB,2025-08-10,2025-08-10,low,9.0,
TCK-0008730,ACC-002462,SMB,2024-07-06,2024-07-06,low,15.6,5.0
TCK-0008731,ACC-002462,SMB,2024-11-06,2024-11-06,low,15.0,
TCK-0008732,ACC-002463,SMB,2025-02-16,2025-02-16,low,8.8,5.0
TCK-0008733,ACC-002463,SMB,2025-09-21,2025-09-23,medium,65.9,4.0
TCK-0008734,ACC-002464,SMB,2024-09-19,2024-09-19,low,16.6,4.0
TCK-0008735,ACC-002466,SMB,2025-07-08,2025-07-08,low,20.6,
TCK-0008736,ACC-002466,SMB,2025-11-27,2025-11-27,low,12.0,5.0
TCK-0008737,ACC-002467,SMB,2024-06-03,2024-06-04,medium,27.2,
TCK-0008738,ACC-002467,SMB,2024-06-25,2024-06-27,medium,49.5,
TCK-0008739,ACC-002467,SMB,2025-08-21,2025-08-21,low,12.3,4.0
TCK-0008740,ACC-002467,SMB,2025-10-14,2025-10-16,medium,68.1,4.0
TCK-0008741,ACC-002468,SMB,2025-01-18,2025-01-18,low,11.9,5.0
TCK-0008742,ACC-002469,SMB,2025-04-28,2025-04-28,critical,18.9,
TCK-0008743,ACC-002469,SMB,2025-05-10,2025-05-10,medium,7.5,3.0
TCK-0008744,ACC-002469,SMB,2025-06-14,2025-06-16,medium,65.3,
TCK-0008745,ACC-002469,SMB,2025-07-29,2025-07-29,low,1.5,
TCK-0008746,ACC-002469,SMB,2025-07-08,2025-07-08,low,2.9,
TCK-0008747,ACC-002469,SMB,2025-10-30,2025-10-30,low,2.5,4.0
TCK-0008748,ACC-002471,SMB,2024-02-20,2024-02-20,low,7.9,
TCK-0008749,ACC-002471,SMB,2024-07-22,2024-07-22,low,12.7,5.0
TCK-0008750,ACC-002471,SMB,2024-09-05,2024-09-05,low,2.1,
TCK-0008751,ACC-002471,SMB,2025-03-25,2025-03-25,low,11.0,5.0
TCK-0008752,ACC-002471,SMB,2025-04-24,2025-04-25,critical,25.4,
TCK-0008753,ACC-002472,SMB,2025-11-30,2025-12-01,medium,43.2,3.0
TCK-0008754,ACC-002473,SMB,2022-11-09,2022-11-09,low,22.9,
TCK-0008755,ACC-002473,SMB,2022-12-02,2022-12-02,low,11.4,4.0
TCK-0008756,ACC-002473,SMB,2023-05-30,2023-06-01,medium,48.6,4.0
TCK-0008757,ACC-002473,SMB,2024-02-17,2024-02-19,medium,60.1,
TCK-0008758,ACC-002473,SMB,2024-03-23,2024-03-23,low,17.0,
TCK-0008759,ACC-002473,SMB,2024-05-17,2024-05-17,medium,18.0,4.0
TCK-0008760,ACC-002473,SMB,2024-08-01,2024-08-01,low,7.7,4.0
TCK-0008761,ACC-002473,SMB,2025-09-13,2025-09-13,low,19.5,4.0
TCK-0008762,ACC-002473,SMB,2025-12-25,,low,,
TCK-0008763,ACC-002474,SMB,2024-09-02,2024-09-02,low,18.6,
TCK-0008764,ACC-002474,SMB,2025-06-02,2025-06-04,medium,55.8,
TCK-0008765,ACC-002474,SMB,2025-07-11,2025-07-11,low,1.0,5.0
TCK-0008766,ACC-002474,SMB,2025-08-28,2025-08-28,low,18.2,5.0
TCK-0008767,ACC-002475,SMB,2025-08-30,2025-08-31,high,44.0,3.0
TCK-0008768,ACC-002476,SMB,2023-09-18,2023-09-18,low,14.2,3.0
TCK-0008769,ACC-002477,Commercial,2023-07-21,2023-07-22,high,38.8,
TCK-0008770,ACC-002477,Commercial,2023-08-28,2023-08-28,low,22.1,4.0
TCK-0008771,ACC-002477,Commercial,2024-01-14,2024-01-16,medium,54.3,3.0
TCK-0008772,ACC-002477,Commercial,2024-10-03,2024-10-03,low,10.9,5.0
TCK-0008773,ACC-002477,Commercial,2024-11-04,2024-11-04,low,4.4,5.0
TCK-0008774,ACC-002478,SMB,2022-01-31,2022-02-01,medium,24.2,
TCK-0008775,ACC-002478,SMB,2024-05-04,2024-05-04,low,21.1,
TCK-0008776,ACC-002478,SMB,2025-07-12,2025-07-13,critical,30.1,
TCK-0008777,ACC-002480,SMB,2023-12-19,2023-12-19,low,14.9,
TCK-0008778,ACC-002480,SMB,2024-01-01,2024-01-04,high,95.5,
TCK-0008779,ACC-002480,SMB,2024-09-26,2024-09-26,low,17.5,
TCK-0008780,ACC-002480,SMB,2025-02-28,2025-02-28,low,11.1,4.0
TCK-0008781,ACC-002481,SMB,2024-07-27,2024-07-27,low,23.7,5.0
TCK-0008782,ACC-002481,SMB,2025-10-05,2025-10-05,low,1.4,4.0
TCK-0008783,ACC-002481,SMB,2025-11-05,2025-11-05,low,6.0,
TCK-0008784,ACC-002481,SMB,2025-12-06,,medium,,
TCK-0008785,ACC-002482,SMB,2025-04-30,2025-04-30,low,15.4,
TCK-0008786,ACC-002482,SMB,2025-07-15,2025-07-15,low,21.3,5.0
TCK-0008787,ACC-002482,SMB,2025-09-13,2025-09-13,low,22.1,5.0
TCK-0008788,ACC-002483,SMB,2023-05-16,2023-05-17,medium,38.1,3.0
TCK-0008789,ACC-002483,SMB,2023-10-29,2023-10-30,medium,29.6,4.0
TCK-0008790,ACC-002483,SMB,2023-11-22,2023-11-22,low,1.0,
TCK-0008791,ACC-002483,SMB,2024-03-02,2024-03-02,low,1.5,
TCK-0008792,ACC-002484,SMB,2023-02-17,2023-02-19,medium,53.3,
TCK-0008793,ACC-002484,SMB,2023-07-28,2023-07-30,medium,56.7,4.0
TCK-0008794,ACC-002484,SMB,2023-08-18,2023-08-18,low,9.4,5.0
TCK-0008795,ACC-002484,SMB,2024-12-30,2024-12-30,low,7.3,5.0
TCK-0008796,ACC-002485,SMB,2021-11-08,2021-11-08,low,21.0,5.0
TCK-0008797,ACC-002485,SMB,2022-01-14,2022-01-15,critical,29.9,
TCK-0008798,ACC-002485,SMB,2022-09-07,2022-09-09,high,70.1,
TCK-0008799,ACC-002485,SMB,2023-12-20,2023-12-20,high,20.2,4.0
TCK-0008800,ACC-002485,SMB,2023-12-17,2023-12-17,low,20.3,
TCK-0008801,ACC-002485,SMB,2024-10-22,2024-10-22,low,6.4,4.0
TCK-0008802,ACC-002485,SMB,2025-03-29,2025-03-29,low,4.9,
TCK-0008803,ACC-002485,SMB,2025-05-15,2025-05-15,low,5.9,
TCK-0008804,ACC-002486,SMB,2023-05-17,2023-05-17,low,16.4,5.0
TCK-0008805,ACC-002486,SMB,2023-09-08,2023-09-08,low,8.2,
TCK-0008806,ACC-002486,SMB,2024-03-07,2024-03-07,low,19.6,5.0
TCK-0008807,ACC-002486,SMB,2024-04-26,2024-04-26,low,18.1,3.0
TCK-0008808,ACC-002487,SMB,2024-09-05,2024-09-05,low,23.3,
TCK-0008809,ACC-002488,SMB,2025-09-25,2025-09-25,low,12.7,5.0
TCK-0008810,ACC-002490,SMB,2024-08-13,2024-08-13,low,11.2,
TCK-0008811,ACC-002490,SMB,2024-08-25,2024-08-25,low,18.3,
TCK-0008812,ACC-002490,SMB,2025-06-02,2025-06-06,high,103.0,
TCK-0008813,ACC-002491,SMB,2024-06-02,2024-06-02,low,18.9,
TCK-0008814,ACC-002492,SMB,2022-07-22,2022-07-24,medium,63.7,
TCK-0008815,ACC-002492,SMB,2023-02-06,2023-02-06,low,5.2,
TCK-0008816,ACC-002492,SMB,2024-11-16,2024-11-16,low,8.4,
TCK-0008817,ACC-002492,SMB,2025-01-27,2025-01-27,low,3.2,5.0
TCK-0008818,ACC-002492,SMB,2025-06-11,2025-06-12,high,34.5,2.0
