activity_id,account_id,segment,am_rep_id,activity_date,activity_type,sentiment_score
AMT-0009430,ACC-000829,Commercial,REP-00005,2022-03-09,check_in,3.23
AMT-0009431,ACC-000829,Commercial,REP-00005,2022-05-24,check_in,4.7
AMT-0009432,ACC-000829,Commercial,REP-00005,2022-05-10,check_in,3.51
AMT-0009433,ACC-000829,Commercial,REP-00005,2022-05-10,check_in,4.25
AMT-0009434,ACC-000829,Commercial,REP-00005,2022-07-04,check_in,4.49
AMT-0009435,ACC-000829,Commercial,REP-00005,2022-08-19,check_in,3.09
AMT-0009436,ACC-000829,Commercial,REP-00005,2022-09-01,check_in,4.8
AMT-0009437,ACC-000829,Commercial,REP-00005,2022-09-30,check_in,3.93
AMT-0009438,ACC-000829,Commercial,REP-00005,2022-11-15,check_in,4.17
AMT-0009439,ACC-000829,Commercial,REP-00005,2023-01-30,check_in,4.6
AMT-0009440,ACC-000829,Commercial,REP-00005,2023-04-29,check_in,4.15
AMT-0009441,ACC-000829,Commercial,REP-00005,2023-07-24,check_in,3.64
AMT-0009442,ACC-000829,Commercial,REP-00005,2023-09-19,check_in,4.51
AMT-0009443,ACC-000829,Commercial,REP-00005,2023-10-27,check_in,3.94
AMT-0009444,ACC-000829,Commercial,REP-00005,2023-10-02,check_in,4.14
AMT-0009445,ACC-000829,Commercial,REP-00005,2023-10-06,check_in,4.35
AMT-0009446,ACC-000829,Commercial,REP-00005,2024-02-08,check_in,3.71
AMT-0009447,ACC-000829,Commercial,REP-00005,2024-03-24,check_in,4.73
AMT-0009448,ACC-000829,Commercial,REP-00005,2024-03-15,check_in,3.74
AMT-0009449,ACC-000829,Commercial,REP-00005,2024-08-28,check_in,4.28
AMT-0009450,ACC-000829,Commercial,REP-00005,2024-09-21,check_in,3.32
AMT-0009451,ACC-000829,Commercial,REP-00005,2024-12-21,check_in,3.35
AMT-0009452,ACC-000829,Commercial,REP-00005,2025-04-22,check_in,4.06
AMT-0009453,ACC-000829,Commercial,REP-00005,2025-05-07,check_in,3.83
AMT-0009454,ACC-000829,Commercial,REP-00005,2025-07-08,check_in,4.33
AMT-0009455,ACC-000829,Commercial,REP-00005,2025-08-22,check_in,3.61
AMT-0009456,ACC-000829,Commercial,REP-00005,2025-11-30,check_in,3.3
AMT-0009457,ACC-000829,Commercial,REP-00005,2025-11-03,check_in,3.67
AMT-0009458,ACC-000829,Commercial,REP-00005,2025-12-04,check_in,5.0
AMT-0009459,ACC-000838,Commercial,REP-00018,2025-08-29,check_in,4.01
AMT-0009460,ACC-000838,Commercial,REP-00018,2025-12-12,check_in,3.21
AMT-0009461,ACC-000866,Commercial,REP-00044,2024-05-16,check_in,2.64
AMT-0009462,ACC-000866,Commercial,REP-00044,2024-07-02,check_in,4.26
AMT-0009463,ACC-000866,Commercial,REP-00044,2024-08-11,check_in,3.8
AMT-0009464,ACC-000866,Commercial,REP-00044,2024-11-22,check_in,3.38
AMT-0009465,ACC-000866,Commercial,REP-00044,2024-11-09,check_in,3.53
AMT-0009466,ACC-000866,Commercial,REP-00044,2024-12-24,check_in,4.31
AMT-0009467,ACC-000866,Commercial,REP-00044,2024-12-24,check_in,3.9
AMT-0009468,ACC-000897,Commercial,REP-00005,2022-11-14,check_in,4.41
AMT-0009469,ACC-000897,Commercial,REP-00005,2023-05-09,check_in,3.85
AMT-0009470,ACC-000897,Commercial,REP-00005,2023-06-14,check_in,3.33
AMT-0009471,ACC-000897,Commercial,REP-00005,2023-07-22,check_in,5.0
AMT-0009472,ACC-000897,Commercial,REP-00005,2023-08-20,check_in,4.02
AMT-0009473,ACC-000897,Commercial,REP-00005,2023-08-24,check_in,3.13
AMT-0009474,ACC-000897,Commercial,REP-00005,2023-08-26,check_in,3.17
AMT-0009475,ACC-000897,Commercial,REP-00005,2023-09-13,check_in,3.14
AMT-0009476,ACC-000897,Commercial,REP-00005,2023-11-16,check_in,3.18
AMT-0009477,ACC-000897,Commercial,REP-00005,2023-11-05,check_in,3.38
AMT-0009478,ACC-000897,Commercial,REP-00005,2023-12-10,check_in,3.76
AMT-0009479,ACC-000897,Commercial,REP-00005,2023-12-22,check_in,4.11
AMT-0009480,ACC-000897,Commercial,REP-00005,2024-05-12,check_in,3.93
AMT-0009481,ACC-000897,Commercial,REP-00005,2024-07-13,check_in,3.85
AMT-0009482,ACC-000897,Commercial,REP-00005,2024-09-30,check_in,4.83
AMT-0009483,ACC-000897,Commercial,REP-00005,2024-12-26,check_in,3.54
AMT-0009484,ACC-000897,Commercial,REP-00005,2025-01-10,check_in,3.49
AMT-0009485,ACC-000897,Commercial,REP-00005,2025-05-02,check_in,2.37
AMT-0009486,ACC-000897,Commercial,REP-00005,2025-11-18,check_in,3.31
AMT-0009487,ACC-000897,Commercial,REP-00005,2025-11-07,check_in,1.76
AMT-0009488,ACC-000913,Commercial,REP-00044,2023-08-05,check_in,3.67
AMT-0009489,ACC-000913,Commercial,REP-00044,2023-09-02,check_in,4.08
AMT-0009490,ACC-000913,Commercial,REP-00044,2023-11-10,check_in,3.39
AMT-0009491,ACC-000913,Commercial,REP-00044,2023-11-12,check_in,2.79
AMT-0009492,ACC-000913,Commercial,REP-00044,2024-02-20,check_in,2.44
AMT-0009493,ACC-000913,Commercial,REP-00044,2024-04-07,check_in,3.2
AMT-0009494,ACC-000913,Commercial,REP-00044,2024-04-18,check_in,4.39
AMT-0009495,ACC-000913,Commercial,REP-00044,2024-05-19,check_in,3.31
AMT-0009496,ACC-000913,Commercial,REP-00044,2024-06-26,check_in,3.88
AMT-0009497,ACC-000913,Commercial,REP-00044,2024-07-09,check_in,4.02
AMT-0009498,ACC-000913,Commercial,REP-00044,2024-08-18,check_in,4.76
AMT-0009499,ACC-000913,Commercial,REP-00044,2024-09-02,check_in,3.12
AMT-0009500,ACC-000913,Commercial,REP-00044,2024-10-10,check_in,3.28
AMT-0009501,ACC-000913,Commercial,REP-00044,2024-10-21,check_in,3.85
AMT-0009502,ACC-000913,Commercial,REP-00044,2025-02-19,check_in,3.04
AMT-0009503,ACC-000913,Commercial,REP-00044,2025-08-13,check_in,3.01
AMT-0009504,ACC-000913,Commercial,REP-00044,2025-10-15,check_in,2.96
AMT-0009505,ACC-000913,Commercial,REP-00044,2025-10-06,check_in,3.7
AMT-0009506,ACC-000913,Commercial,REP-00044,2025-10-31,check_in,4.68
AMT-0009507,ACC-000913,Commercial,REP-00044,2025-11-10,check_in,4.25
AMT-0009508,ACC-000918,Commercial,REP-00061,2025-08-26,check_in,4.01
AMT-0009509,ACC-000918,Commercial,REP-00061,2025-08-20,check_in,3.29
AMT-0009510,ACC-000918,Commercial,REP-00061,2025-08-16,check_in,4.31
AMT-0009511,ACC-000918,Commercial,REP-00061,2025-08-31,check_in,4.35
AMT-0009512,ACC-000918,Commercial,REP-00061,2025-09-14,check_in,4.52
AMT-0009513,ACC-000918,Commercial,REP-00061,2025-10-12,check_in,3.73
AMT-0009514,ACC-000918,Commercial,REP-00061,2025-11-27,check_in,3.65
AMT-0009515,ACC-000918,Commercial,REP-00061,2025-11-24,check_in,2.81
AMT-0009516,ACC-000918,Commercial,REP-00061,2025-12-13,check_in,3.77
AMT-0009517,ACC-000925,Commercial,REP-00005,2020-03-22,check_in,3.95
AMT-0009518,ACC-000925,Commercial,REP-00005,2020-04-21,check_in,3.91
AMT-0009519,ACC-000925,Commercial,REP-00005,2020-04-20,check_in,3.77
AMT-0009520,ACC-000925,Commercial,REP-00005,2020-04-24,check_in,3.64
AMT-0009521,ACC-000925,Commercial,REP-00005,2020-06-30,check_in,4.17
AMT-0009522,ACC-000925,Commercial,REP-00005,2020-08-31,check_in,3.01
AMT-0009523,ACC-000925,Commercial,REP-00005,2020-10-05,check_in,5.0
AMT-0009524,ACC-000925,Commercial,REP-00005,2020-10-12,check_in,3.55
AMT-0009525,ACC-000925,Commercial,REP-00005,2021-01-12,check_in,2.87
AMT-0009526,ACC-000925,Commercial,REP-00005,2021-02-28,check_in,2.89
AMT-0009527,ACC-000925,Commercial,REP-00005,2021-10-10,check_in,3.98
AMT-0009528,ACC-000925,Commercial,REP-00005,2021-12-04,check_in,3.53
AMT-0009529,ACC-000925,Commercial,REP-00005,2022-04-28,check_in,3.18
AMT-0009530,ACC-000925,Commercial,REP-00005,2022-06-06,check_in,3.92
AMT-0009531,ACC-000925,Commercial,REP-00005,2022-09-30,check_in,4.13
AMT-0009532,ACC-000925,Commercial,REP-00005,2022-12-28,check_in,4.34
AMT-0009533,ACC-000925,Commercial,REP-00005,2022-12-30,check_in,3.83
AMT-0009534,ACC-000925,Commercial,REP-00005,2023-07-01,check_in,3.93
AMT-0009535,ACC-000925,Commercial,REP-00005,2023-07-08,check_in,2.61
AMT-0009536,ACC-000925,Commercial,REP-00005,2023-08-06,check_in,4.47
AMT-0009537,ACC-000925,Commercial,REP-00005,2023-10-14,check_in,3.18
AMT-0009538,ACC-000925,Commercial,REP-00005,2024-01-23,check_in,3.54
AMT-0009539,ACC-000925,Commercial,REP-00005,2024-01-25,check_in,4.09
AMT-0009540,ACC-000925,Commercial,REP-00005,2024-02-09,check_in,4.02
AMT-0009541,ACC-000925,Commercial,REP-00005,2024-05-16,check_in,3.61
AMT-0009542,ACC-000925,Commercial,REP-00005,2024-07-11,check_in,3.52
AMT-0009543,ACC-000925,Commercial,REP-00005,2024-08-11,check_in,3.74
AMT-0009544,ACC-000925,Commercial,REP-00005,2024-09-30,check_in,3.41
AMT-0009545,ACC-000925,Commercial,REP-00005,2024-10-22,check_in,2.62
AMT-0009546,ACC-000925,Commercial,REP-00005,2024-10-03,check_in,4.02
AMT-0009547,ACC-000925,Commercial,REP-00005,2025-01-11,check_in,4.03
AMT-0009548,ACC-000925,Commercial,REP-00005,2025-01-19,check_in,4.12
AMT-0009549,ACC-000925,Commercial,REP-00005,2025-03-30,check_in,3.56
AMT-0009550,ACC-000925,Commercial,REP-00005,2025-04-29,check_in,4.76
AMT-0009551,ACC-000925,Commercial,REP-00005,2025-05-09,check_in,2.91
AMT-0009552,ACC-000925,Commercial,REP-00005,2025-06-20,check_in,3.82
AMT-0009553,ACC-000925,Commercial,REP-00005,2025-09-14,check_in,4.81
AMT-0009554,ACC-000925,Commercial,REP-00005,2025-09-21,check_in,4.57
AMT-0009555,ACC-000925,Commercial,REP-00005,2025-11-13,check_in,2.49
AMT-0009556,ACC-000925,Commercial,REP-00005,2025-12-14,check_in,3.72
AMT-0009557,ACC-000928,Commercial,REP-00018,2022-10-14,check_in,4.76
AMT-0009558,ACC-000928,Commercial,REP-00018,2022-11-24,check_in,4.57
AMT-0009559,ACC-000928,Commercial,REP-00018,2022-12-03,check_in,3.57
AMT-0009560,ACC-000928,Commercial,REP-00018,2023-02-07,check_in,3.38
AMT-0009561,ACC-000928,Commercial,REP-00018,2023-02-05,check_in,3.52
AMT-0009562,ACC-000928,Commercial,REP-00018,2023-04-17,check_in,3.86
AMT-0009563,ACC-000928,Commercial,REP-00018,2023-10-24,check_in,3.31
AMT-0009564,ACC-000928,Commercial,REP-00018,2023-12-30,check_in,3.56
AMT-0009565,ACC-000928,Commercial,REP-00018,2024-02-04,check_in,4.0
AMT-0009566,ACC-000928,Commercial,REP-00018,2024-03-01,check_in,3.14
AMT-0009567,ACC-000928,Commercial,REP-00018,2024-04-04,check_in,3.76
AMT-0009568,ACC-000928,Commercial,REP-00018,2024-04-06,check_in,3.88
AMT-0009569,ACC-000928,Commercial,REP-00018,2024-04-19,check_in,3.96
AMT-0009570,ACC-000928,Commercial,REP-00018,2024-04-28,check_in,3.04
AMT-0009571,ACC-000928,Commercial,REP-00018,2024-12-14,check_in,2.88
AMT-0009572,ACC-000928,Commercial,REP-00018,2024-12-11,check_in,5.0
AMT-0009573,ACC-000928,Commercial,REP-00018,2025-04-02,check_in,3.15
AMT-0009574,ACC-000928,Commercial,REP-00018,2025-05-03,check_in,4.13
AMT-0009575,ACC-000928,Commercial,REP-00018,2025-06-19,check_in,3.77
AMT-0009576,ACC-000928,Commercial,REP-00018,2025-08-03,check_in,3.54
AMT-0009577,ACC-000928,Commercial,REP-00018,2025-08-23,check_in,3.83
AMT-0009578,ACC-000928,Commercial,REP-00018,2025-08-26,check_in,2.99
AMT-0009579,ACC-000928,Commercial,REP-00018,2025-08-27,check_in,4.06
AMT-0009580,ACC-000928,Commercial,REP-00018,2025-09-22,check_in,2.67
AMT-0009581,ACC-000928,Commercial,REP-00018,2025-09-26,check_in,3.9
AMT-0009582,ACC-000928,Commercial,REP-00018,2025-11-15,check_in,3.28
AMT-0009583,ACC-000928,Commercial,REP-00018,2025-12-11,check_in,3.65
AMT-0009584,ACC-000931,Commercial,REP-00005,2020-11-10,check_in,4.05
AMT-0009585,ACC-000931,Commercial,REP-00005,2020-11-11,check_in,4.18
AMT-0009586,ACC-000931,Commercial,REP-00005,2021-01-17,check_in,2.9
AMT-0009587,ACC-000931,Commercial,REP-00005,2021-02-20,check_in,4.23
AMT-0009588,ACC-000931,Commercial,REP-00005,2021-02-01,check_in,2.74
AMT-0009589,ACC-000931,Commercial,REP-00005,2021-04-24,check_in,3.77
AMT-0009590,ACC-000931,Commercial,REP-00005,2021-04-05,check_in,3.85
AMT-0009591,ACC-000931,Commercial,REP-00005,2021-05-01,check_in,4.86
AMT-0009592,ACC-000931,Commercial,REP-00005,2021-05-29,check_in,3.24
AMT-0009593,ACC-000931,Commercial,REP-00005,2021-05-25,check_in,4.48
AMT-0009594,ACC-000931,Commercial,REP-00005,2021-08-09,check_in,3.84
AMT-0009595,ACC-000931,Commercial,REP-00005,2021-08-22,check_in,4.32
AMT-0009596,ACC-000931,Commercial,REP-00005,2022-02-15,check_in,3.29
AMT-0009597,ACC-000931,Commercial,REP-00005,2022-02-16,check_in,4.61
AMT-0009598,ACC-000931,Commercial,REP-00005,2022-03-17,check_in,3.2
AMT-0009599,ACC-000931,Commercial,REP-00005,2022-09-04,check_in,3.55
AMT-0009600,ACC-000931,Commercial,REP-00005,2022-11-01,check_in,5.0
AMT-0009601,ACC-000931,Commercial,REP-00005,2022-11-07,check_in,4.64
AMT-0009602,ACC-000931,Commercial,REP-00005,2022-11-14,check_in,4.08
AMT-0009603,ACC-000931,Commercial,REP-00005,2022-12-05,check_in,3.75
AMT-0009604,ACC-000931,Commercial,REP-00005,2022-12-08,check_in,3.02
AMT-0009605,ACC-000931,Commercial,REP-00005,2023-01-08,check_in,4.33
AMT-0009606,ACC-000931,Commercial,REP-00005,2023-01-10,check_in,4.33
AMT-0009607,ACC-000931,Commercial,REP-00005,2023-03-27,check_in,3.75
AMT-0009608,ACC-000931,Commercial,REP-00005,2023-07-08,check_in,3.76
AMT-0009609,ACC-000931,Commercial,REP-00005,2023-11-24,check_in,4.29
AMT-0009610,ACC-000931,Commercial,REP-00005,2023-12-30,check_in,4.14
AMT-0009611,ACC-000931,Commercial,REP-00005,2024-01-02,check_in,4.01
AMT-0009612,ACC-000931,Commercial,REP-00005,2024-05-28,check_in,3.85
AMT-0009613,ACC-000931,Commercial,REP-00005,2024-05-22,check_in,3.88
AMT-0009614,ACC-000931,Commercial,REP-00005,2024-06-12,check_in,3.7
AMT-0009615,ACC-000931,Commercial,REP-00005,2024-06-20,check_in,2.82
AMT-0009616,ACC-000931,Commercial,REP-00005,2024-06-21,check_in,3.46
AMT-0009617,ACC-000931,Commercial,REP-00005,2024-08-15,check_in,3.74
AMT-0009618,ACC-000931,Commercial,REP-00005,2024-12-08,check_in,3.41
AMT-0009619,ACC-000931,Commercial,REP-00005,2025-01-18,check_in,3.05
AMT-0009620,ACC-000931,Commercial,REP-00005,2025-07-11,check_in,4.39
AMT-0009621,ACC-000931,Commercial,REP-00005,2025-08-04,check_in,3.8
AMT-0009622,ACC-000931,Commercial,REP-00005,2025-08-31,check_in,4.81
AMT-0009623,ACC-000931,Commercial,REP-00005,2025-08-02,check_in,4.06
AMT-0009624,ACC-000931,Commercial,REP-00005,2025-12-30,check_in,4.41
AMT-0009625,ACC-000935,Commercial,REP-00018,2025-02-04,check_in,3.29
AMT-0009626,ACC-000935,Commercial,REP-00018,2025-06-07,check_in,3.71
AMT-0009627,ACC-000935,Commercial,REP-00018,2025-06-09,check_in,4.28
AMT-0009628,ACC-000937,Commercial,REP-00005,2023-12-17,check_in,3.57
AMT-0009629,ACC-000937,Commercial,REP-00005,2024-02-05,check_in,4.69
AMT-0009630,ACC-000937,Commercial,REP-00005,2024-04-21,check_in,4.18
AMT-0009631,ACC-000937,Commercial,REP-00005,2024-05-22,check_in,4.06
AMT-0009632,ACC-000937,Commercial,REP-00005,2024-08-09,check_in,5.0
AMT-0009633,ACC-000937,Commercial,REP-00005,2024-08-11,check_in,4.92
AMT-0009634,ACC-000937,Commercial,REP-00005,2024-08-11,check_in,4.13
AMT-0009635,ACC-000937,Commercial,REP-00005,2024-09-14,check_in,3.3
AMT-0009636,ACC-000937,Commercial,REP-00005,2024-10-23,check_in,4.54
AMT-0009637,ACC-000937,Commercial,REP-00005,2024-10-05,check_in,3.19
AMT-0009638,ACC-000937,Commercial,REP-00005,2025-06-12,check_in,2.63
AMT-0009639,ACC-000937,Commercial,REP-00005,2025-10-06,check_in,3.51
AMT-0009640,ACC-000937,Commercial,REP-00005,2025-10-18,check_in,3.9
AMT-0009641,ACC-000937,Commercial,REP-00005,2025-10-05,check_in,3.64
AMT-0009642,ACC-000942,Commercial,REP-00061,2025-07-26,check_in,4.53
AMT-0009643,ACC-000942,Commercial,REP-00061,2025-09-19,check_in,4.83
AMT-0009644,ACC-000942,Commercial,REP-00061,2025-10-20,check_in,3.01
AMT-0009645,ACC-000942,Commercial,REP-00061,2025-11-20,check_in,2.7
AMT-0009646,ACC-000942,Commercial,REP-00061,2025-11-14,check_in,2.47
AMT-0009647,ACC-000942,Commercial,REP-00061,2025-11-22,check_in,3.47
AMT-0009648,ACC-000942,Commercial,REP-00061,2025-12-29,check_in,4.03
AMT-0009649,ACC-000958,Commercial,REP-00005,2022-01-27,check_in,4.83
AMT-0009650,ACC-000958,Commercial,REP-00005,2022-01-27,check_in,4.24
AMT-0009651,ACC-000958,Commercial,REP-00005,2022-02-22,check_in,3.9
AMT-0009652,ACC-000958,Commercial,REP-00005,2022-03-11,check_in,3.37
AMT-0009653,ACC-000958,Commercial,REP-00005,2022-03-16,check_in,3.6
AMT-0009654,ACC-000958,Commercial,REP-00005,2022-04-13,check_in,3.97
AMT-0009655,ACC-000958,Commercial,REP-00005,2022-04-26,check_in,4.09
AMT-0009656,ACC-000958,Commercial,REP-00005,2022-06-07,check_in,3.99
AMT-0009657,ACC-000958,Commercial,REP-00005,2022-07-14,check_in,4.12
AMT-0009658,ACC-000958,Commercial,REP-00005,2022-09-12,check_in,3.59
AMT-0009659,ACC-000958,Commercial,REP-00005,2022-09-28,check_in,3.04
AMT-0009660,ACC-000958,Commercial,REP-00005,2022-09-21,check_in,2.33
AMT-0009661,ACC-000958,Commercial,REP-00005,2022-10-25,check_in,5.0
AMT-0009662,ACC-000958,Commercial,REP-00005,2023-02-13,check_in,3.96
AMT-0009663,ACC-000958,Commercial,REP-00005,2023-08-31,check_in,3.33
AMT-0009664,ACC-000958,Commercial,REP-00005,2023-09-06,check_in,2.97
AMT-0009665,ACC-000958,Commercial,REP-00005,2023-10-20,check_in,4.23
AMT-0009666,ACC-000958,Commercial,REP-00005,2023-11-14,check_in,4.62
AMT-0009667,ACC-000958,Commercial,REP-00005,2024-04-30,check_in,4.71
AMT-0009668,ACC-000958,Commercial,REP-00005,2024-05-07,check_in,3.45
AMT-0009669,ACC-000958,Commercial,REP-00005,2024-07-17,check_in,4.81
AMT-0009670,ACC-000958,Commercial,REP-00005,2024-07-09,check_in,3.55
AMT-0009671,ACC-000958,Commercial,REP-00005,2024-08-06,check_in,3.28
AMT-0009672,ACC-000958,Commercial,REP-00005,2024-09-26,check_in,3.35
AMT-0009673,ACC-000958,Commercial,REP-00005,2024-10-04,check_in,4.08
AMT-0009674,ACC-000958,Commercial,REP-00005,2024-10-21,check_in,4.41
AMT-0009675,ACC-000958,Commercial,REP-00005,2024-10-17,check_in,3.97
AMT-0009676,ACC-000958,Commercial,REP-00005,2024-10-06,check_in,4.73
AMT-0009677,ACC-000958,Commercial,REP-00005,2025-06-30,check_in,3.3
AMT-0009678,ACC-000958,Commercial,REP-00005,2025-09-09,check_in,3.32
AMT-0009679,ACC-000958,Commercial,REP-00005,2025-10-26,check_in,3.64
AMT-0009680,ACC-000958,Commercial,REP-00005,2025-10-16,check_in,4.65
AMT-0009681,ACC-000959,Commercial,REP-00005,2020-04-30,check_in,3.58
AMT-0009682,ACC-000959,Commercial,REP-00005,2020-05-20,check_in,3.38
AMT-0009683,ACC-000959,Commercial,REP-00005,2020-08-12,check_in,3.18
AMT-0009684,ACC-000959,Commercial,REP-00005,2020-08-28,check_in,3.89
AMT-0009685,ACC-000959,Commercial,REP-00005,2020-09-02,check_in,4.48
AMT-0009686,ACC-000959,Commercial,REP-00005,2020-12-14,check_in,3.92
AMT-0009687,ACC-000959,Commercial,REP-00005,2020-12-07,check_in,4.82
AMT-0009688,ACC-000959,Commercial,REP-00005,2021-01-12,check_in,3.82
AMT-0009689,ACC-000959,Commercial,REP-00005,2021-03-03,check_in,2.74
AMT-0009690,ACC-000959,Commercial,REP-00005,2021-06-26,check_in,4.57
AMT-0009691,ACC-000959,Commercial,REP-00005,2021-06-22,check_in,4.08
AMT-0009692,ACC-000959,Commercial,REP-00005,2021-06-05,check_in,4.05
AMT-0009693,ACC-000959,Commercial,REP-00005,2021-08-01,check_in,4.8
AMT-0009694,ACC-000959,Commercial,REP-00005,2021-10-10,check_in,3.67
AMT-0009695,ACC-000959,Commercial,REP-00005,2022-01-27,check_in,3.28
AMT-0009696,ACC-000959,Commercial,REP-00005,2022-02-25,check_in,3.99
AMT-0009697,ACC-000959,Commercial,REP-00005,2022-04-29,check_in,3.32
AMT-0009698,ACC-000959,Commercial,REP-00005,2022-09-02,check_in,3.64
AMT-0009699,ACC-000959,Commercial,REP-00005,2022-10-18,check_in,4.07
AMT-0009700,ACC-000959,Commercial,REP-00005,2022-12-17,check_in,3.74
AMT-0009701,ACC-000959,Commercial,REP-00005,2023-03-26,check_in,2.94
AMT-0009702,ACC-000959,Commercial,REP-00005,2023-05-13,check_in,3.64
AMT-0009703,ACC-000959,Commercial,REP-00005,2023-06-15,check_in,3.7
AMT-0009704,ACC-000959,Commercial,REP-00005,2023-09-13,check_in,3.73
AMT-0009705,ACC-000959,Commercial,REP-00005,2023-12-26,check_in,3.77
AMT-0009706,ACC-000959,Commercial,REP-00005,2024-02-19,check_in,5.0
AMT-0009707,ACC-000959,Commercial,REP-00005,2024-03-09,check_in,3.84
AMT-0009708,ACC-000959,Commercial,REP-00005,2024-03-15,check_in,3.08
AMT-0009709,ACC-000959,Commercial,REP-00005,2024-03-17,check_in,3.39
AMT-0009710,ACC-000959,Commercial,REP-00005,2024-04-23,check_in,3.4
AMT-0009711,ACC-000959,Commercial,REP-00005,2024-10-20,check_in,3.2
AMT-0009712,ACC-000959,Commercial,REP-00005,2025-01-22,check_in,4.0
AMT-0009713,ACC-000959,Commercial,REP-00005,2025-02-07,check_in,4.27
AMT-0009714,ACC-000959,Commercial,REP-00005,2025-04-15,check_in,3.44
AMT-0009715,ACC-000959,Commercial,REP-00005,2025-04-04,check_in,3.92
AMT-0009716,ACC-000959,Commercial,REP-00005,2025-09-01,check_in,3.87
AMT-0009717,ACC-000959,Commercial,REP-00005,2025-11-11,check_in,4.17
AMT-0009718,ACC-000970,Enterprise,REP-00028,2024-09-15,QBR,2.98
AMT-0009719,ACC-000970,Enterprise,REP-00028,2024-10-03,QBR,3.86
AMT-0009720,ACC-000970,Enterprise,REP-00028,2024-12-20,QBR,4.15
AMT-0009721,ACC-000970,Enterprise,REP-00028,2025-05-09,QBR,5.0
AMT-0009722,ACC-000970,Enterprise,REP-00028,2025-05-22,QBR,4.45
AMT-0009723,ACC-000970,Enterprise,REP-00028,2025-05-21,QBR,2.66
AMT-0009724,ACC-000970,Enterprise,REP-00028,2025-06-11,QBR,2.91
AMT-0009725,ACC-000970,Enterprise,REP-00028,2025-06-15,QBR,3.78
AMT-0009726,ACC-000970,Enterprise,REP-00028,2025-07-23,QBR,3.45
AMT-0009727,ACC-000970,Enterprise,REP-00028,2025-08-12,QBR,3.67
AMT-0009728,ACC-000970,Enterprise,REP-00028,2025-08-22,QBR,3.92
AMT-0009729,ACC-000973,Commercial,REP-00044,2024-01-13,check_in,4.29
AMT-0009730,ACC-000973,Commercial,REP-00044,2024-02-28,check_in,3.89
AMT-0009731,ACC-000973,Commercial,REP-00044,2024-06-23,check_in,3.52
AMT-0009732,ACC-000973,Commercial,REP-00044,2024-08-12,check_in,4.67
AMT-0009733,ACC-000973,Commercial,REP-00044,2024-08-16,check_in,4.48
AMT-0009734,ACC-000973,Commercial,REP-00044,2024-09-20,check_in,3.79
AMT-0009735,ACC-000973,Commercial,REP-00044,2024-12-23,check_in,4.42
AMT-0009736,ACC-000973,Commercial,REP-00044,2025-07-18,check_in,4.51
AMT-0009737,ACC-000973,Commercial,REP-00044,2025-07-27,check_in,3.87
AMT-0009738,ACC-000973,Commercial,REP-00044,2025-07-21,check_in,2.97
AMT-0009739,ACC-000973,Commercial,REP-00044,2025-11-18,check_in,3.51
AMT-0009740,ACC-000973,Commercial,REP-00044,2025-12-22,check_in,4.52
AMT-0009741,ACC-000996,Commercial,REP-00005,2020-10-13,check_in,4.53
AMT-0009742,ACC-000996,Commercial,REP-00005,2021-02-20,check_in,3.41
AMT-0009743,ACC-000996,Commercial,REP-00005,2021-02-08,check_in,4.53
AMT-0009744,ACC-000996,Commercial,REP-00005,2021-06-05,check_in,4.08
AMT-0009745,ACC-000996,Commercial,REP-00005,2021-07-29,check_in,4.83
AMT-0009746,ACC-000996,Commercial,REP-00005,2021-08-05,check_in,4.05
AMT-0009747,ACC-000996,Commercial,REP-00005,2021-10-01,check_in,4.06
AMT-0009748,ACC-000996,Commercial,REP-00005,2022-01-11,check_in,2.27
AMT-0009749,ACC-000996,Commercial,REP-00005,2022-02-06,check_in,3.86
AMT-0009750,ACC-000996,Commercial,REP-00005,2022-02-15,check_in,3.95
AMT-0009751,ACC-000996,Commercial,REP-00005,2022-02-19,check_in,5.0
AMT-0009752,ACC-000996,Commercial,REP-00005,2022-03-08,check_in,2.72
AMT-0009753,ACC-000996,Commercial,REP-00005,2022-05-30,check_in,5.0
AMT-0009754,ACC-000996,Commercial,REP-00005,2022-05-23,check_in,3.31
AMT-0009755,ACC-000996,Commercial,REP-00005,2022-06-18,check_in,3.54
AMT-0009756,ACC-000996,Commercial,REP-00005,2022-07-28,check_in,3.84
AMT-0009757,ACC-000996,Commercial,REP-00005,2022-09-25,check_in,3.47
AMT-0009758,ACC-000996,Commercial,REP-00005,2022-11-26,check_in,3.82
AMT-0009759,ACC-000996,Commercial,REP-00005,2023-02-08,check_in,3.55
AMT-0009760,ACC-000996,Commercial,REP-00005,2023-09-01,check_in,3.9
AMT-0009761,ACC-000996,Commercial,REP-00005,2023-09-29,check_in,4.07
AMT-0009762,ACC-000996,Commercial,REP-00005,2023-10-31,check_in,3.77
AMT-0009763,ACC-000996,Commercial,REP-00005,2023-10-10,check_in,4.16
AMT-0009764,ACC-000996,Commercial,REP-00005,2023-11-25,check_in,4.4
AMT-0009765,ACC-000996,Commercial,REP-00005,2023-11-14,check_in,3.15
AMT-0009766,ACC-000996,Commercial,REP-00005,2024-02-28,check_in,2.63
AMT-0009767,ACC-000996,Commercial,REP-00005,2024-02-27,check_in,4.86
AMT-0009768,ACC-000996,Commercial,REP-00005,2024-02-12,check_in,3.67
AMT-0009769,ACC-000996,Commercial,REP-00005,2024-03-13,check_in,4.02
