account_id,month,upstream_actions,downstream_actions
ACC-003943,2025-11-01,4734,4276
ACC-003943,2025-12-01,3601,3272
ACC-003944,2024-06-01,302,285
ACC-003944,2024-07-01,3314,3139
ACC-003944,2024-08-01,3485,3352
ACC-003944,2024-09-01,4298,3936
ACC-003944,2024-10-01,5420,5208
ACC-003944,2024-11-01,6440,5824
ACC-003944,2024-12-01,5726,4972
ACC-003944,2025-01-01,8578,7493
ACC-003944,2025-02-01,8849,8223
ACC-003944,2025-03-01,10376,9755
ACC-003944,2025-04-01,10756,10064
ACC-003944,2025-05-01,14377,12772
ACC-003944,2025-06-01,15383,13853
ACC-003944,2025-07-01,18253,15896
ACC-003944,2025-08-01,18415,15658
ACC-003944,2025-09-01,26432,22679
ACC-003944,2025-10-01,26775,24090
ACC-003944,2025-11-01,27456,23806
ACC-003944,2025-12-01,26784,22812
ACC-003945,2023-06-01,678,621
ACC-003945,2023-07-01,6545,5716
ACC-003945,2023-08-01,6258,5961
ACC-003945,2023-09-01,6940,6780
ACC-003945,2023-10-01,7677,6916
ACC-003945,2023-11-01,8393,7913
ACC-003945,2023-12-01,6834,5919
ACC-003945,2024-01-01,8490,8097
ACC-003945,2024-02-01,9025,8588
ACC-003945,2024-03-01,7680,6796
ACC-003945,2024-04-01,8588,7415
ACC-003945,2024-05-01,8976,8334
ACC-003945,2024-06-01,9070,8253
ACC-003945,2024-07-01,8036,7033
ACC-003945,2024-08-01,7567,7411
ACC-003945,2024-09-01,8484,8208
ACC-003945,2024-10-01,8430,3537
ACC-003945,2024-11-01,6993,2554
ACC-003945,2024-12-01,3979,1457
ACC-003945,2025-01-01,3693,1325
ACC-003945,2025-02-01,1309,740
ACC-003946,2024-10-01,489,434
ACC-003946,2024-11-01,4507,4132
ACC-003946,2024-12-01,5472,4839
ACC-003946,2025-01-01,7068,6114
ACC-003946,2025-02-01,11152,9733
ACC-003946,2025-03-01,12979,11442
ACC-003946,2025-04-01,16364,15125
ACC-003946,2025-05-01,17756,17235
ACC-003946,2025-06-01,24096,22994
ACC-003946,2025-07-01,31542,28310
ACC-003946,2025-08-01,34980,33542
ACC-003946,2025-09-01,38735,36290
ACC-003946,2025-10-01,36867,35069
ACC-003946,2025-11-01,41701,40004
ACC-003946,2025-12-01,29496,28295
ACC-003947,2024-11-01,313,278
ACC-003947,2024-12-01,2550,2215
ACC-003947,2025-01-01,2765,2392
ACC-003947,2025-02-01,3401,3070
ACC-003947,2025-03-01,3216,2985
ACC-003947,2025-04-01,2890,2808
ACC-003947,2025-05-01,2647,2417
ACC-003947,2025-06-01,2970,2821
ACC-003947,2025-07-01,2804,2396
ACC-003947,2025-08-01,3302,2961
ACC-003947,2025-09-01,3146,2831
ACC-003947,2025-10-01,3882,3708
ACC-003947,2025-11-01,3598,3125
ACC-003947,2025-12-01,2765,2469
ACC-003948,2025-03-01,461,434
ACC-003948,2025-04-01,5035,4746
ACC-003948,2025-05-01,33898,32241
ACC-003948,2025-06-01,43160,41782
ACC-003948,2025-07-01,29887,27699
ACC-003948,2025-08-01,30398,29144
ACC-003948,2025-09-01,40238,37960
ACC-003948,2025-10-01,36208,32330
ACC-003948,2025-11-01,35698,34440
ACC-003948,2025-12-01,33081,30960
ACC-003949,2023-10-01,358,327
ACC-003949,2023-11-01,2647,2502
ACC-003949,2023-12-01,2431,2288
ACC-003949,2024-01-01,3154,2968
ACC-003949,2024-02-01,3167,2695
ACC-003949,2024-03-01,2888,2765
ACC-003949,2024-04-01,2523,2431
ACC-003949,2024-05-01,2337,2149
ACC-003949,2024-06-01,2946,2693
ACC-003949,2024-07-01,2740,2419
ACC-003949,2024-08-01,2819,2513
ACC-003949,2024-09-01,2852,2704
ACC-003949,2024-10-01,3686,3601
ACC-003949,2024-11-01,3475,3373
ACC-003949,2024-12-01,2774,2400
ACC-003949,2025-01-01,3332,3162
ACC-003949,2025-02-01,3188,2921
ACC-003949,2025-03-01,3348,3044
ACC-003949,2025-04-01,3103,2671
ACC-003949,2025-05-01,3546,3015
ACC-003949,2025-06-01,3377,2918
ACC-003949,2025-07-01,3120,2673
ACC-003949,2025-08-01,2857,2477
ACC-003949,2025-09-01,3784,3280
ACC-003949,2025-10-01,4035,3451
ACC-003949,2025-11-01,3329,3151
ACC-003949,2025-12-01,3277,3106
ACC-003950,2023-02-01,638,565
ACC-003950,2023-03-01,6085,5558
ACC-003950,2023-04-01,5619,5409
ACC-003950,2023-05-01,6493,5723
ACC-003950,2023-06-01,6227,5591
ACC-003950,2023-07-01,5552,5051
ACC-003950,2023-08-01,5505,4775
ACC-003950,2023-09-01,7020,6587
ACC-003950,2023-10-01,6127,5283
ACC-003950,2023-11-01,6199,5383
ACC-003950,2023-12-01,5815,5053
ACC-003950,2024-01-01,5729,5187
ACC-003950,2024-02-01,6746,6339
ACC-003950,2024-03-01,5887,5362
ACC-003950,2024-04-01,6594,5691
ACC-003950,2024-05-01,7023,6712
ACC-003950,2024-06-01,6888,6677
ACC-003950,2024-07-01,6654,5712
ACC-003950,2024-08-01,6108,5518
ACC-003950,2024-09-01,5998,5166
ACC-003950,2024-10-01,6487,5613
ACC-003950,2024-11-01,6785,6000
ACC-003950,2024-12-01,5765,5223
ACC-003950,2025-01-01,7465,7052
ACC-003950,2025-02-01,7755,7028
ACC-003950,2025-03-01,7095,6555
ACC-003950,2025-04-01,7246,6183
ACC-003950,2025-05-01,6639,5736
ACC-003950,2025-06-01,6619,5804
ACC-003950,2025-07-01,7486,6887
ACC-003950,2025-08-01,7226,6523
ACC-003950,2025-09-01,7992,7566
ACC-003950,2025-10-01,7278,6421
ACC-003950,2025-11-01,8170,7896
ACC-003950,2025-12-01,6795,6178
ACC-003951,2025-05-01,408,394
ACC-003951,2025-06-01,3557,3364
ACC-003951,2025-07-01,3085,2706
ACC-003951,2025-08-01,3170,2874
ACC-003951,2025-09-01,3691,3418
ACC-003951,2025-10-01,4064,3553
ACC-003951,2025-11-01,3872,3689
ACC-003951,2025-12-01,3291,3086
ACC-003952,2024-10-01,338,293
ACC-003952,2024-11-01,3687,3341
ACC-003952,2024-12-01,3086,2936
ACC-003952,2025-01-01,3080,2713
ACC-003952,2025-02-01,3346,3175
ACC-003952,2025-03-01,3434,3228
ACC-003952,2025-04-01,3711,3580
ACC-003952,2025-05-01,3317,2952
ACC-003952,2025-06-01,3354,3032
ACC-003952,2025-07-01,3071,1958
ACC-003952,2025-08-01,2355,1080
ACC-003952,2025-09-01,1864,1107
ACC-003952,2025-10-01,1264,497
ACC-003952,2025-11-01,342,142
ACC-003953,2025-04-01,298,254
ACC-003953,2025-05-01,2534,2293
ACC-003953,2025-06-01,2698,2407
ACC-003953,2025-07-01,2358,2160
ACC-003953,2025-08-01,2657,2436
ACC-003953,2025-09-01,3103,3001
ACC-003953,2025-10-01,2936,2730
ACC-003953,2025-11-01,2605,2462
ACC-003953,2025-12-01,2352,2147
ACC-003954,2025-11-01,408,371
ACC-003954,2025-12-01,3766,3591
ACC-003955,2023-12-01,969,940
ACC-003955,2024-01-01,10785,10278
ACC-003955,2024-02-01,13802,12031
ACC-003955,2024-03-01,13991,12805
ACC-003955,2024-04-01,14520,13432
ACC-003955,2024-05-01,16948,14986
ACC-003955,2024-06-01,17851,15552
ACC-003955,2024-07-01,21340,20324
ACC-003955,2024-08-01,28772,25409
ACC-003955,2024-09-01,28330,25098
ACC-003955,2024-10-01,34364,29622
ACC-003955,2024-11-01,36789,35243
ACC-003955,2024-12-01,39086,37224
ACC-003955,2025-01-01,54199,47126
ACC-003955,2025-02-01,47974,44979
ACC-003955,2025-03-01,63368,57574
ACC-003955,2025-04-01,69636,59337
ACC-003955,2025-05-01,76052,67634
ACC-003955,2025-06-01,77678,75918
ACC-003955,2025-07-01,70188,60551
ACC-003955,2025-08-01,84440,71902
ACC-003955,2025-09-01,100546,87626
ACC-003955,2025-10-01,84714,82152
ACC-003955,2025-11-01,94392,81798
ACC-003955,2025-12-01,86809,84957
ACC-003956,2023-10-01,487,458
ACC-003956,2023-11-01,4788,4294
ACC-003956,2023-12-01,4043,3911
ACC-003956,2024-01-01,4638,4379
ACC-003956,2024-02-01,5794,5309
ACC-003956,2024-03-01,4313,3927
ACC-003956,2024-04-01,3887,3664
ACC-003956,2024-05-01,4802,4576
ACC-003956,2024-06-01,4233,3794
ACC-003956,2024-07-01,4570,4108
ACC-003956,2024-08-01,4634,4010
ACC-003956,2024-09-01,4589,4269
ACC-003956,2024-10-01,4422,3823
ACC-003956,2024-11-01,4993,4301
ACC-003956,2024-12-01,4157,3813
ACC-003956,2025-01-01,5274,4811
ACC-003956,2025-02-01,5255,4639
ACC-003956,2025-03-01,5562,5275
ACC-003956,2025-04-01,4759,4601
ACC-003956,2025-05-01,5416,4769
ACC-003956,2025-06-01,4994,4533
ACC-003956,2025-07-01,4825,4393
ACC-003956,2025-08-01,4990,4688
ACC-003956,2025-09-01,5358,5178
ACC-003956,2025-10-01,4935,4247
ACC-003956,2025-11-01,5837,5358
ACC-003956,2025-12-01,6041,5433
ACC-003957,2024-12-01,502,474
ACC-003957,2025-01-01,7036,6797
ACC-003957,2025-02-01,6916,5959
ACC-003957,2025-03-01,8474,7496
ACC-003957,2025-04-01,11242,9845
ACC-003957,2025-05-01,13677,12108
ACC-003957,2025-06-01,15289,13097
ACC-003957,2025-07-01,17323,15292
ACC-003957,2025-08-01,20986,18211
ACC-003957,2025-09-01,30448,27491
ACC-003957,2025-10-01,45402,44048
ACC-003957,2025-11-01,45244,42331
ACC-003957,2025-12-01,42010,36490
ACC-003958,2025-11-01,281,254
ACC-003958,2025-12-01,1933,1838
ACC-003959,2024-09-01,351,318
ACC-003959,2024-10-01,3902,3788
ACC-003959,2024-11-01,3055,2664
ACC-003959,2024-12-01,3481,3365
ACC-003959,2025-01-01,4174,3738
ACC-003959,2025-02-01,3499,3336
ACC-003959,2025-03-01,3356,3235
ACC-003959,2025-04-01,3013,2906
ACC-003959,2025-05-01,3033,2937
ACC-003959,2025-06-01,2957,2554
ACC-003959,2025-07-01,3099,3001
ACC-003959,2025-08-01,3222,2777
ACC-003959,2025-09-01,3427,3318
ACC-003959,2025-10-01,3877,3506
ACC-003959,2025-11-01,3154,2990
ACC-003959,2025-12-01,3270,2911
ACC-003960,2025-04-01,336,304
ACC-003960,2025-05-01,2938,2633
ACC-003960,2025-06-01,3377,2920
ACC-003960,2025-07-01,2960,2819
ACC-003960,2025-08-01,2766,2519
ACC-003960,2025-09-01,3818,3729
ACC-003960,2025-10-01,3905,3397
ACC-003960,2025-11-01,3545,3046
ACC-003960,2025-12-01,2612,2361
ACC-003961,2025-10-01,458,436
ACC-003961,2025-11-01,5054,4370
ACC-003961,2025-12-01,4131,3903
ACC-003962,2025-12-01,365,338
ACC-003963,2022-02-01,467,422
ACC-003963,2022-03-01,3506,2991
ACC-003963,2022-04-01,3750,3282
ACC-003963,2022-05-01,3771,3391
ACC-003963,2022-06-01,3903,3496
ACC-003963,2022-07-01,3416,3149
ACC-003963,2022-08-01,3014,2727
ACC-003963,2022-09-01,4347,4009
ACC-003963,2022-10-01,4457,4075
ACC-003963,2022-11-01,3859,3529
ACC-003963,2022-12-01,3245,2922
ACC-003963,2023-01-01,4223,3730
ACC-003963,2023-02-01,4373,4032
ACC-003963,2023-03-01,3677,3561
ACC-003963,2023-04-01,4122,3975
ACC-003963,2023-05-01,4394,4072
ACC-003963,2023-06-01,4383,4170
ACC-003963,2023-07-01,4291,4079
ACC-003963,2023-08-01,3926,3523
ACC-003963,2023-09-01,4545,4105
ACC-003963,2023-10-01,4348,3708
ACC-003963,2023-11-01,4449,3945
ACC-003963,2023-12-01,3934,3431
ACC-003963,2024-01-01,4386,3887
ACC-003963,2024-02-01,5268,4979
ACC-003963,2024-03-01,5041,4866
ACC-003963,2024-04-01,4457,4074
ACC-003963,2024-05-01,4442,4349
ACC-003963,2024-06-01,4469,4253
ACC-003963,2024-07-01,4555,4360
ACC-003963,2024-08-01,4624,4313
ACC-003963,2024-09-01,5163,4888
ACC-003963,2024-10-01,5139,4826
ACC-003963,2024-11-01,4575,4482
ACC-003963,2024-12-01,4533,4330
ACC-003963,2025-01-01,4665,4373
ACC-003963,2025-02-01,4901,4569
ACC-003963,2025-03-01,5633,5410
ACC-003963,2025-04-01,6025,5263
ACC-003963,2025-05-01,5174,4553
ACC-003963,2025-06-01,4602,4139
ACC-003963,2025-07-01,4527,4326
ACC-003963,2025-08-01,4304,3784
ACC-003963,2025-09-01,5035,4629
ACC-003963,2025-10-01,6460,5515
ACC-003963,2025-11-01,5596,5152
ACC-003963,2025-12-01,4896,4682
ACC-003964,2021-12-01,552,487
ACC-003964,2022-01-01,7783,7403
ACC-003964,2022-02-01,7221,6208
ACC-003964,2022-03-01,7145,6659
ACC-003964,2022-04-01,6537,6132
ACC-003964,2022-05-01,6861,6559
ACC-003964,2022-06-01,6454,5962
ACC-003964,2022-07-01,5343,4783
ACC-003964,2022-08-01,6854,6048
ACC-003964,2022-09-01,8106,7619
ACC-003964,2022-10-01,7363,6353
ACC-003964,2022-11-01,7610,7271
ACC-003964,2022-12-01,6323,5770
ACC-003964,2023-01-01,8072,7444
ACC-003964,2023-02-01,8096,7230
ACC-003964,2023-03-01,7122,6579
ACC-003964,2023-04-01,6716,6348
ACC-003964,2023-05-01,7695,7255
ACC-003964,2023-06-01,7567,7142
ACC-003964,2023-07-01,7789,7623
ACC-003964,2023-08-01,7386,6583
ACC-003964,2023-09-01,8403,7781
ACC-003964,2023-10-01,7781,6737
ACC-003964,2023-11-01,8804,8283
ACC-003964,2023-12-01,6232,5874
ACC-003964,2024-01-01,9198,8418
ACC-003964,2024-02-01,8614,8202
ACC-003964,2024-03-01,9337,8340
ACC-003964,2024-04-01,8178,7509
ACC-003964,2024-05-01,9020,7923
ACC-003964,2024-06-01,8821,8436
ACC-003964,2024-07-01,8616,8300
ACC-003964,2024-08-01,7505,6514
ACC-003964,2024-09-01,9052,8732
ACC-003964,2024-10-01,10429,9514
ACC-003964,2024-11-01,9944,9221
ACC-003964,2024-12-01,7814,6848
ACC-003964,2025-01-01,12611,10844
ACC-003964,2025-02-01,9503,8650
ACC-003964,2025-03-01,9387,8006
ACC-003964,2025-04-01,9291,8773
ACC-003964,2025-05-01,9943,9500
ACC-003964,2025-06-01,10742,10186
ACC-003964,2025-07-01,8350,8112
ACC-003964,2025-08-01,9643,8741
ACC-003964,2025-09-01,9113,7983
ACC-003964,2025-10-01,10195,9842
ACC-003964,2025-11-01,9386,9101
ACC-003964,2025-12-01,9648,9087
ACC-003965,2025-03-01,632,609
ACC-003965,2025-04-01,6161,5900
ACC-003965,2025-05-01,5164,4899
ACC-003965,2025-06-01,5378,5216
ACC-003965,2025-07-01,5626,4988
ACC-003965,2025-08-01,5077,4641
ACC-003965,2025-09-01,5426,5115
ACC-003965,2025-10-01,6177,5408
ACC-003965,2025-11-01,7292,6261
ACC-003965,2025-12-01,5760,5155
ACC-003966,2025-05-01,342,321
ACC-003966,2025-06-01,3442,3035
ACC-003966,2025-07-01,4001,3427
ACC-003966,2025-08-01,3696,3194
ACC-003966,2025-09-01,3745,3234
ACC-003966,2025-10-01,3621,3230
ACC-003966,2025-11-01,4160,3940
ACC-003966,2025-12-01,3919,3804
ACC-003967,2023-04-01,485,420
ACC-003967,2023-05-01,4471,3911
ACC-003967,2023-06-01,4679,4347
ACC-003967,2023-07-01,4177,3960
ACC-003967,2023-08-01,4641,2851
ACC-003967,2023-09-01,3892,1447
ACC-003967,2023-10-01,2630,1087
ACC-003967,2023-11-01,1830,908
ACC-003967,2023-12-01,613,239
ACC-003968,2023-11-01,554,498
ACC-003968,2023-12-01,4093,3784
ACC-003968,2024-01-01,6026,5284
ACC-003968,2024-02-01,6471,6170
ACC-003968,2024-03-01,5863,5581
ACC-003968,2024-04-01,5487,5204
ACC-003968,2024-05-01,6107,5832
ACC-003968,2024-06-01,5877,5278
ACC-003968,2024-07-01,4954,4658
ACC-003968,2024-08-01,5621,5083
ACC-003968,2024-09-01,5895,5582
ACC-003968,2024-10-01,6160,5774
ACC-003968,2024-11-01,5637,5301
ACC-003968,2024-12-01,5368,5214
ACC-003968,2025-01-01,6115,5546
ACC-003968,2025-02-01,5544,5218
ACC-003968,2025-03-01,5860,5151
ACC-003968,2025-04-01,5805,5440
ACC-003968,2025-05-01,5676,5396
ACC-003968,2025-06-01,5664,5370
ACC-003968,2025-07-01,6051,5483
ACC-003968,2025-08-01,6148,5737
ACC-003968,2025-09-01,7025,6829
ACC-003968,2025-10-01,5304,4529
ACC-003968,2025-11-01,6687,6496
ACC-003968,2025-12-01,6742,6069
ACC-003969,2021-06-01,439,394
ACC-003969,2021-07-01,4798,4530
ACC-003969,2021-08-01,4598,4444
ACC-003969,2021-09-01,4594,3988
ACC-003969,2021-10-01,5488,5155
ACC-003969,2021-11-01,5488,4674
ACC-003969,2021-12-01,4645,4420
ACC-003969,2022-01-01,6855,6632
ACC-003969,2022-02-01,5839,5609
ACC-003969,2022-03-01,5559,5116
ACC-003969,2022-04-01,6150,5489
ACC-003969,2022-05-01,6185,5494
ACC-003969,2022-06-01,6222,5671
ACC-003969,2022-07-01,4786,4671
ACC-003969,2022-08-01,6466,5661
ACC-003969,2022-09-01,6009,5558
ACC-003969,2022-10-01,6531,5658
ACC-003969,2022-11-01,6221,5747
ACC-003969,2022-12-01,5662,5054
ACC-003969,2023-01-01,6152,5465
ACC-003969,2023-02-01,6241,5957
ACC-003969,2023-03-01,6683,6212
ACC-003969,2023-04-01,6879,6021
ACC-003969,2023-05-01,6872,6301
ACC-003969,2023-06-01,6085,5253
ACC-003969,2023-07-01,6681,6313
ACC-003969,2023-08-01,5171,4555
ACC-003969,2023-09-01,6801,6343
ACC-003969,2023-10-01,7511,6724
ACC-003969,2023-11-01,7070,6662
ACC-003969,2023-12-01,6768,6525
ACC-003969,2024-01-01,7432,6484
ACC-003969,2024-02-01,8092,7721
ACC-003969,2024-03-01,7829,7259
ACC-003969,2024-04-01,7112,4422
ACC-003969,2024-05-01,6020,2365
ACC-003969,2024-06-01,4215,2551
ACC-003969,2024-07-01,2938,1253
ACC-003969,2024-08-01,1883,986
ACC-003970,2024-12-01,223,213
ACC-003970,2025-01-01,2883,2559
ACC-003970,2025-02-01,3864,3529
ACC-003970,2025-03-01,4789,4188
ACC-003970,2025-04-01,5793,5461
ACC-003970,2025-05-01,8197,7987
ACC-003970,2025-06-01,10477,8958
ACC-003970,2025-07-01,11693,10479
ACC-003970,2025-08-01,16018,14580
ACC-003970,2025-09-01,18135,16437
ACC-003970,2025-10-01,22974,21879
ACC-003970,2025-11-01,22680,19603
ACC-003970,2025-12-01,22208,21005
ACC-003971,2024-03-01,274,263
ACC-003971,2024-04-01,2352,2040
ACC-003971,2024-05-01,2255,1950
ACC-003971,2024-06-01,2585,2207
ACC-003971,2024-07-01,2098,2035
ACC-003971,2024-08-01,2233,2065
ACC-003971,2024-09-01,2613,2330
ACC-003971,2024-10-01,2772,2602
ACC-003971,2024-11-01,2228,1914
ACC-003971,2024-12-01,2034,1889
ACC-003971,2025-01-01,3122,2890
ACC-003971,2025-02-01,2677,2348
ACC-003971,2025-03-01,2641,2489
ACC-003971,2025-04-01,2811,2472
ACC-003971,2025-05-01,2852,2777
ACC-003971,2025-06-01,2549,2466
ACC-003971,2025-07-01,2464,2366
ACC-003971,2025-08-01,2786,2687
ACC-003971,2025-09-01,2507,2203
ACC-003971,2025-10-01,3005,2732
ACC-003971,2025-11-01,3047,2594
ACC-003971,2025-12-01,2593,2369
ACC-003972,2025-10-01,641,573
ACC-003972,2025-11-01,6220,5480
ACC-003972,2025-12-01,5842,4997
ACC-003973,2025-12-01,611,565
ACC-003974,2023-09-01,177,159
ACC-003974,2023-10-01,1946,1878
ACC-003974,2023-11-01,1710,1547
ACC-003974,2023-12-01,1597,1386
ACC-003974,2024-01-01,2070,1850
ACC-003974,2024-02-01,1875,1595
ACC-003974,2024-03-01,2217,2059
ACC-003974,2024-04-01,1890,1727
ACC-003974,2024-05-01,2121,2055
ACC-003974,2024-06-01,1818,1765
ACC-003975,2022-10-01,791,678
ACC-003975,2022-11-01,8809,8212
ACC-003975,2022-12-01,8561,7935
ACC-003975,2023-01-01,8857,8112
ACC-003975,2023-02-01,8958,7822
ACC-003975,2023-03-01,7711,7548
ACC-003975,2023-04-01,10134,9410
ACC-003975,2023-05-01,8757,7848
ACC-003975,2023-06-01,9065,8672
ACC-003975,2023-07-01,9267,8437
ACC-003975,2023-08-01,9020,8752
ACC-003975,2023-09-01,10269,9854
ACC-003975,2023-10-01,11068,10645
ACC-003975,2023-11-01,10639,9193
ACC-003975,2023-12-01,8737,7958
ACC-003975,2024-01-01,10046,9174
ACC-003975,2024-02-01,10909,9934
ACC-003975,2024-03-01,10736,10334
ACC-003975,2024-04-01,10405,8967
ACC-003975,2024-05-01,12077,11628
ACC-003975,2024-06-01,9658,8554
ACC-003975,2024-07-01,10107,8636
ACC-003975,2024-08-01,8713,7637
ACC-003975,2024-09-01,12263,11440
ACC-003975,2024-10-01,11784,10676
ACC-003975,2024-11-01,11502,10825
ACC-003975,2024-12-01,9545,9171
ACC-003975,2025-01-01,10052,9111
ACC-003975,2025-02-01,12416,10557
ACC-003975,2025-03-01,13369,12348
ACC-003975,2025-04-01,12209,11340
ACC-003975,2025-05-01,10527,10040
ACC-003975,2025-06-01,10793,9206
ACC-003975,2025-07-01,12102,11176
ACC-003975,2025-08-01,11465,10016
ACC-003975,2025-09-01,12949,12082
ACC-003975,2025-10-01,13567,11931
ACC-003975,2025-11-01,14405,13331
ACC-003975,2025-12-01,12907,11956
ACC-003976,2024-08-01,306,264
ACC-003976,2024-09-01,3130,2928
ACC-003976,2024-10-01,3473,3273
ACC-003976,2024-11-01,3481,1376
ACC-003976,2024-12-01,2707,967
ACC-003976,2025-01-01,2698,1493
ACC-003976,2025-02-01,1768,812
ACC-003976,2025-03-01,1406,904
ACC-003977,2023-12-01,548,530
ACC-003977,2024-01-01,5933,5713
ACC-003977,2024-02-01,7301,7046
ACC-003977,2024-03-01,6534,5791
ACC-003977,2024-04-01,8320,7856
ACC-003977,2024-05-01,10414,9698
ACC-003977,2024-06-01,9583,8611
ACC-003977,2024-07-01,9674,8473
ACC-003977,2024-08-01,9803,8970
ACC-003977,2024-09-01,13898,12888
ACC-003977,2024-10-01,16268,14326
ACC-003977,2024-11-01,17502,16991
ACC-003977,2024-12-01,13336,12321
ACC-003977,2025-01-01,18768,17683
ACC-003977,2025-02-01,21742,18505
ACC-003977,2025-03-01,22091,19173
ACC-003977,2025-04-01,27095,25611
ACC-003977,2025-05-01,28384,24711
ACC-003977,2025-06-01,28519,27453
ACC-003977,2025-07-01,30406,27345
ACC-003977,2025-08-01,35689,31757
ACC-003977,2025-09-01,42935,40302
ACC-003977,2025-10-01,47772,44349
ACC-003977,2025-11-01,48297,44883
ACC-003977,2025-12-01,51677,49292
ACC-003978,2025-05-01,478,413
ACC-003978,2025-06-01,4368,3909
ACC-003978,2025-07-01,3894,3642
ACC-003978,2025-08-01,4513,4288
ACC-003978,2025-09-01,4497,3888
ACC-003978,2025-10-01,4980,4699
ACC-003978,2025-11-01,4905,4628
ACC-003978,2025-12-01,3774,3508
ACC-003979,2024-06-01,529,505
ACC-003979,2024-07-01,5236,4739
ACC-003979,2024-08-01,7515,6738
ACC-003979,2024-09-01,11046,10144
ACC-003979,2024-10-01,18344,17450
ACC-003979,2024-11-01,25133,24015
ACC-003979,2024-12-01,23978,22917
ACC-003979,2025-01-01,39617,35868
ACC-003979,2025-02-01,44421,39016
ACC-003979,2025-03-01,48225,42715
ACC-003979,2025-04-01,46654,44868
ACC-003979,2025-05-01,47428,40650
ACC-003979,2025-06-01,47334,44832
ACC-003979,2025-07-01,39938,34036
ACC-003979,2025-08-01,46489,44973
ACC-003979,2025-09-01,56703,50295
ACC-003979,2025-10-01,47493,46501
ACC-003979,2025-11-01,50126,43023
ACC-003979,2025-12-01,40600,39725
ACC-003980,2023-06-01,356,328
ACC-003980,2023-07-01,3207,2747
ACC-003980,2023-08-01,3666,3552
ACC-003980,2023-09-01,3494,3233
ACC-003980,2023-10-01,4008,3907
ACC-003980,2023-11-01,3535,3224
ACC-003980,2023-12-01,3201,2968
ACC-003980,2024-01-01,4365,3977
ACC-003980,2024-02-01,4382,4032
ACC-003980,2024-03-01,4143,3812
ACC-003980,2024-04-01,3715,3446
ACC-003980,2024-05-01,4278,4052
ACC-003980,2024-06-01,4067,3883
ACC-003980,2024-07-01,3998,3401
ACC-003980,2024-08-01,4343,3945
ACC-003980,2024-09-01,4448,4250
ACC-003980,2024-10-01,4120,3682
ACC-003980,2024-11-01,3891,3761
ACC-003980,2024-12-01,3419,3074
ACC-003980,2025-01-01,4741,4167
ACC-003980,2025-02-01,4446,3834
ACC-003980,2025-03-01,5050,4743
ACC-003980,2025-04-01,4564,4092
ACC-003980,2025-05-01,4924,4455
ACC-003980,2025-06-01,4557,4268
ACC-003980,2025-07-01,4204,4113
ACC-003980,2025-08-01,4830,4243
ACC-003980,2025-09-01,4883,4393
ACC-003980,2025-10-01,5368,5025
ACC-003980,2025-11-01,4249,4040
ACC-003980,2025-12-01,3846,3319
ACC-003981,2023-09-01,331,194
ACC-003981,2023-10-01,3070,1750
ACC-003981,2023-11-01,1938,725
ACC-003981,2023-12-01,1272,568
ACC-003981,2024-01-01,866,560
ACC-003982,2025-07-01,907,860
ACC-003982,2025-08-01,8230,7603
ACC-003982,2025-09-01,8647,7598
ACC-003982,2025-10-01,9824,8595
ACC-003982,2025-11-01,9751,8899
ACC-003982,2025-12-01,7807,7435
ACC-003983,2023-09-01,545,470
ACC-003983,2023-10-01,5336,5031
ACC-003983,2023-11-01,4932,1757
ACC-003983,2023-12-01,3636,2234
ACC-003983,2024-01-01,3110,1555
ACC-003983,2024-02-01,2166,1250
ACC-003983,2024-03-01,1145,726
ACC-003984,2023-09-01,353,302
ACC-003984,2023-10-01,3744,3434
ACC-003984,2023-11-01,4032,3469
ACC-003984,2023-12-01,2990,2739
ACC-003984,2024-01-01,4210,3806
ACC-003984,2024-02-01,4332,3806
ACC-003984,2024-03-01,3449,3204
ACC-003984,2024-04-01,3929,3461
ACC-003984,2024-05-01,4373,3816
ACC-003984,2024-06-01,4124,4004
ACC-003984,2024-07-01,3624,3211
ACC-003984,2024-08-01,3926,3650
ACC-003984,2024-09-01,4130,4020
ACC-003984,2024-10-01,4538,4127
ACC-003984,2024-11-01,4539,3981
ACC-003984,2024-12-01,3530,3078
ACC-003984,2025-01-01,4311,3999
ACC-003984,2025-02-01,3993,3496
ACC-003984,2025-03-01,4592,4118
ACC-003984,2025-04-01,4255,3741
ACC-003984,2025-05-01,4226,3652
ACC-003984,2025-06-01,3995,3804
ACC-003984,2025-07-01,4177,3928
ACC-003984,2025-08-01,3618,3206
ACC-003984,2025-09-01,4629,4359
ACC-003984,2025-10-01,4957,4428
ACC-003984,2025-11-01,4785,4299
ACC-003984,2025-12-01,3509,3049
ACC-003985,2021-10-01,293,282
ACC-003985,2021-11-01,3007,2705
ACC-003985,2021-12-01,2413,2339
ACC-003985,2022-01-01,3512,3077
ACC-003985,2022-02-01,2951,2589
ACC-003985,2022-03-01,3599,3459
ACC-003985,2022-04-01,3103,2838
ACC-003985,2022-05-01,3237,3057
ACC-003985,2022-06-01,3324,3252
ACC-003985,2022-07-01,2977,2878
ACC-003985,2022-08-01,3253,3099
ACC-003985,2022-09-01,2619,2461
ACC-003985,2022-10-01,3877,3360
ACC-003985,2022-11-01,3909,3404
ACC-003985,2022-12-01,2691,2373
ACC-003985,2023-01-01,3619,3362
ACC-003985,2023-02-01,4195,4000
ACC-003985,2023-03-01,4265,3862
ACC-003985,2023-04-01,3756,3488
