opportunity_id,stage,entered_date
OPP-0004929,Closed Won,2024-09-01
OPP-0004930,Open,2024-08-25
OPP-0004930,Negotiation,2024-08-28
OPP-0004930,Closed Won,2024-09-01
OPP-0004931,Open,2024-08-26
OPP-0004931,Negotiation,2024-08-28
OPP-0004931,Closed Won,2024-09-01
OPP-0004932,SAL,2024-08-20
OPP-0004932,SQO,2024-09-13
OPP-0004932,POC,2025-01-10
OPP-0004932,Proposal/Negotiation,2025-01-17
OPP-0004932,Closed Lost,2025-01-28
OPP-0004933,SAL,2024-09-04
OPP-0004933,SQO,2024-09-11
OPP-0004933,Proposal/Negotiation,2024-09-14
OPP-0004933,Closed Won,2024-09-21
OPP-0004945,Open,2024-08-20
OPP-0004945,Negotiation,2024-09-16
OPP-0004945,Closed Won,2024-10-01
OPP-0004946,Open,2024-08-21
OPP-0004946,Negotiation,2024-08-24
OPP-0004946,Closed Won,2024-10-01
OPP-0004947,SAL,2024-08-20
OPP-0004947,SQO,2024-09-01
OPP-0004947,Proposal/Negotiation,2024-09-01
OPP-0004947,Closed Won,2024-09-09
OPP-0004954,SAL,2024-08-20
OPP-0004954,SQO,2024-09-07
OPP-0004954,Proposal/Negotiation,2024-09-11
OPP-0004954,Closed Lost,2024-09-16
OPP-0004958,Open,2024-09-13
OPP-0004958,Negotiation,2024-09-30
OPP-0004958,Closed Won,2024-10-01
OPP-0004959,Open,2024-08-23
OPP-0004959,Negotiation,2024-08-31
OPP-0004959,Closed Won,2024-11-05
OPP-0004966,SAL,2024-09-13
OPP-0004966,SQO,2024-09-15
OPP-0004966,Proposal/Negotiation,2024-09-23
OPP-0004966,Closed Won,2024-09-28
OPP-0004976,Open,2024-08-23
OPP-0004976,Negotiation,2024-09-29
OPP-0004976,Closed Won,2024-10-01
OPP-0004977,SAL,2024-09-06
OPP-0004977,SQO,2024-09-13
OPP-0004977,Proposal/Negotiation,2024-09-15
OPP-0004977,Closed Lost,2024-09-17
OPP-0004979,SAL,2024-09-08
OPP-0004979,SQO,2024-09-17
OPP-0004979,Proposal/Negotiation,2024-09-25
OPP-0004979,Closed Lost,2024-10-05
OPP-0004985,SAL,2024-08-26
OPP-0004985,SQO,2024-09-03
OPP-0004985,Proposal/Negotiation,2024-09-06
OPP-0004985,Closed Lost,2024-09-18
OPP-0004996,SAL,2024-09-10
OPP-0004996,SQO,2024-09-10
OPP-0004996,Proposal/Negotiation,2024-09-10
OPP-0004996,Closed Lost,2024-09-15
OPP-0005004,Open,2024-09-05
OPP-0005004,Negotiation,2024-09-22
OPP-0005004,Closed Won,2024-10-01
OPP-0005005,Open,2024-09-12
OPP-0005005,Negotiation,2024-09-15
OPP-0005005,Closed Won,2024-10-01
OPP-0005006,Open,2024-09-11
OPP-0005006,Negotiation,2024-09-30
OPP-0005006,Closed Won,2024-10-01
OPP-0005007,SAL,2024-09-09
OPP-0005007,SQO,2024-09-18
OPP-0005007,SAL,2024-09-28
OPP-0005007,Proposal/Negotiation,2024-10-08
OPP-0005007,Closed Won,2024-10-10
OPP-0005020,SAL,2024-09-13
OPP-0005020,SQO,2024-09-16
OPP-0005020,Proposal/Negotiation,2024-09-16
OPP-0005020,Closed Won,2024-09-21
OPP-0005024,SAL,2024-08-29
OPP-0005024,SQO,2024-09-01
OPP-0005024,Proposal/Negotiation,2024-09-14
OPP-0005024,Closed Lost,2024-10-02
OPP-0005025,Open,2024-08-30
OPP-0005025,Negotiation,2024-09-12
OPP-0005025,Closed Won,2024-10-01
OPP-0005026,Open,2024-09-25
OPP-0005026,Negotiation,2024-10-14
OPP-0005026,Closed Won,2024-11-01
OPP-0005027,Open,2024-10-20
OPP-0005027,Negotiation,2024-10-24
OPP-0005027,Closed Won,2024-11-01
OPP-0005028,SAL,2024-09-06
OPP-0005028,SQO,2024-09-09
OPP-0005028,POC,2024-11-22
OPP-0005028,Proposal/Negotiation,2024-12-18
OPP-0005028,Closed Lost,2024-12-22
OPP-0005029,Open,2024-09-30
OPP-0005029,Negotiation,2024-10-17
OPP-0005029,Closed Won,2024-11-01
OPP-0005030,SAL,2024-08-31
OPP-0005030,SQO,2024-09-09
OPP-0005030,Proposal/Negotiation,2024-10-09
OPP-0005030,Closed Won,2024-10-11
OPP-0005031,SAL,2024-09-05
OPP-0005031,SQO,2024-09-10
OPP-0005031,POC,2024-10-07
OPP-0005031,Proposal/Negotiation,2024-11-02
OPP-0005031,Closed Lost,2024-11-16
OPP-0005032,Open,2024-10-19
OPP-0005032,Negotiation,2024-11-15
OPP-0005032,Closed Lost,2024-11-16
OPP-0005033,Open,2024-09-03
OPP-0005033,Negotiation,2024-11-01
OPP-0005033,Closed Won,2024-12-03
OPP-0005034,SAL,2024-09-05
OPP-0005034,SQO,2024-09-21
OPP-0005034,Proposal/Negotiation,2024-09-27
OPP-0005034,Closed Lost,2024-10-13
OPP-0005035,SAL,2024-09-02
OPP-0005035,SQO,2024-09-08
OPP-0005035,SAL,2024-09-11
OPP-0005035,Proposal/Negotiation,2024-10-05
OPP-0005035,Closed Lost,2024-10-09
OPP-0005036,Open,2024-09-27
OPP-0005036,Negotiation,2024-10-24
OPP-0005036,Closed Lost,2024-11-01
OPP-0005043,Open,2024-09-03
OPP-0005043,Negotiation,2024-09-18
OPP-0005043,Closed Won,2024-10-01
OPP-0005044,SAL,2024-09-23
OPP-0005044,SQO,2024-10-24
OPP-0005044,POC,2024-12-14
OPP-0005044,Proposal/Negotiation,2024-12-25
OPP-0005044,Closed Lost,2025-01-22
OPP-0005045,SAL,2024-09-02
OPP-0005045,SQO,2024-09-04
OPP-0005045,Proposal/Negotiation,2024-09-07
OPP-0005045,Closed Won,2024-09-24
OPP-0005051,SAL,2024-09-03
OPP-0005051,SQO,2024-09-20
OPP-0005051,Proposal/Negotiation,2024-09-28
OPP-0005051,Closed Lost,2024-10-08
OPP-0005057,SAL,2024-09-20
OPP-0005057,SQO,2024-09-23
OPP-0005057,Proposal/Negotiation,2024-09-25
OPP-0005057,Closed Lost,2024-10-05
OPP-0005058,SAL,2024-09-08
OPP-0005058,SQO,2024-09-08
OPP-0005058,POC,2024-10-02
OPP-0005058,Proposal/Negotiation,2024-10-26
OPP-0005058,Closed Lost,2024-11-07
OPP-0005062,Open,2024-09-12
OPP-0005062,Negotiation,2024-09-17
OPP-0005062,Closed Won,2024-10-05
OPP-0005063,SAL,2024-09-05
OPP-0005063,SQO,2024-09-11
OPP-0005063,Proposal/Negotiation,2024-10-01
OPP-0005063,Closed Won,2024-10-02
OPP-0005069,Open,2024-09-10
OPP-0005069,Negotiation,2024-09-29
OPP-0005069,Closed Won,2024-10-01
OPP-0005070,Open,2024-09-11
OPP-0005070,Negotiation,2024-09-26
OPP-0005070,Closed Won,2024-10-01
OPP-0005071,Open,2024-09-15
OPP-0005071,Negotiation,2024-09-16
OPP-0005071,Closed Won,2024-10-01
OPP-0005072,Open,2024-10-03
OPP-0005072,Negotiation,2024-10-03
OPP-0005072,Closed Won,2024-11-01
OPP-0005073,Open,2024-10-09
OPP-0005073,Negotiation,2024-11-01
OPP-0005073,Closed Won,2024-11-01
OPP-0005074,Open,2024-09-15
OPP-0005074,Negotiation,2024-10-07
OPP-0005074,Closed Won,2024-11-01
OPP-0005080,Open,2024-09-21
OPP-0005080,Negotiation,2024-09-23
OPP-0005080,Closed Won,2024-10-01
OPP-0005081,SAL,2024-09-13
OPP-0005081,SQO,2024-11-12
OPP-0005081,POC,2024-11-21
OPP-0005081,Proposal/Negotiation,2024-12-01
OPP-0005081,Closed Lost,2024-12-27
OPP-0005082,SAL,2024-09-11
OPP-0005082,SQO,2024-09-23
OPP-0005082,Proposal/Negotiation,2024-09-27
OPP-0005082,Closed Won,2024-10-07
OPP-0005086,Open,2024-09-17
OPP-0005086,Negotiation,2024-10-31
OPP-0005086,Closed Won,2024-11-01
OPP-0005087,Open,2024-09-08
OPP-0005087,Negotiation,2024-09-15
OPP-0005087,Closed Won,2024-11-01
OPP-0005090,Open,2024-09-27
OPP-0005090,Negotiation,2024-09-28
OPP-0005090,Closed Won,2024-11-25
OPP-0005091,SAL,2024-09-16
OPP-0005091,SQO,2024-09-23
OPP-0005091,Proposal/Negotiation,2024-10-04
OPP-0005091,Closed Won,2024-10-20
OPP-0005097,SAL,2024-10-12
OPP-0005097,SQO,2024-10-13
OPP-0005097,SAL,2024-10-19
OPP-0005097,POC,2024-12-31
OPP-0005097,Proposal/Negotiation,2025-01-12
OPP-0005097,Closed Lost,2025-01-18
OPP-0005098,SAL,2024-10-03
OPP-0005098,SQO,2024-10-17
OPP-0005098,POC,2024-12-01
OPP-0005098,Proposal/Negotiation,2024-12-09
OPP-0005098,Closed Won,2024-12-21
OPP-0005108,Open,2024-09-18
OPP-0005108,Negotiation,2024-09-24
OPP-0005108,Closed Won,2024-10-01
OPP-0005109,SAL,2024-09-21
OPP-0005109,SQO,2024-09-29
OPP-0005109,Proposal/Negotiation,2024-10-07
OPP-0005109,Closed Lost,2024-10-11
OPP-0005110,SAL,2024-09-12
OPP-0005110,SQO,2024-09-23
OPP-0005110,POC,2024-11-16
OPP-0005110,Proposal/Negotiation,2024-11-20
OPP-0005110,Closed Lost,2024-11-22
OPP-0005119,Open,2024-09-24
OPP-0005119,Negotiation,2024-09-29
OPP-0005119,Closed Won,2024-10-01
OPP-0005120,SAL,2024-09-16
OPP-0005120,SQO,2024-09-30
OPP-0005120,Proposal/Negotiation,2024-10-03
OPP-0005120,Closed Lost,2024-10-04
OPP-0005121,SAL,2024-09-21
OPP-0005121,SQO,2024-10-09
OPP-0005121,Proposal/Negotiation,2024-10-12
OPP-0005121,Closed Lost,2024-10-13
OPP-0005122,SAL,2024-10-03
OPP-0005122,SQO,2024-10-05
OPP-0005122,POC,2024-10-25
OPP-0005122,Proposal/Negotiation,2025-01-07
OPP-0005122,Closed Lost,2025-01-27
OPP-0005123,Open,2024-09-20
OPP-0005123,Negotiation,2024-09-20
OPP-0005123,Closed Won,2024-11-01
OPP-0005124,SAL,2024-09-22
OPP-0005124,SQO,2024-09-28
OPP-0005124,Proposal/Negotiation,2024-10-01
OPP-0005124,Closed Won,2024-10-08
OPP-0005125,SAL,2024-09-13
OPP-0005125,SQO,2024-09-15
OPP-0005125,Proposal/Negotiation,2024-09-17
OPP-0005125,Closed Won,2024-09-27
OPP-0005131,Open,2024-09-23
OPP-0005131,Negotiation,2024-09-30
OPP-0005131,Closed Won,2024-10-01
OPP-0005132,SAL,2024-10-05
OPP-0005132,SQO,2024-10-10
OPP-0005132,Proposal/Negotiation,2024-10-25
OPP-0005132,Closed Lost,2024-10-26
OPP-0005133,SAL,2024-09-15
OPP-0005133,SQO,2024-09-19
OPP-0005133,Proposal/Negotiation,2024-10-02
OPP-0005133,Closed Lost,2024-10-06
OPP-0005139,Open,2024-09-24
OPP-0005139,Negotiation,2024-09-29
OPP-0005139,Closed Won,2024-10-01
OPP-0005140,SAL,2024-09-18
OPP-0005140,SQO,2024-09-21
OPP-0005140,Proposal/Negotiation,2024-10-17
OPP-0005140,Closed Lost,2024-10-24
OPP-0005141,Open,2024-10-02
OPP-0005141,Negotiation,2024-10-09
OPP-0005141,Closed Won,2024-11-01
OPP-0005142,Open,2024-09-19
OPP-0005142,Negotiation,2024-11-13
OPP-0005142,Closed Won,2024-12-01
OPP-0005143,SAL,2024-09-19
OPP-0005143,SQO,2024-09-23
OPP-0005143,Proposal/Negotiation,2024-10-16
OPP-0005143,Closed Won,2024-10-28
OPP-0005144,SAL,2024-09-30
OPP-0005144,SQO,2024-10-07
OPP-0005144,Proposal/Negotiation,2024-10-15
OPP-0005144,Closed Won,2024-10-22
OPP-0005151,Open,2024-09-20
OPP-0005151,Negotiation,2024-09-24
OPP-0005151,Closed Won,2024-10-01
OPP-0005152,SAL,2024-09-29
OPP-0005152,SQO,2024-10-09
OPP-0005152,Proposal/Negotiation,2024-10-16
OPP-0005152,Closed Lost,2024-10-19
OPP-0005153,SAL,2024-09-19
OPP-0005153,SQO,2024-09-30
OPP-0005153,POC,2024-11-19
OPP-0005153,Proposal/Negotiation,2024-12-01
OPP-0005153,Closed Lost,2025-01-16
OPP-0005156,SAL,2024-09-24
OPP-0005156,SQO,2024-09-25
OPP-0005156,Proposal/Negotiation,2024-09-27
OPP-0005156,Closed Lost,2024-10-04
OPP-0005166,Open,2024-10-09
OPP-0005166,Negotiation,2024-10-28
OPP-0005166,Closed Won,2024-11-01
OPP-0005167,Open,2024-09-22
OPP-0005167,Negotiation,2024-11-01
OPP-0005167,Closed Won,2024-11-08
OPP-0005176,SAL,2024-09-19
OPP-0005176,SQO,2024-09-21
OPP-0005176,Proposal/Negotiation,2024-10-09
OPP-0005176,Closed Lost,2024-10-13
OPP-0005177,SAL,2024-09-23
OPP-0005177,SQO,2024-10-05
OPP-0005177,POC,2025-01-21
OPP-0005177,Proposal/Negotiation,2025-02-01
OPP-0005177,Closed Lost,2025-03-01
OPP-0005180,Open,2024-09-28
OPP-0005180,Negotiation,2024-10-16
OPP-0005180,Closed Lost,2024-11-01
OPP-0005188,Open,2024-09-21
OPP-0005188,Negotiation,2024-10-28
OPP-0005188,Closed Won,2024-11-01
OPP-0005189,SAL,2024-09-26
OPP-0005189,SQO,2024-09-27
OPP-0005189,Proposal/Negotiation,2024-10-01
OPP-0005189,Closed Won,2024-10-06
OPP-0005195,SAL,2024-09-30
OPP-0005195,SQO,2024-10-08
OPP-0005195,POC,2024-11-26
OPP-0005195,Proposal/Negotiation,2024-12-03
OPP-0005195,Closed Lost,2024-12-13
OPP-0005196,SAL,2024-10-06
OPP-0005196,SQO,2024-10-12
OPP-0005196,Proposal/Negotiation,2024-10-31
OPP-0005196,Closed Won,2024-11-02
OPP-0005200,SAL,2024-10-12
OPP-0005200,SQO,2024-10-22
OPP-0005200,Proposal/Negotiation,2024-11-05
OPP-0005200,Closed Lost,2024-11-07
OPP-0005208,Open,2024-09-25
OPP-0005208,Negotiation,2024-10-23
OPP-0005208,Closed Won,2024-11-01
OPP-0005218,Open,2024-10-17
OPP-0005218,Negotiation,2024-10-31
OPP-0005218,Closed Won,2024-11-01
OPP-0005219,Open,2024-10-04
OPP-0005219,Negotiation,2024-10-14
OPP-0005219,Closed Won,2024-11-01
OPP-0005220,Open,2024-10-27
OPP-0005220,Negotiation,2024-11-02
OPP-0005220,Closed Won,2024-11-16
OPP-0005228,Open,2024-09-28
OPP-0005228,Negotiation,2024-10-22
OPP-0005228,Closed Won,2024-11-01
OPP-0005229,Open,2024-10-10
OPP-0005229,Negotiation,2024-10-12
OPP-0005229,Closed Won,2024-11-01
OPP-0005230,SAL,2024-10-16
OPP-0005230,SQO,2024-10-23
OPP-0005230,Proposal/Negotiation,2024-11-04
OPP-0005230,Closed Lost,2024-11-04
OPP-0005231,SAL,2024-09-28
OPP-0005231,SQO,2024-10-02
OPP-0005231,Proposal/Negotiation,2024-10-20
OPP-0005231,Closed Lost,2024-11-08
OPP-0005232,SAL,2024-10-11
OPP-0005232,SQO,2024-11-07
OPP-0005232,POC,2024-12-05
OPP-0005232,Proposal/Negotiation,2025-02-06
OPP-0005232,Closed Lost,2025-02-20
OPP-0005233,SAL,2024-10-04
OPP-0005233,SQO,2024-10-06
OPP-0005233,POC,2024-12-09
OPP-0005233,Proposal/Negotiation,2024-12-10
OPP-0005233,Closed Lost,2024-12-26
OPP-0005234,SAL,2024-09-28
OPP-0005234,SQO,2024-10-01
OPP-0005234,Proposal/Negotiation,2024-10-01
OPP-0005234,Closed Won,2024-10-11
OPP-0005235,SAL,2024-09-28
OPP-0005235,SQO,2024-09-30
OPP-0005235,Proposal/Negotiation,2024-10-09
OPP-0005235,Closed Won,2024-10-15
OPP-0005236,SAL,2024-10-09
OPP-0005236,SQO,2024-10-11
OPP-0005236,Proposal/Negotiation,2024-10-24
OPP-0005236,Closed Won,2024-11-07
OPP-0005240,Open,2024-09-30
OPP-0005240,Negotiation,2024-10-20
OPP-0005240,Closed Won,2024-11-01
OPP-0005241,Open,2024-11-14
OPP-0005241,Negotiation,2024-12-17
OPP-0005241,Closed Won,2025-02-15
OPP-0005242,SAL,2024-10-01
OPP-0005242,SQO,2024-10-19
OPP-0005242,Proposal/Negotiation,2024-11-03
OPP-0005242,Closed Won,2024-11-06
OPP-0005247,SAL,2024-09-30
OPP-0005247,SQO,2024-10-06
OPP-0005247,Proposal/Negotiation,2024-10-24
OPP-0005247,Closed Lost,2024-11-04
OPP-0005248,SAL,2024-10-03
OPP-0005248,SQO,2024-10-14
OPP-0005248,Proposal/Negotiation,2024-10-25
OPP-0005248,Closed Lost,2024-10-28
OPP-0005249,Open,2024-10-06
OPP-0005249,Negotiation,2024-10-27
OPP-0005249,Closed Won,2024-11-01
OPP-0005250,Open,2024-10-01
OPP-0005250,Negotiation,2024-11-11
OPP-0005250,Closed Won,2024-12-01
OPP-0005251,SAL,2024-10-07
OPP-0005251,SQO,2024-10-08
OPP-0005251,Proposal/Negotiation,2024-10-29
OPP-0005251,Closed Won,2024-11-03
OPP-0005252,SAL,2024-11-09
OPP-0005252,SQO,2024-11-20
OPP-0005252,POC,2025-02-06
OPP-0005252,Proposal/Negotiation,2025-02-20
OPP-0005252,Closed Lost,2025-02-24
OPP-0005253,SAL,2024-10-06
OPP-0005253,SQO,2024-10-13
OPP-0005253,Proposal/Negotiation,2024-10-24
OPP-0005253,Closed Won,2024-11-02
OPP-0005254,Open,2024-10-26
OPP-0005254,Negotiation,2024-10-30
OPP-0005254,Closed Won,2024-11-01
OPP-0005255,SAL,2024-10-02
OPP-0005255,SQO,2024-10-09
OPP-0005255,Proposal/Negotiation,2024-10-15
OPP-0005255,Closed Lost,2024-10-17
OPP-0005263,SAL,2024-10-03
OPP-0005263,SQO,2024-10-20
OPP-0005263,Proposal/Negotiation,2024-11-04
OPP-0005263,Closed Lost,2024-11-04
OPP-0005264,SAL,2024-10-09
OPP-0005264,SQO,2024-10-24
OPP-0005264,Proposal/Negotiation,2024-10-30
OPP-0005264,Closed Lost,2024-11-15
OPP-0005265,SAL,2024-10-09
OPP-0005265,SQO,2024-10-10
OPP-0005265,POC,2025-01-17
OPP-0005265,Proposal/Negotiation,2025-01-23
OPP-0005265,Closed Lost,2025-03-02
OPP-0005273,Open,2024-10-07
OPP-0005273,Negotiation,2024-10-26
OPP-0005273,Closed Won,2024-11-01
OPP-0005274,Open,2024-10-13
OPP-0005274,Negotiation,2024-10-19
OPP-0005274,Closed Won,2024-11-01
OPP-0005281,SAL,2024-10-11
OPP-0005281,SQO,2024-10-13
OPP-0005281,POC,2024-12-23
OPP-0005281,Proposal/Negotiation,2025-01-07
OPP-0005281,Closed Won,2025-01-20
OPP-0005286,SAL,2024-10-08
OPP-0005286,SQO,2024-10-16
OPP-0005286,Proposal/Negotiation,2024-10-26
OPP-0005286,Closed Lost,2024-10-27
OPP-0005287,SAL,2024-10-06
OPP-0005287,SQO,2024-10-11
OPP-0005287,Proposal/Negotiation,2024-10-16
OPP-0005287,Closed Lost,2024-10-28
OPP-0005288,SAL,2024-10-10
OPP-0005288,SQO,2024-10-11
OPP-0005288,Proposal/Negotiation,2024-10-17
OPP-0005288,Closed Lost,2024-10-23
OPP-0005289,Open,2024-11-08
OPP-0005289,Negotiation,2024-12-03
OPP-0005289,Closed Won,2024-12-08
OPP-0005293,Open,2024-10-12
OPP-0005293,Negotiation,2024-10-23
OPP-0005293,Closed Won,2024-11-01
OPP-0005294,Open,2024-10-08
OPP-0005294,Negotiation,2024-10-25
OPP-0005294,Closed Won,2024-11-01
OPP-0005303,Open,2024-10-07
OPP-0005303,Negotiation,2024-10-22
OPP-0005303,Closed Won,2024-11-01
OPP-0005304,SAL,2024-10-08
OPP-0005304,SQO,2024-10-12
OPP-0005304,Proposal/Negotiation,2024-10-21
OPP-0005304,Closed Won,2024-10-25
OPP-0005312,Open,2024-10-14
OPP-0005312,Negotiation,2024-10-19
OPP-0005312,Closed Won,2024-11-01
OPP-0005313,Open,2024-10-15
OPP-0005313,Negotiation,2024-10-17
OPP-0005313,Closed Won,2024-11-01
OPP-0005314,SAL,2024-10-16
OPP-0005314,SQO,2024-10-17
OPP-0005314,Proposal/Negotiation,2024-10-19
OPP-0005314,Closed Lost,2024-10-27
OPP-0005315,Open,2024-11-07
OPP-0005315,Negotiation,2024-11-20
OPP-0005315,Closed Won,2024-12-01
OPP-0005316,SAL,2024-10-09
OPP-0005316,SQO,2024-10-15
OPP-0005316,Proposal/Negotiation,2024-10-28
OPP-0005316,Closed Won,2024-11-15
OPP-0005324,Open,2024-10-30
OPP-0005324,Negotiation,2024-10-31
OPP-0005324,Closed Won,2024-11-01
OPP-0005325,Open,2024-10-18
OPP-0005325,Negotiation,2024-10-25
OPP-0005325,Closed Won,2024-11-01
OPP-0005326,SAL,2024-10-27
OPP-0005326,SQO,2024-11-06
OPP-0005326,Proposal/Negotiation,2024-11-07
OPP-0005326,Closed Lost,2024-11-13
OPP-0005327,SAL,2024-10-15
OPP-0005327,SQO,2024-10-27
OPP-0005327,POC,2025-02-05
OPP-0005327,Proposal/Negotiation,2025-03-01
OPP-0005327,Closed Lost,2025-03-19
OPP-0005337,Open,2024-11-03
OPP-0005337,Negotiation,2024-11-18
OPP-0005337,Closed Won,2024-12-01
OPP-0005344,Open,2024-11-14
OPP-0005344,Negotiation,2024-12-10
OPP-0005344,Closed Won,2024-12-11
OPP-0005348,Open,2024-10-26
OPP-0005348,Negotiation,2024-10-28
OPP-0005348,Closed Won,2024-11-01
OPP-0005349,SAL,2024-10-18
OPP-0005349,SQO,2024-10-22
OPP-0005349,Proposal/Negotiation,2024-10-25
OPP-0005349,Closed Lost,2024-10-27
OPP-0005350,SAL,2024-10-25
OPP-0005350,SQO,2024-10-25
OPP-0005350,Proposal/Negotiation,2024-10-28
OPP-0005350,Closed Lost,2024-11-14
OPP-0005351,SAL,2024-10-30
OPP-0005351,SQO,2024-11-01
OPP-0005351,Proposal/Negotiation,2024-11-09
OPP-0005351,Closed Won,2024-11-11
OPP-0005358,Open,2024-10-29
OPP-0005358,Negotiation,2024-10-31
OPP-0005358,Closed Won,2024-11-01
OPP-0005359,SAL,2024-10-14
OPP-0005359,SQO,2024-10-28
OPP-0005359,Proposal/Negotiation,2024-11-16
OPP-0005359,Closed Lost,2024-11-27
OPP-0005360,SAL,2024-10-27
OPP-0005360,SQO,2024-11-10
OPP-0005360,POC,2025-01-07
OPP-0005360,Proposal/Negotiation,2025-01-22
OPP-0005360,Closed Lost,2025-01-25
OPP-0005361,Open,2024-11-01
OPP-0005361,Negotiation,2024-12-07
OPP-0005361,Closed Won,2025-01-01
OPP-0005369,Open,2024-10-24
OPP-0005369,Negotiation,2024-10-25
OPP-0005369,Closed Won,2024-11-01
OPP-0005370,SAL,2024-10-20
OPP-0005370,SQO,2024-11-01
OPP-0005370,Proposal/Negotiation,2024-11-06
OPP-0005370,Closed Lost,2024-11-17
OPP-0005371,Open,2024-10-15
OPP-0005371,Negotiation,2024-10-23
OPP-0005371,Closed Won,2024-12-20
OPP-0005375,SAL,2024-11-05
OPP-0005375,SQO,2024-11-11
OPP-0005375,Proposal/Negotiation,2024-11-12
OPP-0005375,Closed Lost,2024-11-26
OPP-0005376,SAL,2024-10-23
OPP-0005376,SQO,2024-10-25
OPP-0005376,Proposal/Negotiation,2024-10-28
OPP-0005376,Closed Lost,2024-11-03
OPP-0005377,Open,2024-11-07
OPP-0005377,Negotiation,2024-12-30
OPP-0005377,Closed Won,2025-01-07
OPP-0005387,Open,2024-11-08
OPP-0005387,Negotiation,2024-12-13
OPP-0005387,Closed Won,2025-01-01
OPP-0005394,Open,2024-10-24
OPP-0005394,Negotiation,2024-11-10
OPP-0005394,Closed Won,2024-12-01
OPP-0005395,Open,2024-11-21
OPP-0005395,Negotiation,2024-11-28
OPP-0005395,Closed Won,2024-12-01
OPP-0005396,Open,2024-10-29
OPP-0005396,Negotiation,2024-11-10
OPP-0005396,Closed Won,2024-12-01
OPP-0005403,Open,2024-12-05
OPP-0005403,Negotiation,2024-12-17
OPP-0005403,Closed Won,2025-02-08
OPP-0005404,Open,2024-11-03
OPP-0005404,Negotiation,2024-11-09
OPP-0005404,Closed Won,2024-11-20
OPP-0005411,SAL,2024-11-12
OPP-0005411,SQO,2024-11-14
OPP-0005411,Proposal/Negotiation,2024-11-20
OPP-0005411,Closed Lost,2024-11-20
OPP-0005412,Open,2024-11-07
OPP-0005412,Negotiation,2024-11-15
OPP-0005412,Closed Won,2024-11-21
OPP-0005413,Open,2024-11-22
OPP-0005413,Negotiation,2024-11-25
OPP-0005413,Closed Won,2024-12-01
OPP-0005417,SAL,2024-11-05
OPP-0005417,SQO,2024-11-14
OPP-0005417,Proposal/Negotiation,2024-11-19
OPP-0005417,Closed Lost,2024-11-26
OPP-0005418,SAL,2024-10-22
OPP-0005418,SQO,2024-11-28
OPP-0005418,POC,2025-03-21
OPP-0005418,Proposal/Negotiation,2025-04-12
OPP-0005418,Closed Lost,2025-04-13
OPP-0005425,Open,2024-11-09
OPP-0005425,Negotiation,2024-11-21
OPP-0005425,Closed Won,2024-12-01
OPP-0005426,SAL,2024-10-24
OPP-0005426,SQO,2024-11-08
OPP-0005426,Proposal/Negotiation,2024-11-10
OPP-0005426,Closed Lost,2024-11-21
OPP-0005427,Open,2024-11-05
OPP-0005427,Negotiation,2024-12-06
OPP-0005427,Closed Won,2025-01-01
OPP-0005431,Open,2024-10-25
OPP-0005431,Negotiation,2024-10-26
OPP-0005431,Closed Won,2024-12-01
OPP-0005432,Open,2024-10-27
OPP-0005432,Negotiation,2024-11-21
OPP-0005432,Closed Won,2024-12-01
OPP-0005433,Open,2024-10-30
OPP-0005433,Negotiation,2024-11-26
OPP-0005433,Closed Won,2024-12-01
OPP-0005434,SAL,2024-10-27
OPP-0005434,SQO,2024-10-29
OPP-0005434,Proposal/Negotiation,2024-11-16
OPP-0005434,Closed Lost,2024-11-23
OPP-0005435,SAL,2024-10-27
OPP-0005435,SQO,2024-11-02
OPP-0005435,Proposal/Negotiation,2024-11-09
OPP-0005435,Closed Lost,2024-11-14
OPP-0005436,SAL,2024-11-22
OPP-0005436,SQO,2024-12-25
OPP-0005436,SAL,2024-12-31
OPP-0005436,POC,2025-03-13
OPP-0005436,Proposal/Negotiation,2025-03-18
OPP-0005436,Closed Lost,2025-03-23
OPP-0005437,SAL,2024-11-15
OPP-0005437,SQO,2024-11-21
OPP-0005437,Proposal/Negotiation,2024-12-01
OPP-0005437,Closed Won,2024-12-03
OPP-0005442,SAL,2024-11-21
OPP-0005442,SQO,2025-01-09
OPP-0005442,SAL,2025-01-21
OPP-0005442,POC,2025-03-01
OPP-0005442,Proposal/Negotiation,2025-03-26
OPP-0005442,Closed Lost,2025-03-28
OPP-0005443,SAL,2024-10-27
OPP-0005443,SQO,2024-12-29
OPP-0005443,POC,2025-01-16
OPP-0005443,Proposal/Negotiation,2025-03-04
OPP-0005443,Closed Lost,2025-03-16
OPP-0005444,Open,2024-11-14
OPP-0005444,Negotiation,2024-12-31
OPP-0005444,Closed Won,2025-01-01
OPP-0005445,SAL,2024-10-30
OPP-0005445,SQO,2024-11-19
OPP-0005445,Proposal/Negotiation,2024-11-30
OPP-0005445,Closed Won,2024-12-01
OPP-0005451,Open,2024-10-25
OPP-0005451,Negotiation,2024-11-07
OPP-0005451,Closed Won,2024-12-01
OPP-0005452,SAL,2024-11-16
OPP-0005452,SQO,2024-11-17
OPP-0005452,Proposal/Negotiation,2024-12-04
OPP-0005452,Closed Lost,2024-12-09
OPP-0005453,SAL,2024-11-13
OPP-0005453,SQO,2024-11-23
OPP-0005453,Proposal/Negotiation,2024-11-24
OPP-0005453,Closed Lost,2024-12-06
OPP-0005454,Open,2024-11-15
OPP-0005454,Negotiation,2025-02-04
